Planet,eclipse_observed,b_occ_median,k_nominal,prob_false_eclipse,prob_grazing_eclipse,prob_true_eclipse,dominant_regime
WASP-161b,False,0.1498,0.0671,0.0,0.0,1.0,True Eclipse
TOI-1249b,False,0.5949,0.0306,0.0438,0.0223,0.9339,True Eclipse
TrES-1b,True,0.0056,0.1366,0.0,0.0,1.0,True Eclipse
HAT-P-24b,False,0.1853,0.097,0.0,0.0,1.0,True Eclipse
HAT-P-50b,False,0.6008,0.0782,0.0068,0.0093,0.9839,True Eclipse
HAT-P-51b,False,0.2601,0.1278,0.0,0.003,0.997,True Eclipse
TOI-5800b,False,0.5193,0.0307,0.0,0.0,0.0,False Eclipse
Kepler-435b,False,0.5349,0.0638,0.0,0.0017,0.9983,True Eclipse
HATS-35b,False,0.2347,0.1051,0.0,0.0,1.0,True Eclipse
HD183579b,False,0.441,0.0333,0.0,0.0017,0.9983,True Eclipse
WASP-193b,False,0.3173,0.1214,0.0,0.0054,0.9946,True Eclipse
K2-99b,False,0.2776,0.0426,0.0,0.0,1.0,True Eclipse
HR858b,False,0.5714,0.0146,0.0067,0.0009,0.9924,True Eclipse
NGTS-8b,False,0.4151,0.114,0.0,0.0,1.0,True Eclipse
TOI-2459b,False,0.3209,0.04,0.0077,0.0017,0.9906,True Eclipse
WASP-35b,False,0.2911,0.1237,0.0,0.0,1.0,True Eclipse
TOI-1266c,False,0.7544,0.0453,0.0401,0.0491,0.9109,True Eclipse
WASP-76b,True,0.116,0.1087,0.0,0.0,1.0,True Eclipse
TOI-640b,False,0.8808,0.0874,0.0084,0.3297,0.6619,True Eclipse
TOI-2567b,False,0.26,0.0594,0.0,0.0002,0.9998,True Eclipse
TOI-7041b,False,0.2097,0.0256,0.0,0.0,1.0,True Eclipse
WASP-14b,True,0.4745,0.0965,0.009,0.0221,0.9689,True Eclipse
WASP-66b,False,0.458,0.0817,0.0042,0.0042,0.9917,True Eclipse
TOI-3629b,False,0.2388,0.126,0.0,0.0,1.0,True Eclipse
WASP-34b,False,0.9891,0.1348,0.0191,0.9508,0.0301,Grazing Eclipse
Kepler-18c,False,0.5584,0.0455,0.006,0.0024,0.9916,True Eclipse
K2-353b,False,0.7222,0.0503,0.1183,0.0863,0.7954,True Eclipse
WASP-6b,True,0.2784,0.145,0.0,0.0,1.0,True Eclipse
TOI-2374b,False,0.6228,0.091,0.0078,0.0241,0.9681,True Eclipse
WASP-189b,True,0.4686,0.0704,0.0,0.0,1.0,True Eclipse
HAT-P-38b,False,0.3554,0.0918,0.0,0.0036,0.9964,True Eclipse
Kepler-109c,False,0.1464,0.0175,0.0018,0.0007,0.9975,True Eclipse
K2-138f,False,0.5484,0.0308,0.0,0.0018,0.9982,True Eclipse
TOI-778b,False,0.7367,0.0825,0.0,0.0068,0.9932,True Eclipse
WASP-64b,True,0.3098,0.1234,0.0,0.0,1.0,True Eclipse
WASP-52b,False,0.5853,0.1652,0.0002,0.0207,0.9791,True Eclipse
WASP-4b,True,0.0503,0.1528,0.0,0.0,1.0,True Eclipse
TOI-4559b,False,0.4404,0.035,0.0521,0.0201,0.9278,True Eclipse
HAT-P-35b,False,0.3484,0.0954,0.0,0.0,1.0,True Eclipse
WASP-139b,False,0.309,0.1028,0.0014,0.0048,0.9937,True Eclipse
TOI-2714b,False,0.3586,0.101,0.0075,0.008,0.9846,True Eclipse
TOI-1601b,False,0.1543,0.0583,0.0,0.0,1.0,True Eclipse
WASP-75b,False,0.8739,0.1036,0.0794,0.3503,0.5703,True Eclipse
CoRoT-11b,False,0.8028,0.107,0.0271,0.1507,0.8222,True Eclipse
TOI-969b,False,0.4631,0.0378,0.0,0.0028,0.9972,True Eclipse
Qatar-2b,False,0.048,0.1621,0.0,0.0,1.0,True Eclipse
TOI-3082b,False,0.3398,0.0489,0.0092,0.0034,0.9874,True Eclipse
Kepler-102e,False,0.6639,0.0306,0.2052,0.0382,0.7566,True Eclipse
LHS1678b,False,0.2176,0.019,0.0,0.0,1.0,True Eclipse
WASP-13b,False,0.5669,0.0915,0.0028,0.0062,0.991,True Eclipse
TOI-1107b,False,0.1688,0.0738,0.0,0.0,1.0,True Eclipse
TOI-2842b,False,0.759,0.0931,0.0243,0.1082,0.8675,True Eclipse
HATS-39b,False,0.6688,0.0993,0.0097,0.0496,0.9407,True Eclipse
GJ3473b,False,0.3208,0.0318,0.0,0.0,1.0,True Eclipse
WASP-168b,False,0.9111,0.1376,0.1221,0.483,0.3949,Grazing Eclipse
HD149026b,True,0.5333,0.0542,0.0027,0.0038,0.9935,True Eclipse
TOI-674b,False,0.6038,0.114,0.0058,0.0188,0.9754,True Eclipse
TOI-172b,False,0.4485,0.0559,0.0122,0.02,0.9678,True Eclipse
GJ9827d,False,0.8708,0.0309,0.1673,0.099,0.7337,True Eclipse
WASP-156b,False,0.2116,0.0685,0.0,0.0,1.0,True Eclipse
HATS-72b,False,0.1476,0.1029,0.0,0.0,1.0,True Eclipse
TOI-1442b,False,0.314,0.0346,0.0,0.0,0.0,False Eclipse
HAT-P-3b,True,0.4965,0.1063,0.0046,0.0051,0.9904,True Eclipse
TOI-2796b,False,0.9142,0.148,0.0,0.0,0.0,False Eclipse
WASP-144b,False,0.4353,0.1078,0.0005,0.0055,0.994,True Eclipse
TOI-1516b,False,0.0255,0.1224,0.0,0.0,1.0,True Eclipse
TOI-1859b,False,1.4026,0.066,0.745,0.0766,0.1784,False Eclipse
TOI-4551b,False,0.332,0.0308,0.0027,0.002,0.9953,True Eclipse
WASP-124b,False,0.5833,0.1249,0.0,0.0,0.0,False Eclipse
HAT-P-40b,True,0.1608,0.0807,0.0,0.0,1.0,True Eclipse
TOI-824b,False,0.7228,0.0387,0.0234,0.0258,0.9508,True Eclipse
Qatar-1b,True,0.631,0.1463,0.0036,0.0294,0.967,True Eclipse
HD260655c,False,0.8977,0.032,0.0082,0.071,0.9208,True Eclipse
TOI-905b,False,0.8266,0.1311,0.0009,0.249,0.7501,True Eclipse
Gaia-1b,False,0.665,0.1327,0.0,0.0,0.0,False Eclipse
TOI-1136c,False,0.1519,0.0272,0.0,0.0,1.0,True Eclipse
TOI-4406b,False,0.9537,0.079,0.0127,0.7488,0.2385,Grazing Eclipse
WASP-101b,True,0.7171,0.1122,0.0117,0.0818,0.9066,True Eclipse
NGTS-9b,False,0.9293,0.08,0.0477,0.5013,0.451,Grazing Eclipse
KELT-16b,False,0.2942,0.107,0.002,0.005,0.993,True Eclipse
TOI-2107b,False,0.0929,0.1335,0.0,0.0,1.0,True Eclipse
HAT-P-6b,True,0.5827,0.0934,0.0048,0.0082,0.987,True Eclipse
TOI-1994b,False,0.5472,0.0545,0.068,0.0491,0.8829,True Eclipse
Gaia-2b,False,0.7671,0.1277,0.0,0.0,0.0,False Eclipse
TOI-2015b,False,0.8008,0.0928,0.0,0.0,1.0,True Eclipse
HATS-12b,False,0.5654,0.063,0.0154,0.0282,0.9564,True Eclipse
TOI-2109b,False,0.734,0.0816,0.014,0.0593,0.9267,True Eclipse
EPIC246851721b,False,0.6304,0.0681,0.0066,0.0111,0.9824,True Eclipse
K2-30b,False,0.7384,0.1302,0.0001,0.0753,0.9245,True Eclipse
K2-287b,False,0.6562,0.0801,0.0,0.0,1.0,True Eclipse
LTT9779b,True,0.8887,0.0455,0.1303,0.1485,0.7212,True Eclipse
TrES-4b,True,0.722,0.1045,0.0145,0.0891,0.8963,True Eclipse
WASP-43b,True,0.6665,0.1588,0.005,0.0672,0.9278,True Eclipse
HD219666b,False,0.831,0.0421,0.0045,0.0289,0.9666,True Eclipse
HAT-P-44b,False,0.1792,0.1343,0.0,0.0,1.0,True Eclipse
Kepler-7b,True,0.5522,0.0829,0.0,0.0054,0.9946,True Eclipse
WASP-192b,False,0.8175,0.0958,0.0561,0.2306,0.7134,True Eclipse
KOI-13b,True,0.2536,0.0874,0.0,0.0,1.0,True Eclipse
TOI-1136b,False,0.7223,0.018,0.0,0.0018,0.9982,True Eclipse
TOI-532b,False,0.3363,0.0877,0.0,0.0018,0.9982,True Eclipse
HATS-70b,False,0.2299,0.074,0.0,0.0,1.0,True Eclipse
WASP-42b,False,0.4218,0.1286,0.0,0.0,1.0,True Eclipse
TOI-2236b,False,0.7625,0.0838,0.0,0.0054,0.9946,True Eclipse
HD73583b,False,0.2298,0.038,0.0,0.0,1.0,True Eclipse
TOI-269b,False,0.821,0.0638,0.2427,0.1281,0.6292,True Eclipse
TOI-3693b,False,0.1747,0.146,0.0,0.0,1.0,True Eclipse
TOI-139b,False,0.3662,0.0321,0.0152,0.0071,0.9778,True Eclipse
TOI-1244b,False,0.4332,0.0301,0.0083,0.0008,0.9909,True Eclipse
TOI-238b,False,0.4215,0.02,0.0201,0.0061,0.9737,True Eclipse
K2-121b,False,0.7624,0.1089,0.1,0.1954,0.7046,True Eclipse
TOI-157b,False,0.7888,0.1133,0.0193,0.151,0.8297,True Eclipse
HAT-P-36b,False,0.4059,0.126,0.0,0.0,1.0,True Eclipse
HAT-P-65b,False,0.4312,0.1045,0.0024,0.0054,0.9923,True Eclipse
TOI-1136d,False,0.2521,0.0438,0.0,0.0,1.0,True Eclipse
KELT-10b,False,0.2043,0.119,0.0,0.004,0.996,True Eclipse
WASP-129b,False,0.5897,0.1062,0.0,0.0,0.0,False Eclipse
WASP-159b,False,0.1754,0.0672,0.0,0.0012,0.9988,True Eclipse
TOI-2818b,False,0.3299,0.114,0.0,0.0038,0.9962,True Eclipse
K2-31b,False,1.0194,0.135,0.3016,0.4532,0.2452,Grazing Eclipse
HIP67522b,False,0.1525,0.0664,0.0,0.002,0.998,True Eclipse
WASP-135b,False,0.7341,0.1392,0.0108,0.1572,0.832,True Eclipse
HATS-5b,False,0.163,0.1076,0.0,0.0,1.0,True Eclipse
TOI-677b,False,1.8071,0.094,1.0,0.0,0.0,False Eclipse
TOI-6008b,False,0.4364,0.0387,0.0026,0.0019,0.9955,True Eclipse
WASP-11b,False,0.0868,0.1282,0.0,0.0,1.0,True Eclipse
K2-417b,False,0.4027,0.0525,0.026,0.021,0.9531,True Eclipse
TOI-4479b,False,0.4745,0.062,0.0587,0.0414,0.8999,True Eclipse
HAT-P-63b,False,0.2428,0.1191,0.0,0.0,1.0,True Eclipse
TOI-1180b,False,0.4694,0.0375,0.0127,0.0119,0.9754,True Eclipse
Kepler-450b,False,0.4471,0.0354,0.0342,0.0156,0.9501,True Eclipse
TOI-125b,False,0.2107,0.0295,0.0,0.0,1.0,True Eclipse
WASP-50b,False,0.6876,0.1404,0.0,0.009,0.991,True Eclipse
HD209458b,True,0.4977,0.12,0.0,0.0037,0.9963,True Eclipse
HD110067f,False,0.3231,0.0303,0.0,0.0,1.0,True Eclipse
TOI-163b,False,0.3507,0.0908,0.0,0.0022,0.9978,True Eclipse
WASP-153b,False,0.5955,0.092,0.0071,0.0157,0.9773,True Eclipse
HAT-P-46b,False,0.6553,0.0942,0.0197,0.1046,0.8757,True Eclipse
HATS-64b,False,0.2986,0.0817,0.0,0.001,0.999,True Eclipse
WASP-10b,True,0.5634,0.1697,0.0,0.0095,0.9905,True Eclipse
WASP-160Bb,False,0.1966,0.129,0.0,0.0024,0.9976,True Eclipse
Qatar-4b,False,0.3067,0.1379,0.0045,0.0059,0.9896,True Eclipse
TOI-2000c,False,0.6109,0.0658,0.0,0.0005,0.9995,True Eclipse
TOI-1260d,False,0.5193,0.0425,0.0031,0.0029,0.994,True Eclipse
L98-59b,False,0.594,0.0251,0.0728,0.0218,0.9053,True Eclipse
LTT1445Ac,False,0.9154,0.0396,0.236,0.1628,0.6012,True Eclipse
HATS-55b,False,0.6482,0.1141,0.0044,0.0249,0.9708,True Eclipse
WASP-105b,False,0.0862,0.1096,0.0,0.0,1.0,True Eclipse
XO-2Nb,True,0.1922,0.1051,0.0,0.0,0.0,False Eclipse
TOI-954b,False,0.5161,0.0462,0.013,0.015,0.972,True Eclipse
Qatar-8b,False,0.1059,0.1005,0.0,0.0,1.0,True Eclipse
TOI-125c,False,0.5428,0.0298,0.005,0.0023,0.9928,True Eclipse
TOI-178d,False,0.4681,0.0362,0.0027,0.0021,0.9952,True Eclipse
KELT-24b,False,0.0759,0.087,0.0,0.0,1.0,True Eclipse
TOI-2076d,False,0.7656,0.038,0.036,0.0348,0.9293,True Eclipse
TOI-1937Ab,False,0.8477,0.1187,0.0468,0.33,0.6232,True Eclipse
WASP-116b,False,0.0637,0.0881,0.0,0.0,1.0,True Eclipse
GJ9827b,False,0.4732,0.0242,0.0086,0.0008,0.9906,True Eclipse
TOI-406c,False,0.7303,0.0297,0.0093,0.0101,0.9806,True Eclipse
HATS-27b,False,0.332,0.0895,0.0056,0.003,0.9914,True Eclipse
TOI-858Bb,False,0.3886,0.0986,0.0,0.0034,0.9966,True Eclipse
HAT-P-2b,True,0.3551,0.0723,0.0,0.0,1.0,True Eclipse
K2-129b,False,0.4895,0.0266,0.056,0.0177,0.9264,True Eclipse
WASP-167b,False,0.7516,0.0907,0.0227,0.0904,0.887,True Eclipse
HAT-P-22b,False,0.464,0.1065,0.0,0.0,1.0,True Eclipse
TOI-3785b,False,0.6492,0.0962,0.0,0.0005,0.9995,True Eclipse
WASP-90b,False,0.8109,0.0846,0.0534,0.1679,0.7786,True Eclipse
TOI-5126b,False,0.22,0.035,0.0,0.0,1.0,True Eclipse
K2-33b,False,0.1726,0.0432,0.0,0.0,1.0,True Eclipse
KELT-7b,True,0.5799,0.091,0.0054,0.0042,0.9904,True Eclipse
TOI-2120b,False,0.7251,0.0796,0.0409,0.1492,0.8099,True Eclipse
TOI-2005b,False,0.5522,0.0511,0.1713,0.0439,0.7848,True Eclipse
WASP-44b,False,0.5128,0.1248,0.005,0.0098,0.9852,True Eclipse
HD3167b,False,0.1857,0.0171,0.0,0.0,1.0,True Eclipse
TOI-421c,False,0.9413,0.0542,0.0736,0.4024,0.524,True Eclipse
TOI-2328b,False,0.7243,0.102,0.0,0.0079,0.9921,True Eclipse
WASP-113b,False,0.4769,0.09,0.0084,0.0115,0.98,True Eclipse
TOI-1798.01,False,0.2534,0.0276,0.0075,0.0006,0.9918,True Eclipse
TOI-2977b,False,0.1016,0.1124,0.0,0.0,1.0,True Eclipse
K2-34b,False,0.8324,0.0905,0.0603,0.2161,0.7236,True Eclipse
TOI-451c,False,0.138,0.0324,0.0,0.0,1.0,True Eclipse
V1298Taub,False,0.3261,0.0713,0.0034,0.0039,0.9927,True Eclipse
WASP-81b,False,0.1453,0.1145,0.0,0.0,0.0,False Eclipse
TOI-3493b,False,0.1812,0.024,0.0,0.0,0.0,False Eclipse
TOI-1411b,False,0.2389,0.0179,0.0,0.0,1.0,True Eclipse
TrES-5b,False,0.5904,0.143,0.0023,0.0195,0.9782,True Eclipse
HD101581c,False,0.6871,0.0144,0.0257,0.0079,0.9664,True Eclipse
TOI-1064c,False,0.7791,0.0335,0.0014,0.0055,0.993,True Eclipse
G9-40b,False,0.5009,0.0575,0.0003,0.0045,0.9952,True Eclipse
HAT-P-28b,False,0.2942,0.113,0.0,0.0018,0.9982,True Eclipse
HATS-29b,False,0.4834,0.1201,0.0,0.0077,0.9923,True Eclipse
TOI-2443b,False,0.1276,0.0344,0.0,0.0,1.0,True Eclipse
HIP116454b,False,0.5112,0.0298,0.049,0.0221,0.9289,True Eclipse
WASP-106b,False,0.4004,0.0756,0.0,0.0025,0.9975,True Eclipse
TOI-216.02,False,0.9044,0.0833,0.0134,0.419,0.5676,True Eclipse
TOI-1470b,False,0.5755,0.0426,0.0046,0.0025,0.9928,True Eclipse
HD109833b,False,0.6446,0.0265,0.1426,0.0319,0.8254,True Eclipse
WASP-133b,False,0.247,0.0863,0.0,0.0,0.0,False Eclipse
WASP-88b,False,0.227,0.084,0.002,0.0033,0.9947,True Eclipse
TOI-1184b,False,0.6624,0.0317,0.0406,0.0284,0.931,True Eclipse
TOI-270c,False,0.2899,0.057,0.0,0.0,1.0,True Eclipse
HAT-P-52b,False,0.4418,0.1161,0.0052,0.0052,0.9897,True Eclipse
Kepler-63b,False,0.4809,0.0592,0.0479,0.0362,0.9159,True Eclipse
WASP-7b,False,0.1028,0.0764,0.0,0.0,1.0,True Eclipse
HD108236d,False,0.3743,0.028,0.0085,0.0007,0.9908,True Eclipse
HIP67522c,False,0.3466,0.0528,0.0967,0.0348,0.8685,True Eclipse
piMenc,False,0.5779,0.017,0.0058,0.0012,0.993,True Eclipse
KELT-8b,False,0.7544,0.1145,0.005,0.1021,0.893,True Eclipse
TOI-4145Ab,False,0.7867,0.142,0.0187,0.2146,0.7667,True Eclipse
L98-59c,False,0.5811,0.0409,0.0046,0.0028,0.9926,True Eclipse
GJ806b,False,0.278,0.0294,0.0,0.0,1.0,True Eclipse
TOI-1811b,False,0.7614,0.1327,0.0,0.0212,0.9788,True Eclipse
TOI-1775b,False,0.1947,0.089,0.0006,0.0039,0.9955,True Eclipse
HAT-P-26b,False,0.3231,0.0737,0.0,0.0,1.0,True Eclipse
WASP-8b,True,0.3177,0.113,0.0,0.0,1.0,True Eclipse
TOI-620b,False,0.7181,0.0627,0.0084,0.0192,0.9724,True Eclipse
TOI-5143c,False,0.9527,0.175,0.089,0.675,0.2359,Grazing Eclipse
HD106315c,False,0.6892,0.0309,0.1512,0.0379,0.811,True Eclipse
GJ1214b,True,0.2693,0.1159,0.0,0.0,1.0,True Eclipse
HATS-40b,False,0.3168,0.0716,0.0045,0.0024,0.993,True Eclipse
WASP-138b,False,0.2052,0.0824,0.0,0.0005,0.9995,True Eclipse
WASP-56b,False,0.2607,0.101,0.0,0.0,1.0,True Eclipse
HAT-P-42b,False,0.5665,0.086,0.0188,0.0432,0.938,True Eclipse
HAT-P-20b,False,0.6165,0.155,0.0,0.0023,0.9977,True Eclipse
HATS-22b,False,0.5678,0.1426,0.0,0.0,1.0,True Eclipse
TOI-3364b,False,0.2051,0.079,0.0,0.0025,0.9975,True Eclipse
TOI-1416b,False,0.3611,0.0187,0.0076,0.0006,0.9918,True Eclipse
NGTS-2b,False,0.203,0.0962,0.0,0.0019,0.9981,True Eclipse
TOI-1294b,False,0.8354,0.0596,0.0782,0.1448,0.7771,True Eclipse
K2-39b,False,0.504,0.0192,0.0422,0.0114,0.9464,True Eclipse
K2-329b,False,0.37,0.0968,0.0,0.0,1.0,True Eclipse
CoRoT-2b,True,0.2259,0.1663,0.0,0.0,1.0,True Eclipse
HAT-P-5b,False,0.4033,0.1106,0.0,0.0036,0.9964,True Eclipse
WASP-15b,False,0.506,0.0984,0.0,0.0064,0.9936,True Eclipse
HAT-P-12b,True,0.1931,0.1406,0.0,0.0,1.0,True Eclipse
MASCARA-1b,True,0.1134,0.0788,0.0,0.0,1.0,True Eclipse
HD110082b,False,0.6642,0.025,0.1789,0.0317,0.7894,True Eclipse
TOI-270b,False,0.2008,0.0292,0.0,0.0,1.0,True Eclipse
HATS-1b,False,0.6589,0.1288,0.0068,0.0909,0.9024,True Eclipse
HAT-P-21b,False,0.3826,0.095,0.0,0.0,1.0,True Eclipse
LHS1478b,False,0.704,0.0462,0.0124,0.0231,0.9645,True Eclipse
TOI-2445b,False,0.2574,0.0424,0.0,0.0,0.0,False Eclipse
TOI-4641b,False,0.7666,0.042,0.0388,0.0416,0.9197,True Eclipse
WASP-23b,False,0.2939,0.1292,0.0014,0.0046,0.994,True Eclipse
WASP-102b,False,0.1006,0.0997,0.0,0.0,1.0,True Eclipse
WASP-21b,False,0.5052,0.1028,0.0,0.0064,0.9936,True Eclipse
WASP-16b,False,0.7651,0.11,0.0304,0.164,0.8055,True Eclipse
WASP-29b,True,0.2595,0.1002,0.0,0.0,1.0,True Eclipse
WASP-36b,True,0.6813,0.1368,0.0072,0.0651,0.9277,True Eclipse
HAT-P-17b,False,0.2495,0.1238,0.0,0.0,1.0,True Eclipse
HAT-P-58b,False,0.5184,0.0895,0.0,0.0056,0.9944,True Eclipse
TOI-1450Ab,False,0.7122,0.0214,0.0,0.0,0.0,False Eclipse
HD191939c,False,0.6142,0.0312,0.0,0.0,1.0,True Eclipse
DSTucAb,False,0.179,0.0542,0.0,0.0,1.0,True Eclipse
TOI-942b,False,0.2374,0.0425,0.0007,0.0021,0.9972,True Eclipse
GJ9827c,False,0.4475,0.019,0.0086,0.0006,0.9908,True Eclipse
TOI-904b,False,0.65,0.039,0.2272,0.0422,0.7306,True Eclipse
WASP-41b,False,0.0978,0.1362,0.0,0.0,1.0,True Eclipse
WASP-78b,True,0.4878,0.0901,0.0008,0.0061,0.9932,True Eclipse
WASP-49b,False,0.7495,0.1186,0.0167,0.1223,0.861,True Eclipse
HAT-P-8b,True,0.2761,0.0953,0.0055,0.0031,0.9914,True Eclipse
TOI-776c,False,0.3669,0.0344,0.0054,0.0018,0.9928,True Eclipse
GJ436b,True,0.7128,0.0827,0.0,0.0,0.0,False Eclipse
HAT-P-11b,True,0.2265,0.059,0.0,0.0,1.0,True Eclipse
HD97658b,False,0.2425,0.0306,0.0,0.0,1.0,True Eclipse
K2-18b,False,0.7373,0.0538,0.3008,0.0626,0.6366,True Eclipse
WASP-57b,False,0.3292,0.1126,0.0,0.0,1.0,True Eclipse
HAT-P-49b,False,0.3171,0.0792,0.0051,0.0028,0.9922,True Eclipse
WASP-73b,False,0.2672,0.057,0.0022,0.0024,0.9953,True Eclipse
WASP-95b,False,0.2022,0.1028,0.0006,0.0043,0.9951,True Eclipse
WASP-98b,False,0.6771,0.1582,0.0039,0.0697,0.9264,True Eclipse
HAT-P-45b,False,0.2806,0.111,0.0,0.0,1.0,True Eclipse
WASP-117b,False,0.1865,0.0897,0.0,0.0,1.0,True Eclipse
WASP-70Ab,False,0.4199,0.0984,0.0083,0.0089,0.9828,True Eclipse
HAT-P-27b,False,0.8437,0.12,0.0473,0.3252,0.6275,True Eclipse
NGTS-11b,False,0.7941,0.101,0.1415,0.2089,0.6496,True Eclipse
WASP-77Ab,True,0.1149,0.1335,0.0,0.0,1.0,True Eclipse
TOI-421b,False,1.1267,0.0285,0.7632,0.1073,0.1295,False Eclipse
WASP-22b,False,0.1281,0.1019,0.0,0.0,1.0,True Eclipse
WASP-126b,False,0.2722,0.0777,0.0,0.0,0.0,False Eclipse
HATS-26b,False,0.3149,0.0879,0.0035,0.0038,0.9927,True Eclipse
WASP-119b,False,0.5206,0.1199,0.0,0.0,0.0,False Eclipse
HAT-P-66b,False,0.3018,0.0872,0.0017,0.0043,0.994,True Eclipse
WASP-132b,False,0.1801,0.1222,0.0,0.0,1.0,True Eclipse
WASP-142b,False,0.754,0.0959,0.0207,0.1001,0.8792,True Eclipse
XO-6b,False,0.6184,0.11,0.004,0.0192,0.9767,True Eclipse
TOI-5799b,False,0.4697,0.045,0.0601,0.0294,0.9105,True Eclipse
TOI-6478b,False,0.1786,0.1803,0.0,0.0,1.0,True Eclipse
TOI-561b,False,0.0952,0.0151,0.0,0.0,1.0,True Eclipse
HAT-P-69b,False,0.3324,0.087,0.0,0.0,1.0,True Eclipse
TOI-6628b,False,0.3576,0.1,0.0,0.0,1.0,True Eclipse
HAT-P-68b,False,0.2088,0.1644,0.0,0.0,1.0,True Eclipse
WASP-24b,True,0.6376,0.0999,0.0067,0.0219,0.9714,True Eclipse
HATS-7b,False,0.3486,0.0711,0.0053,0.0024,0.9923,True Eclipse
HATS-42b,False,0.4156,0.0976,0.0091,0.0132,0.9778,True Eclipse
WASP-145Ab,False,0.9606,0.136,0.2615,0.3772,0.3613,Grazing Eclipse
WASP-165b,False,0.5115,0.0738,0.0384,0.0441,0.9176,True Eclipse
HATS-61b,False,0.4937,0.0738,0.0,0.003,0.997,True Eclipse
WASP-183b,False,0.8729,0.1734,0.0888,0.4917,0.4195,Grazing Eclipse
L98-59d,False,0.9046,0.0448,0.042,0.217,0.741,True Eclipse
TOI-270d,False,0.1847,0.0516,0.0,0.0,1.0,True Eclipse
HATS-56b,False,0.6772,0.0789,0.0091,0.0306,0.9602,True Eclipse
WASP-171b,False,0.2067,0.0615,0.0,0.0015,0.9985,True Eclipse
HD28109d,False,0.3238,0.02,0.0009,0.0012,0.9979,True Eclipse
WASP-164b,False,0.8049,0.1242,0.0276,0.2072,0.7651,True Eclipse
HAT-P-59b,False,0.8151,0.1045,0.0351,0.1837,0.7812,True Eclipse
TOI-122b,False,0.6898,0.075,0.1035,0.1034,0.7931,True Eclipse
HD235088b,False,0.4091,0.0238,0.0,0.0,1.0,True Eclipse
LTT3780c,False,0.7732,0.0579,0.0025,0.0069,0.9906,True Eclipse
WASP-180Ab,False,0.2815,0.1071,0.0,0.0,1.0,True Eclipse
WASP-176b,False,0.3281,0.0803,0.0025,0.0034,0.9941,True Eclipse
TOI-1728b,False,0.4078,0.074,0.0,0.0,1.0,True Eclipse
TOI-1266b,False,0.5441,0.0545,0.0,0.0,1.0,True Eclipse
NGTS-13b,False,0.1738,0.0656,0.0,0.0,1.0,True Eclipse
WASP-163b,False,0.4245,0.119,0.0016,0.006,0.9924,True Eclipse
HATS-31b,False,0.4595,0.0908,0.0143,0.037,0.9487,True Eclipse
WASP-3b,True,0.5151,0.1058,0.0,0.0,1.0,True Eclipse
HATS-37Ab,False,0.1388,0.0707,0.0,0.0,1.0,True Eclipse
Kepler-1658b,True,0.9319,0.0369,0.0337,0.2671,0.6991,True Eclipse
TOI-628b,False,0.203,0.0811,0.0,0.0,1.0,True Eclipse
WASP-131b,True,0.7208,0.0807,0.012,0.0547,0.9333,True Eclipse
WASP-188b,False,0.5946,0.0742,0.0043,0.0053,0.9904,True Eclipse
TOI-540b,False,0.746,0.0436,0.0465,0.054,0.8994,True Eclipse
GJ1252b,False,0.4265,0.0277,0.0324,0.0116,0.956,True Eclipse
K2-24c,False,0.4374,0.0615,0.0096,0.0144,0.976,True Eclipse
K2-52b,False,0.2975,0.075,0.006,0.0024,0.9916,True Eclipse
K2-32d,False,0.4765,0.037,0.0,0.0,1.0,True Eclipse
K2-289b,False,0.5823,0.081,0.0043,0.0045,0.9913,True Eclipse
K2-55b,False,0.3374,0.0561,0.005,0.0027,0.9923,True Eclipse
TOI-672b,False,0.4092,0.0885,0.0095,0.0163,0.9742,True Eclipse
KELT-3b,True,0.5913,0.0939,0.0067,0.0124,0.9809,True Eclipse
TOI-2134b,False,0.2411,0.0348,0.0,0.0,1.0,True Eclipse
HATS-38b,False,0.4605,0.057,0.0,0.0011,0.9989,True Eclipse
TOI-1759b,False,0.4693,0.049,0.0566,0.0303,0.9131,True Eclipse
HAT-P-4b,True,0.0164,0.082,0.0,0.0,1.0,True Eclipse
WASP-87b,True,0.5843,0.0875,0.0061,0.008,0.9859,True Eclipse
KPS-1b,False,0.7291,0.1143,0.0233,0.1428,0.8339,True Eclipse
K2-79b,False,0.6454,0.0297,0.0227,0.0148,0.9625,True Eclipse
KELT-23Ab,False,0.5579,0.1365,0.0007,0.0126,0.9867,True Eclipse
TOI-2421b,False,0.4136,0.0543,0.002,0.0029,0.995,True Eclipse
WASP-140b,False,0.9214,0.1701,0.0092,0.7819,0.2089,Grazing Eclipse
TOI-1333b,False,0.5584,0.0745,0.0056,0.0122,0.9822,True Eclipse
Wolf503b,False,1.4234,0.0279,0.9631,0.0175,0.0194,False Eclipse
HAT-P-30b,True,0.8151,0.1134,0.0,0.1253,0.8747,True Eclipse
TOI-6695b,False,0.0004,0.0576,0.0,0.0,0.0,False Eclipse
WASP-104b,True,0.7042,0.1213,0.0083,0.075,0.9167,True Eclipse
K2-370b,False,0.9907,0.0302,0.4602,0.063,0.4767,True Eclipse
K2-87b,False,0.549,0.05,0.0033,0.0036,0.993,True Eclipse
KELT-9b,True,0.1688,0.0823,0.0,0.0,1.0,True Eclipse
TOI-2154b,False,0.9255,0.1069,0.0666,0.5468,0.3866,Grazing Eclipse
HD2685b,False,0.1035,0.0947,0.0,0.0,1.0,True Eclipse
