Planet,Dataset,eclipse_observed,b_occ_median,b_occ_16,b_occ_84,b_occ_std,b_occ_err_lower,b_occ_err_upper,k_rp_rs,one_plus_k,tier,tier_label,acceptance_fraction,Star Name,Star Temperature [K],Star H Mag,Star J Mag,Planet Period [days],Eccentricity,Inclination,Impact Parameter,Transit Depth [%],Planet Radius [Rjup],Planet Radius [Re],observed_flag
TOI-4254.01,TPC,,-0.0012291253692422,-0.0208205038101192,0.0177389775644338,0.0201289932742159,0.019591378440877,0.018968102933676,0.063704185,1.063704185,1,Premium (non-grazing),0.4951354166666667,TOI-4254,6416.0,11.571,11.806,1.1462769,0,90,0,0.405822322,1.313315865,14.72093222,False
TOI-426.01,TPC,,0.0005546117879358,-0.0417462486268325,0.0408912757670014,0.0435767291619297,0.0423008604147683,0.0403366639790655,0.021666881,1.021666881,1,Premium (non-grazing),0.49834375,TOI-426,5731.0,8.769,8.995,1.3205037,0,90,0,0.046945375,0.208579399,2.337962461,False
TOI-4262.01,TPC,,-0.0021491822420899,-0.096626370153103,0.0945271311617746,0.0998954562642474,0.094477187911013,0.0966763134038646,0.085726829,1.085726829,1,Premium (non-grazing),0.4976145833333333,TOI-4262,6613.0,10.333,10.653,5.9977892,0,90,0,0.734908923,1.072833723,12.02537253,False
TOI-4264.01,TPC,,0.0009330970792812,-0.068546057889985,0.0751052620555912,0.0757516804133949,0.0694791549692663,0.0741721649763099,0.08821611,1.08821611,1,Premium (non-grazing),0.49496875,TOI-4264,7606.3,11.355,11.504,3.1580472,0,90,0,0.778208214,0.867029423,9.718516099,False
TOI-4266.01,TPC,,0.0003889943522979,-0.0185284552940953,0.0190739349452247,0.019826789716953,0.0189174496463933,0.0186849405929268,0.080311892,1.080311892,1,Premium (non-grazing),0.49753125,TOI-4266,6574.0,12.156,12.559,0.8118585,0,90,0,0.645,1.539609705,17.25745552,False
TOI-4272.01,TPC,,0.000920493259036,-0.0505424195953201,0.0525662544250972,0.0536861194243892,0.0514629128543562,0.0516457611660611,0.097005155,1.097005155,1,Premium (non-grazing),0.4931458333333333,TOI-4272,6307.0,11.966,12.215,2.7302636,0,90,0,0.941,1.310535979,14.68977254,False
TOI-4273.01,TPC,,-0.000459827067464,-0.0356184661160694,0.0344584293234832,0.0370135824298951,0.0351586390486053,0.0349182563909473,0.105640901,1.105640901,1,Premium (non-grazing),0.4968541666666666,TOI-4273,6728.0,12.316,12.525,2.9346956,0,90,0,1.116,2.290690508,25.67630577,False
TOI-4274.01,TPC,,1.3106605741971403e-05,-0.0152134087415799,0.0152922770247494,0.0161254474925909,0.0152265153473219,0.0152791704190074,0.120954537,1.120954537,1,Premium (non-grazing),0.4974791666666667,TOI-4274,8878.0,12.492,12.708,0.4459299,0,90,0,1.463,2.002241987,22.44309185,False
TOI-4276.01,TPC,,0.0008749917058588,-0.193911003360694,0.1932686149345855,0.2041420291037318,0.1947859950665529,0.1923936232287267,0.071180062,1.071180062,1,Premium (non-grazing),0.5005312500000001,TOI-4276,4983.0,10.558,11.071,11.851162,0,90,0,0.506660123,0.567179214,6.357500883,False
TOI-4283.01,TPC,,0.0001702980164293,-0.05874305585488,0.0566914743077479,0.0615971098804191,0.0589133538713094,0.0565211762913185,0.116876003,1.116876003,1,Premium (non-grazing),0.4995937499999999,TOI-4283,6838.0,10.525,10.713,3.0131053,0,90,0,1.366,1.588225581,17.80238993,False
TOI-4287.01,TPC,,-5.521366318162558e-05,-0.051558372214758,0.0531617316796279,0.054257263476877,0.0515031585515764,0.0532169453428095,0.075762788,1.075762788,1,Premium (non-grazing),0.4990208333333333,TOI-4287,6387.0,11.705,11.938,4.2337624,0,90,0,0.574,1.374923011,15.41148554,False
TOI-4289.01,TPC,,-5.159706165580331e-05,-0.0346746272518046,0.0332449473436899,0.0352241718549801,0.0346230301901488,0.0332965444053457,0.082583291,1.082583291,1,Premium (non-grazing),0.4955729166666667,TOI-4289,6025.0,10.714,11.101,2.9757428,0,90,0,0.682,1.748926325,19.60368148,False
TOI-4293.01,TPC,,0.0006627932960703,-0.044497174193519,0.0444518826141914,0.0465104647439754,0.0451599674895894,0.043789089318121,0.133191591,1.133191591,1,Premium (non-grazing),0.4959479166666667,TOI-4293,5705.0,11.697,11.939,1.6242109,0,90,0,1.774,1.379616789,15.464098,False
TOI-4324.01,TPC,,-0.0050228780702696,-0.218609336762652,0.2131218431886824,0.2233640330988625,0.2135864586923823,0.2181447212589521,0.027751028,1.027751028,1,Premium (non-grazing),0.4944895833333333,TOI-4324,3479.0,7.723,8.298,6.2509468,0,90,0,0.077011956,0.106776825,1.196859375,False
TOI-4331.01,TPC,,-0.0009187823585121,-0.0331616100477465,0.0312441443595958,0.0336644116899859,0.0322428276892343,0.032162926718108,0.029325757,1.029325757,1,Premium (non-grazing),0.49740625,TOI-4331,5992.0,9.223,9.564,2.9034242,0,90,0,0.086,0.642464422,7.201371329,False
TOI-4340.01,TPC,,-0.0025732225374489,-0.0524690718916486,0.0468602250932866,0.0518250498264135,0.0498958493541996,0.0494334476307355,0.024083189,1.024083189,1,Premium (non-grazing),0.4990937499999999,TOI-4340,6406.0,9.313,9.531,2.6680587,0,90,0,0.058,0.337069126,3.778201342,False
TOI-435.01,TPC,,0.0036275384870211,-0.095012719999268,0.0956986275345104,0.10048467619726,0.0986402584862891,0.0920710890474893,0.064847483,1.064847483,1,Premium (non-grazing),0.4979791666666667,TOI-435,4040.0,11.101,11.746,3.352907,0,90,0,0.42051961,0.424584682,4.759161517,False
TOI-4365.01,TPC,,0.0010300247022458,-0.0557583027312839,0.0603442381202749,0.0607308623963586,0.0567883274335297,0.0593142134180291,0.031622777,1.031622777,1,Premium (non-grazing),0.4975,TOI-4365,6311.0,9.509,9.775,3.3784254,0,90,0,0.1,0.434715654,4.872719387,False
TOI-4367.01,TPC,,0.0031547812008352,-0.0628940040109065,0.0687863635119382,0.0693714056997568,0.0660487852117417,0.065631582311103,0.028407745,1.028407745,1,Premium (non-grazing),0.4968333333333333,TOI-4367,5354.0,8.414,8.785,2.5025812,0,90,0,0.0807,0.252394399,2.82908395,False
TOI-4372.01,TPC,,-0.0011436994915908,-0.074763248160857,0.0753577256183102,0.0775430019199494,0.0736195486692662,0.0765014251099011,0.028757608,1.028757608,1,Premium (non-grazing),0.4976979166666667,TOI-4372,5496.0,9.346,9.723,3.2751914,0,90,0,0.0827,0.28705085,3.217547445,False
TOI-4373.01,TPC,,0.0014104323512504,-0.0846375725182832,0.0849380798824828,0.0894026784303722,0.0860480048695337,0.0835276475312323,0.034496377,1.034496377,1,Premium (non-grazing),0.4946145833333333,TOI-4373,7824.0,9.356,9.473,5.9423119,0,90,0,0.119,0.545794553,6.11780063,False
TOI-438.01,TPC,,-0.0066189238476157,-0.1345970088683184,0.1268321548529308,0.137052788985966,0.1279780850207026,0.1334510787005466,0.030944695,1.030944695,1,Premium (non-grazing),0.4933958333333333,TOI-438,5210.75,8.305,8.688,5.8123508,0,90,0,0.095757417,0.239955448,2.689655991,False
TOI-4380.01,TPC,,0.000466971674934,-0.0399832063687936,0.0393340189957852,0.0416678645047233,0.0404501780437276,0.0388670473208512,0.045693669,1.045693669,1,Premium (non-grazing),0.4938854166666666,TOI-4380,5780.0,10.585,10.714,1.3290008,0,90,0,0.208791138,0.464188815,5.203083486,False
TOI-4381.01,TPC,,-0.0005695319770555,-0.0530292596513949,0.0499568261708726,0.0544274843943543,0.0524597276743393,0.0505263581479282,0.19830408,1.19830408,1,Premium (non-grazing),0.499125,TOI-4381,5377.0,11.132,11.549,1.4974223,0,90,0,3.93245082,1.623013577,18.19232791,False
TOI-4382.01,TPC,,-0.000276550634568,-0.1232319146608265,0.123492302405346,0.1300797696796304,0.1229553640262584,0.1237688530399141,0.025365249,1.025365249,1,Premium (non-grazing),0.4945729166666666,TOI-4382,6255.0,8.498,8.765,10.6895417,0,90,0,0.064339584,0.359083156,4.024956175,False
TOI-4384.01,TPC,,-0.004498281539125,-0.1572571435045226,0.1480129331934187,0.1598765891922163,0.1527588619653975,0.1525112147325438,0.040607881,1.040607881,1,Premium (non-grazing),0.4975833333333333,TOI-4384,7596.0,9.26,9.361,14.3171998,0,90,0,0.1649,0.637498622,7.145709769,False
TOI-4385.01,TPC,,0.0026634251121647,-0.0577616711546005,0.0647101052838824,0.0645549617849074,0.0604250962667652,0.0620466801717176,0.049703515,1.049703515,1,Premium (non-grazing),0.4985104166666667,TOI-4385,6840.0,9.913,10.103,9.2172172,0,90,0,0.247043944,1.336857102,14.98480549,False
TOI-4386.01,TPC,,-0.0002949870553174,-0.0391878595187156,0.0389451713710622,0.0407673060067044,0.0388928724633982,0.0392401584263797,0.028653098,1.028653098,1,Premium (non-grazing),0.4976041666666666,TOI-4386,8127.0,9.414,9.547,2.0134389,0,90,0,0.0821,0.48816063,5.471783096,False
TOI-4387.01,TPC,,-6.77603969356319e-05,-0.0383155065223833,0.0365897088090538,0.0396055578182298,0.0382477461254477,0.0366574692059894,0.067047863,1.067047863,1,Premium (non-grazing),0.4993229166666666,TOI-4387,7042.0,10.225,10.405,3.562038,0,90,0,0.449541587,1.584959356,17.76577888,False
TOI-4388.01,TPC,,0.0004554710515209,-0.0836286908307037,0.0824147009020026,0.087821357517535,0.0840841618822246,0.0819592298504817,0.055330965,1.055330965,1,Premium (non-grazing),0.4986145833333333,TOI-4388,5225.05,10.65,11.111,4.4742339,0,90,0,0.306151571,0.561651697,6.295543049,False
TOI-4392.01,TPC,,0.0010638537607161,-0.0405759741306157,0.0423065099544619,0.0433154665358795,0.0416398278913318,0.0412426561937458,0.023874673,1.023874673,1,Premium (non-grazing),0.4973645833333333,TOI-4392,7030.0,8.602,8.767,3.9693722,0,90,0,0.057,0.563409898,6.315250695,False
TOI-4393.01,TPC,,-0.000605435743709,-0.0310925931140563,0.029851183017755,0.0318895804668108,0.0304871573703472,0.030456618761464,0.029664794,1.029664794,1,Premium (non-grazing),0.4959583333333333,TOI-4393,5958.0,9.544,9.805,2.2676081,0,90,0,0.088,0.578673532,6.486340472,False
TOI-4395.01,TPC,,-0.0005619384405332,-0.0369795813938399,0.0342400569017163,0.0372084493260059,0.0364176429533067,0.0348019953422495,0.029478806,1.029478806,1,Premium (non-grazing),0.4991979166666667,TOI-4395,9505.0,8.805,8.828,3.7590079,0,90,0,0.0869,0.899197703,10.07908972,False
TOI-4400.01,TPC,,0.0003339893946181,-0.0753246993262743,0.0794849705512731,0.0818653631366259,0.0756586887208925,0.079150981156655,0.107096949,1.107096949,1,Premium (non-grazing),0.4945208333333333,TOI-4400,5672.0,11.04,11.329,7.0642486,0,90,0,1.146975644,1.704616634,19.10701501,False
TOI-4409.01,TPC,,-0.015659803618172,-0.6386486177511257,0.6294636186354295,0.5625733401366528,0.6229888141329536,0.6451234222536016,0.107180107,1.107180107,1,Premium (non-grazing),0.4637395833333333,TOI-4409,4937.0,10.546,11.04,92.4918048,0,90,0,1.148757528,0.763474558,8.557771611,False
TOI-4412.01,TPC,,0.0004567005901821,-0.0306931983256363,0.0308220686928587,0.0317519823894056,0.0311498989158184,0.0303653681026765,0.035818989,1.035818989,1,Premium (non-grazing),0.4992499999999999,TOI-4412,6849.0,9.603,9.744,2.0340967,0,90,0,0.1283,0.714273193,8.006274461,False
TOI-4416.01,TPC,,-0.0005507504920998,-0.0813372757494357,0.0813344799264589,0.0856734743092942,0.0807865252573359,0.0818852304185587,0.074899933,1.074899933,1,Premium (non-grazing),0.4989166666666667,TOI-4416,6238.0,8.733,8.958,9.3305377,0,90,0,0.561,1.428542599,16.01250646,False
TOI-4417.01,TPC,,0.0038601751103339,-0.1165697315335214,0.1273151899773789,0.1295705772975153,0.1204299066438554,0.1234550148670449,0.035355339,1.035355339,1,Premium (non-grazing),0.4975729166666667,TOI-4417,4846.0,8.045,8.532,5.2574854,0,90,0,0.125,0.262772483,2.945411696,False
TOI-4418.02,TPC,,-0.0077080151614505,-0.3522398996174077,0.3446466944092797,0.3520477941160257,0.3445318844559572,0.3523547095707302,0.037815341,1.037815341,1,Premium (non-grazing),0.4951875,TOI-4418,5343.0,9.002,9.381,25.7086236,0,90,0,0.143,0.300888687,3.372655494,False
TOI-4422.01,TPC,,-0.0001640603902438,-0.0679873999239893,0.0665993412371653,0.0709351224774786,0.0678233395337454,0.0667634016274092,0.094239058,1.094239058,1,Premium (non-grazing),0.4982708333333333,TOI-4422,7995.0,9.432,9.553,4.90826,0,90,0,0.8881,1.679458265,18.82501533,False
TOI-4425.01,TPC,,-0.0033429117902529,-0.0842708701393129,0.0764753921221418,0.083665911268948,0.08092795834906,0.0798183039123947,0.072651192,1.072651192,1,Premium (non-grazing),0.4966041666666666,TOI-4425,6468.0,8.393,8.731,5.412802,0,90,0,0.527819576,1.041834427,11.67790202,False
TOI-4427.01,TPC,,-0.0034258896403044,-0.1068802094559198,0.1007015926775835,0.1088469071145096,0.1034543198156154,0.1041274823178879,0.14243461,1.14243461,1,Premium (non-grazing),0.4971770833333333,TOI-4427,5328.0,10.237,10.624,4.6182631,0,90,0,2.028761827,1.232503991,13.81511349,False
TOI-4429.01,TPC,,0.0004381631477352,-0.0738733266389658,0.0723300173102843,0.077635142088882,0.074311489786701,0.071891854162549,0.122656615,1.122656615,1,Premium (non-grazing),0.4972395833333333,TOI-4429,5402.0,11.776,12.123,3.4505658,0,90,0,1.504464532,1.244927343,13.9543666,False
TOI-4430.01,TPC,,0.0019705878481424,-0.0801861354029281,0.0850023677723407,0.0859596246584964,0.0821567232510705,0.0830317799241982,0.086429162,1.086429162,1,Premium (non-grazing),0.4975520833333333,TOI-4430,5490.0,11.861,12.219,6.6363577,0,90,0,0.747,1.225847373,13.74049958,False
TOI-4436.01,TPC,,-0.0004303465743025,-0.0267491498999209,0.0255394370359733,0.0275800545554848,0.0263188033256183,0.0259697836102759,0.102469389,1.102469389,1,Premium (non-grazing),0.4975416666666666,TOI-4436,6250.0,10.969,11.191,1.7590566,0,90,0,1.049997572,1.993543923,22.34559542,False
TOI-4441.01,TPC,,0.0018298720107399,-0.0554779187150491,0.0563272701290292,0.0574804332631788,0.0573077907257891,0.0544973981182892,0.089134919,1.089134919,1,Premium (non-grazing),0.5003645833333333,TOI-4441,7305.0,10.514,10.658,4.3753714,0,90,0,0.794503382,1.733271516,19.42820703,False
TOI-445.01,TPC,,0.0002711773370561,-0.0181355472333919,0.0191292814201298,0.019570827112334,0.018406724570448,0.0188581040830737,0.043588989,1.043588989,1,Premium (non-grazing),0.4987395833333333,TOI-445,6240.9,8.479,8.689,0.7649571,0,90,0,0.19,0.698813857,7.832991059,False
TOI-4450.01,TPC,,0.0012578204305644,-0.1432864934585022,0.1506105895852583,0.1547049980642316,0.1445443138890667,0.1493527691546938,0.034641016,1.034641016,1,Premium (non-grazing),0.4962083333333333,TOI-4450,5844.0,9.64,9.963,10.6925011,0,90,0,0.12,0.386026889,4.326967963,False
TOI-4451.01,TPC,,0.0016225630859992,-0.1372915709879778,0.1468093631289791,0.149858586631413,0.1389141340739771,0.1451868000429798,0.032169335,1.032169335,1,Premium (non-grazing),0.4962499999999999,TOI-4451,6138.0,7.733,8.028,8.8517354,0,90,0,0.103486613,0.33711493,3.778714757,False
TOI-4458.01,TPC,,-0.0002886420366336,-0.0430507123542677,0.0427803779865363,0.0448033995337204,0.0427620703176341,0.04306902002317,0.063651465,1.063651465,1,Premium (non-grazing),0.5027604166666666,TOI-4458,5997.0,10.231,10.514,3.939371,0,90,0,0.405150894,1.297995114,14.54920222,False
TOI-4461.01,TPC,,0.0038491875484572,-0.0902624790679365,0.1000498544483384,0.1001809461781233,0.0941116666163937,0.0962006668998811,0.028982753,1.028982753,1,Premium (non-grazing),0.4946875,TOI-4461,5025.0,9.256,9.672,3.7006742,0,90,0,0.084,0.224217313,2.513247538,False
TOI-4478.01,TPC,,-2.8794360632586903e-05,-0.0575309101110425,0.0564722139008549,0.0603201580290624,0.0575021157504099,0.0565010082614874,0.065115282,1.065115282,1,Premium (non-grazing),0.49746875,TOI-4478,5774.0,10.496,10.842,2.7586362,0,90,0,0.424,0.738376349,8.276446273,False
TOI-4487.01,TPC,,0.0005836728256603,-0.0519659028743182,0.0527399986491611,0.0549083991958529,0.0525495756999786,0.0521563258235007,0.076288924,1.076288924,1,Premium (non-grazing),0.4941041666666667,TOI-4487,6006.0,10.619,10.864,3.9540617,0,90,0,0.582,1.251496163,14.02799637,False
TOI-4491.01,TPC,,-0.0038016712823958,-0.1423524827395605,0.1379667369206545,0.1479122162509982,0.1385508114571646,0.1417684082030504,0.03591657,1.03591657,1,Premium (non-grazing),0.4984895833333333,TOI-4491,4006.0,8.612,9.243,5.006622,0,90,0,0.129,0.209008984,2.342777669,False
TOI-4492.01,TPC,,0.0001639968991679,-0.0750356532652589,0.0705004371861002,0.076150539743308,0.0751996501644269,0.0703364402869322,0.095739229,1.095739229,1,Premium (non-grazing),0.496875,TOI-4492,5667.0,8.708,8.977,4.4331838,0,90,0,0.9166,1.173958113,13.15887387,False
TOI-4494.01,TPC,,-0.0002332025847561,-0.282018906725767,0.2846299116103614,0.2937303350128379,0.2817857041410108,0.2848631141951175,0.061814238,1.061814238,1,Premium (non-grazing),0.4995208333333332,TOI-4494,6383.0,6.585,6.791,32.535016,0,90,0,0.3821,0.810678896,9.086884121,False
TOI-450.01,TPC,,0.0100757714756219,-0.2772597125263088,0.3007324034028323,0.304862227538008,0.2873354840019308,0.2906566319272103,0.237330818,1.237330818,1,Premium (non-grazing),0.4964583333333333,TOI-450,3160.0,10.136,10.628,10.7148661,0,90,0,5.632591737,0.975227269,10.93130367,False
TOI-4505.01,TPC,,-0.0018365921307125,-0.1420051608351341,0.1410315808215833,0.1493518795336733,0.1401685687044215,0.1428681729522959,0.084040946,1.084040946,1,Premium (non-grazing),0.49609375,TOI-4505,6831.5,9.886,10.034,19.4723789,0,90,0,0.706288061,1.609036202,18.03565578,False
TOI-4507.01,TPC,,-0.002736865902957,-0.3987012393631844,0.385380290668549,0.3933106030313169,0.3959643734602274,0.3881171565715061,0.078175849,1.078175849,1,Premium (non-grazing),0.4968645833333333,TOI-4507,6115.26,9.432,9.689,104.6162557,0,90,0,0.611146334,1.503111278,16.84834535,False
TOI-4511.01,TPC,,0.0071944540208262,-0.2574492179618132,0.2577723700155556,0.2702409788785102,0.2646436719826394,0.2505779159947294,0.030495901,1.030495901,1,Premium (non-grazing),0.49684375,TOI-4511,5708.0,8.882,9.195,20.9040576,0,90,0,0.093,0.297190759,3.331205496,False
TOI-4511.02,TPC,,0.003041902686749,-0.1696826566371697,0.1754297362330696,0.1783222689557618,0.1727245593239187,0.1723878335463206,0.029325757,1.029325757,1,Premium (non-grazing),0.4975729166666667,TOI-4511,5708.0,8.882,9.195,10.9776867,0,90,0,0.086,0.285787384,3.203385281,False
TOI-4529.01,TPC,,-0.0037133603751635,-0.1797276196524665,0.1703093402245252,0.1867040311626898,0.1760142592773029,0.1740227005996888,0.036779916,1.036779916,1,Premium (non-grazing),0.49759375,TOI-4529,3611.0,8.175,8.787,5.8795752,0,90,0,0.135276221,0.176363965,1.976860282,False
TOI-4537.01,TPC,,-0.0041464343964738,-0.1208044187768089,0.1129620250674355,0.1225927227265491,0.1166579843803351,0.1171084594639093,0.030812963,1.030812963,1,Premium (non-grazing),0.4987291666666666,TOI-4537,5975.0,7.416,7.64,6.6629951,0,90,0,0.094943866,0.322010433,3.609408742,False
TOI-4543.01,TPC,,0.0023564147028438,-0.0553608460768016,0.0596475565953375,0.0605576315612211,0.0577172607796455,0.0572911418924937,0.06942622,1.06942622,1,Premium (non-grazing),0.497375,TOI-4543,5046.61,5.104,5.668,5.7740318,0,90,0,0.482,2.155156233,24.15710469,False
TOI-4546.01,TPC,,2.151479969155538e-05,-0.0161560902479523,0.0163020122152876,0.0170481252090185,0.0161776050476439,0.016280497415596,0.030528675,1.030528675,1,Premium (non-grazing),0.4961770833333334,TOI-4546,6984.0,9.383,9.535,0.745637,0,90,0,0.0932,0.582254795,6.526482773,False
TOI-4552.01,TPC,,-0.0001207184170683,-0.0328972520440945,0.0340932906008434,0.0356133722963876,0.0327765336270262,0.0342140090179117,0.038179804,1.038179804,1,Premium (non-grazing),0.4980520833333334,TOI-4552,3264.0,9.659,10.256,0.3011506,0,90,0,0.14576974,0.106324779,1.191792403,False
TOI-4553.01,TPC,,-0.0064199796902612,-0.199120425559469,0.1844127172293166,0.2032761421031548,0.1927004458692078,0.1908326969195778,0.072071671,1.072071671,1,Premium (non-grazing),0.4998854166666666,TOI-4553,6490.0,9.871,10.054,20.3129649,0,90,0,0.51943258,1.028095586,11.52390362,False
TOI-4556.01,TPC,,-0.0009555746999859,-0.2228201805301683,0.2094001237618019,0.2253701588428368,0.2218646058301823,0.2103556984617879,0.060862372,1.060862372,1,Premium (non-grazing),0.4979479166666666,TOI-4556,3319.0,11.001,11.505,3.7924221,0,90,0,0.370422836,0.129440507,1.450896149,False
TOI-4557.01,TPC,,-0.0237837365791515,-0.3225268401626574,0.2869863272939209,0.3107407550113228,0.2987431035835059,0.3107700638730724,0.039222309,1.039222309,1,Premium (non-grazing),0.4962916666666667,TOI-4557,6013.0,9.444,9.733,32.2924417,0,90,0,0.153838948,0.470678305,5.275824049,False
TOI-4576.01,TPC,,0.0003167749239,-0.2203761774584459,0.2174027485726204,0.2253983076270963,0.2206929523823459,0.2170859736487204,0.042046215,1.042046215,1,Premium (non-grazing),0.4983229166666666,TOI-4576,4271.0,8.517,9.125,10.4834062,0,90,0,0.176788418,0.277346379,3.108770213,False
TOI-4596.01,TPC,,0.00104551545383,-0.0863794721156214,0.0878622948411685,0.0904044073524323,0.0874249875694514,0.0868167793873385,0.026870058,1.026870058,1,Premium (non-grazing),0.4916875,TOI-4596,5598.0,8.314,8.627,4.1194175,0,90,0,0.0722,0.257343371,2.88455689,False
TOI-4597.01,TPC,,0.0018590858341707,-0.0702935570073678,0.0759659605245445,0.0768275848943881,0.0721526428415386,0.0741068746903738,0.083066239,1.083066239,1,Premium (non-grazing),0.4985416666666667,TOI-4597,7712.0,7.47,7.507,4.6663795,0,90,0,0.69,1.268400285,14.21747435,False
TOI-4598.01,TPC,,-0.001717104758226,-0.0826400934218687,0.0792886514990929,0.0857396231948293,0.0809229886636427,0.081005756257319,0.039,1.039,1,Premium (non-grazing),0.4967812499999999,TOI-4598,6011.0,8.688,8.943,8.2003748,0,90,0,0.1521,0.667062465,7.477090315,False
TOI-4609.01,TPC,,-0.0032718526585154,-0.051048589347267,0.0435291457081807,0.0493915686972545,0.0477767366887515,0.0468009983666962,0.095885348,1.095885348,1,Premium (non-grazing),0.4977604166666667,TOI-4609,7461.36,9.504,9.701,2.6921752,0,90,0,0.9194,1.566363245,17.55733543,False
TOI-4615.01,TPC,,-0.0023428509725602,-0.0494352776886141,0.0452519066330332,0.0498268511352799,0.0470924267160538,0.0475947576055935,0.080852235,1.080852235,1,Premium (non-grazing),0.4985833333333334,TOI-4615,6350.0,10.958,11.225,5.3193755,0,90,0,0.653708398,1.864163392,20.89537155,False
TOI-4617.01,TPC,,0.0024490678967987,-0.0626022452768009,0.0663335336427619,0.0674830118552497,0.0650513131735996,0.0638844657459631,0.134512023,1.134512023,1,Premium (non-grazing),0.49921875,TOI-4617,5752.44,11.109,11.53,3.4878754,0,90,0,1.809348421,1.597465241,17.9059571,False
TOI-462.01,TPC,,3.527465137857416e-05,-0.0721986383887696,0.0731104847240827,0.0759879013081486,0.0722339130401482,0.0730752100727041,0.030015359,1.030015359,1,Premium (non-grazing),0.4982083333333333,TOI-462,5695.6,9.699,10.023,4.1074291,0,90,0,0.090092178,0.379870136,4.257957033,False
TOI-4625.01,TPC,,0.004933338426298,-0.0664729333904941,0.0726408153605906,0.0725296209188282,0.0714062718167921,0.0677074769342925,0.032600479,1.032600479,1,Premium (non-grazing),0.4978645833333333,TOI-4625,4384.23,8.933,9.5,2.191342,0,90,0,0.106279126,0.228453089,2.560726273,False
TOI-4626.01,TPC,,0.0051824902788133,-0.2585598814290437,0.2620655448194093,0.2743611540216463,0.2637423717078571,0.2568830545405959,0.028106939,1.028106939,1,Premium (non-grazing),0.49503125,TOI-4626,5381.15,7.424,7.773,17.4756122,0,90,0,0.079,0.229884736,2.576773579,False
TOI-4642.01,TPC,,-0.0064025700887287,-0.2038051741102757,0.1968107231332995,0.2091858589538622,0.197402604021547,0.2032132932220283,0.047222724,1.047222724,1,Premium (non-grazing),0.4963333333333333,TOI-4642,3266.0,9.803,10.339,3.6022377,0,90,0,0.222998569,0.111248519,1.246982508,False
TOI-4645.01,TPC,,-0.0015071951775946,-0.044425849622351,0.0428723226846514,0.0456701673972165,0.0429186544447563,0.0443795178622461,0.069282032,1.069282032,1,Premium (non-grazing),0.4975416666666667,TOI-4645,8972.0,9.754,9.803,5.0872671,0,90,0,0.48,2.033552504,22.79405084,False
TOI-4646.01,TPC,,-0.0038940240810784,-0.1730368163385203,0.1664639238639191,0.1758088882547047,0.1691427922574419,0.1703579479449976,0.162838575,1.162838575,1,Premium (non-grazing),0.4981666666666667,TOI-4646,4379.0,10.609,11.199,8.9299483,0,90,0,2.651640162,1.232169015,13.81135875,False
TOI-4660.01,TPC,,0.0012722263677924,-0.0469133613004976,0.0511921582200263,0.0515042216148017,0.04818558766829,0.0499199318522338,0.161400124,1.161400124,1,Premium (non-grazing),0.4980104166666666,TOI-4660,4674.0,11.385,12.033,1.5090806,0,90,0,2.605,1.31849273,14.77895961,False
TOI-4663.01,TPC,,9.325549925438084e-05,-0.1199600150136701,0.1176516414805619,0.1253920408090055,0.1200532705129245,0.1175583859813075,0.133678719,1.133678719,1,Premium (non-grazing),0.4976354166666666,TOI-4663,4326.0,11.372,11.952,5.2916448,0,90,0,1.787,0.977174231,10.95312712,False
TOI-4664.01,TPC,,0.0014018419526028,-0.0575402923866109,0.0588149606329486,0.0609279471061299,0.0589421343392137,0.0574131186803458,0.092141196,1.092141196,1,Premium (non-grazing),0.4981875,TOI-4664,5902.3,11.579,11.935,3.0002713,0,90,0,0.849,1.130412742,12.67077465,False
TOI-4671.01,TPC,,-0.0048991930966708,-0.1973791550571935,0.193849272001219,0.2094435046273056,0.1924799619605226,0.1987484650978899,0.048062459,1.048062459,1,Premium (non-grazing),0.49671875,TOI-4671,5689.0,10.712,10.985,17.1470323,0,90,0,0.231,0.526442294,5.900881526,False
TOI-4672.01,TPC,,0.0035668877266588,-0.0747722897061245,0.0807452475833453,0.0821892853555264,0.0783391774327833,0.0771783598566864,0.100049988,1.100049988,1,Premium (non-grazing),0.49703125,TOI-4672,6110.0,11.064,11.348,6.6132132,0,90,0,1.001,1.538408481,17.24399102,False
TOI-4679.01,TPC,,-0.0010451886834747,-0.0959628294802013,0.0995654960987719,0.1024710846385042,0.0949176407967265,0.1006106847822466,0.054567152,1.054567152,1,Premium (non-grazing),0.4971770833333332,TOI-4679,5692.28,10.526,10.907,6.8170909,0,90,0,0.297757404,0.667559299,7.482659322,False
TOI-4687.01,TPC,,-0.0004235150458843,-0.0435163487680797,0.0429754064758618,0.0452436019630059,0.0430928337221954,0.0433989215217461,0.078930349,1.078930349,1,Premium (non-grazing),0.4971666666666666,TOI-4687,6209.0,12.101,12.385,3.313358,0,90,0,0.623,1.43574824,16.09327436,False
TOI-4702.01,TPC,,-0.0006133441877892,-0.0589349517274644,0.0572501502878475,0.0608761474224777,0.0583216075396752,0.0578634944756367,0.112472219,1.112472219,1,Premium (non-grazing),0.4968125,TOI-4702,5944.0,11.357,11.633,3.121702,0,90,0,1.265,1.411612047,15.82273223,False
