Planet,Dataset,eclipse_observed,b_occ_median,b_occ_16,b_occ_84,b_occ_std,b_occ_err_lower,b_occ_err_upper,k_rp_rs,one_plus_k,tier,tier_label,acceptance_fraction,Star Name,Star Temperature [K],Star H Mag,Star J Mag,Planet Period [days],Eccentricity,Inclination,Impact Parameter,Transit Depth [%],Planet Radius [Rjup],Planet Radius [Re],observed_flag
TOI-1007.01,TPC,,0.0003854312999055,-0.0513741233384445,0.0538506446413009,0.0553627070812023,0.0517595546383501,0.0534652133413954,0.05329165,1.05329165,1,Premium (non-grazing),0.4964895833333333,TOI-1007,6596.02,8.257,8.426,6.9989206,0,90,0,0.284,1.401410359,15.70838171,False
TOI-1009.01,TPC,,0.0013703531541686,-0.0317800766363354,0.0346762720823516,0.034873146739836,0.033150429790504,0.0333059189281829,0.041323447,1.041323447,1,Premium (non-grazing),0.4949583333333333,TOI-1009,8868.7,8.578,8.552,1.9600277,0,90,0,0.170762727,0.878315105,9.845017085,False
TOI-1019.01,TPC,,-2.697710500795083e-05,-0.0768273982837255,0.081505337466129,0.0832516892325977,0.0768004211787176,0.081532314571137,0.144211448,1.144211448,1,Premium (non-grazing),0.4941458333333333,TOI-1019,7645.0,10.083,10.178,5.2341008,0,90,0,2.079694163,2.19206619,24.57082769,False
TOI-1027.01,TPC,,-0.0065518891950714,-0.1000915464773049,0.0911840842828562,0.1010960980524397,0.0935396572822335,0.0977359734779277,0.039471509,1.039471509,1,Premium (non-grazing),0.4958229166666666,TOI-1027,4272.0,8.548,9.188,3.2834565,0,90,0,0.1558,0.26129602,2.928862051,False
TOI-1027.02,TPC,,0.0093843055269213,-0.1988196090354797,0.2257369481041929,0.2248569135762842,0.2082039145624011,0.2163526425772715,0.041158231,1.041158231,1,Premium (non-grazing),0.4945,TOI-1027,4272.0,8.548,9.188,11.02875,0,90,0,0.1694,0.272461894,3.054020116,False
TOI-1027.03,TPC,,0.0037465236563853,-0.123971798780375,0.1330512931815025,0.1351660049164313,0.1277183224367603,0.1293047695251171,0.034785054,1.034785054,1,Premium (non-grazing),0.4949270833333333,TOI-1027,4272.0,8.548,9.188,5.0113292,0,90,0,0.121,0.230272329,2.581118095,False
TOI-1032.01,TPC,,0.0036052069729097,-0.0639852886026487,0.0692813158820195,0.068800194333528,0.0675904955755584,0.0656761089091097,0.059091652,1.059091652,1,Premium (non-grazing),0.495625,TOI-1032,10395.0,9.395,9.372,5.6643704,0,90,0,0.34918233,1.344633467,15.07197062,False
TOI-1036.01,TPC,,0.0005138758777829,-0.0707748354577586,0.0744155340678114,0.0753939930134381,0.0712887113355416,0.0739016581900284,0.052545219,1.052545219,1,Premium (non-grazing),0.4948541666666666,TOI-1036,5771.0,9.374,9.687,3.7795212,0,90,0,0.2761,0.601084005,6.737539029,False
TOI-1058.01,TPC,,-0.0002238817688727,-0.0500894990355026,0.0499341181745497,0.0525185550512087,0.0498656172666298,0.0501579999434224,0.03084829,1.03084829,1,Premium (non-grazing),0.4946666666666666,TOI-1058,5846.0,8.398,8.706,11.1296441,0,90,0,0.095161698,1.034921672,11.60041708,False
TOI-1080.01,TPC,,-0.0119970361611543,-0.2495875335638289,0.2293925497210869,0.2494074925095205,0.2375904974026746,0.2413895858822413,0.060669222,1.060669222,1,Premium (non-grazing),0.4975520833333333,TOI-1080,3227.0,10.467,11.044,3.9652485,0,90,0,0.368075444,0.11806928,1.323436289,False
TOI-1081.01,TPC,,-0.0015021553406822,-0.0647635137424921,0.0591866594278522,0.0650602586453806,0.0632613584018098,0.0606888147685345,0.078334103,1.078334103,1,Premium (non-grazing),0.4966354166666666,TOI-1081,6027.0,10.632,10.915,2.98278,0,90,0,0.613623166,0.945038599,10.59291945,False
TOI-1082.01,TPC,,-0.0012010652439192,-0.2801850260023874,0.2714057142799692,0.2934383811269931,0.2789839607584682,0.2726067795238884,0.04703643,1.04703643,1,Premium (non-grazing),0.4934375,TOI-1082,4095.0,10.106,10.715,16.3469053,0,90,0,0.221242573,0.297340189,3.332880455,False
TOI-1085.01,TPC,,-0.000604228828971,-0.0620347988074122,0.0639382855150117,0.0665193340920159,0.0614305699784412,0.0645425143439827,0.116704756,1.116704756,1,Premium (non-grazing),0.497375,TOI-1085,6102.0,10.891,11.139,3.2541181,0,90,0,1.362,1.448993189,16.24173673,False
TOI-1086.01,TPC,,0.0006950487238402,-0.0402133274580171,0.0413942295752279,0.0421559916805896,0.0409083761818574,0.0406991808513876,0.069748409,1.069748409,1,Premium (non-grazing),0.495875,TOI-1086,5787.0,11.187,11.485,3.7178828,0,90,0,0.486484051,1.41447923,15.85487044,False
TOI-1091.01,TPC,,-0.0016134641568061,-0.0261242022162779,0.0231741072446355,0.026013905409039,0.0245107380594717,0.0247875714014416,0.05205766,1.05205766,1,Premium (non-grazing),0.4978854166666666,TOI-1091,7348.0,8.724,8.861,1.725841,0,90,0,0.271,1.209371803,13.55582523,False
TOI-1094.01,TPC,,-0.0002572322750273,-0.0127638731175327,0.0123772041234394,0.0131659563107996,0.0125066408425054,0.0126344363984667,0.030166206,1.030166206,1,Premium (non-grazing),0.4907604166666667,TOI-1094,7710.0,9.382,9.531,0.5971314,0,90,0,0.091,0.670672706,7.517557443,False
TOI-1095.01,TPC,,6.577237867762655e-05,-0.0196866274492865,0.0194938370434959,0.0203954514182312,0.0197523998279641,0.0194280646648182,0.045854736,1.045854736,1,Premium (non-grazing),0.4932291666666667,TOI-1095,7066.0,9.76,9.877,1.4821386,0,90,0,0.210265683,1.189055065,13.32809531,False
TOI-1103.01,TPC,,0.0012020287040062,-0.0370987310597905,0.0381551482353867,0.0393211961029583,0.0383007597637967,0.0369531195313804,0.067007462,1.067007462,1,Premium (non-grazing),0.4952395833333333,TOI-1103,4437.0,8.696,9.373,2.94308,0,90,0,0.449,2.038353387,22.84786384,False
TOI-1105.01,TPC,,-9.638976182508253e-05,-0.2043032418419385,0.2051592469580672,0.212359900506887,0.2042068520801134,0.2052556367198923,0.039408121,1.039408121,1,Premium (non-grazing),0.4915104166666666,TOI-1105,4664.0,8.91,9.446,10.8680523,0,90,0,0.1553,0.289851888,3.248944231,False
TOI-1119.01,TPC,,0.0009908332604635,-0.0902285988024509,0.0898126986400199,0.0941412639969856,0.0912194320629145,0.0888218653795564,0.061886994,1.061886994,1,Premium (non-grazing),0.4952916666666667,TOI-1119,6456.0,9.777,10.006,10.95663,0,90,0,0.383,1.245705178,13.96308534,False
TOI-1123.01,TPC,,0.0002527269489934,-0.0310942336200366,0.0315411914680437,0.0329673847010089,0.03134696056903,0.0312884645190503,0.109012843,1.109012843,1,Premium (non-grazing),0.4961875,TOI-1123,5471.0,9.036,9.412,1.20928,0,90,0,1.18838,1.31766733,14.76970772,False
TOI-1125.01,TPC,,0.0005862267264,-0.0138674482545497,0.0151055462096831,0.0153886432368002,0.0144536749809498,0.014519319483283,0.014536741,1.014536741,1,Premium (non-grazing),0.4930625,TOI-1125,8271.0,7.801,7.838,0.7724825,0,90,0,0.021131685,0.35403453,3.968366226,False
TOI-1137.01,TPC,,-0.0005977726119534,-0.0153719117026316,0.0137468796452337,0.0155241283015479,0.0147741390906781,0.0143446522571871,0.03244111,1.03244111,1,Premium (non-grazing),0.495375,TOI-1137,5075.0,7.625,8.088,1.3206356,0,90,0,0.10524256,1.991063703,22.31779468,False
TOI-1149.01,TPC,,-0.0010272281035077,-0.0335690210585839,0.0310015727406447,0.0344705317756274,0.0325417929550761,0.0320288008441525,0.071294752,1.071294752,1,Premium (non-grazing),0.4946979166666666,TOI-1149,13079.0,8.027,7.921,2.3202418,0,90,0,0.508294171,2.052153016,23.00254362,False
TOI-1162.01,TPC,,0.0021795555009689,-0.0790820916045164,0.0854249227337788,0.0862076170504455,0.0812616471054853,0.0832453672328099,0.056656862,1.056656862,1,Premium (non-grazing),0.4941666666666666,TOI-1162,8422.0,9.019,9.155,7.3166682,0,90,0,0.321,1.119442432,12.54780864,False
TOI-1163.01,TPC,,0.0001134838928223,-0.0443705971960146,0.0461361054370454,0.0482204242602922,0.0444840810888369,0.0460226215442231,0.068580496,1.068580496,1,Premium (non-grazing),0.4946041666666667,TOI-1163,8430.0,9.153,9.18,3.0771612,0,90,0,0.470328443,1.356870844,15.20913915,False
TOI-1176.01,TPC,,0.0071493987126909,-0.1415872529094057,0.1496342815002072,0.1512947799852571,0.1487366516220966,0.1424848827875163,0.078549348,1.078549348,1,Premium (non-grazing),0.4921041666666667,TOI-1176,6612.0,9.565,9.761,14.0077738,0,90,0,0.617,1.203395622,13.48883834,False
TOI-119.01,TPC,,0.0038705857812686,-0.1185081528383131,0.127939083126881,0.1297538105577854,0.1223787386195817,0.1240684973456124,0.025159491,1.025159491,1,Premium (non-grazing),0.49371875,TOI-119,5130.0,8.125,8.539,5.5411114,0,90,0,0.0633,0.200677445,2.249389618,False
TOI-1196.01,TPC,,-0.0007282750818153,-0.0607924864854949,0.0576534509212019,0.0618451192260719,0.0600642114036795,0.0583817260030173,0.073416619,1.073416619,1,Premium (non-grazing),0.4961875,TOI-1196,6689.0,9.551,9.734,5.5376617,0,90,0,0.539,1.471258901,16.49131267,False
TOI-1197.01,TPC,,-0.0030528050857607,-0.0573006268771759,0.052253906470777,0.0569384500035433,0.0542478217914152,0.0553067115565378,0.070710678,1.070710678,1,Premium (non-grazing),0.4953958333333333,TOI-1197,7649.0,9.592,9.82,4.5960377,0,90,0,0.5,1.461586482,16.38289472,False
TOI-1215.01,TPC,,0.0015765907229819,-0.0576771008069807,0.0588856343152117,0.0615879373738182,0.0592536915299626,0.0573090435922297,0.022389533,1.022389533,1,Premium (non-grazing),0.49475,TOI-1215,3693.0,7.743,8.383,1.2124493,0,90,0,0.050129117,0.112859818,1.265043521,False
TOI-1229.01,TPC,,-0.0018130346171947,-0.2262281735605461,0.2132405639288087,0.2305824562976156,0.2244151389433514,0.2150535985460035,0.107141848,1.107141848,1,Premium (non-grazing),0.496625,TOI-1229,6028.84,9.898,10.152,31.8132264,0,90,0,1.147937555,2.073686914,23.24391667,False
TOI-1251.01,TPC,,0.001591508500936,-0.1136625439032671,0.1154367419337109,0.1211642815115673,0.1152540524042032,0.1138452334327749,0.104880885,1.104880885,1,Premium (non-grazing),0.4937604166666666,TOI-1251,5273.0,9.629,9.925,5.9630544,0,90,0,1.1,0.961969162,10.7826938,False
TOI-1258.01,TPC,,0.0058531899630057,-0.1136859410036121,0.1184960966515257,0.1218232926051351,0.1195391309666179,0.11264290668852,0.026944387,1.026944387,1,Premium (non-grazing),0.4977604166666666,TOI-1258,6124.0,8.378,8.589,10.2613397,0,90,0,0.0726,0.391181586,4.384746858,False
TOI-1263.01,TPC,,-0.0010970425409158,-0.0414687098395369,0.0399034075168235,0.0433505808980462,0.040371667298621,0.0410004500577394,0.017860571,1.017860571,1,Premium (non-grazing),0.4949270833333333,TOI-1263,5098.0,7.203,7.636,1.0214555,0,90,0,0.0319,0.142211516,1.594046142,False
TOI-1264.01,TPC,,0.00143115851572,-0.0646395887565846,0.0671862383317696,0.0692375328158532,0.0660707472723047,0.0657550798160495,0.075166482,1.075166482,1,Premium (non-grazing),0.49690625,TOI-1264,5040.0,9.258,9.648,2.7441672,0,90,0,0.565,0.712773361,7.989462872,False
TOI-1274.01,TPC,,-0.0002280038582247,-0.2906974608982924,0.275916129259761,0.295680450349193,0.2904694570400677,0.2761441331179857,0.117940663,1.117940663,1,Premium (non-grazing),0.4961562499999999,TOI-1274,4684.0,10.505,10.997,19.3203478,0,90,0,1.391,0.923829085,10.35518241,False
TOI-1277.02,TPC,,0.0014800691180973,-0.2353240956640197,0.2357940142815319,0.2470903336462855,0.236804164782117,0.2343139451634345,0.033570821,1.033570821,1,Premium (non-grazing),0.4969791666666666,TOI-1277,5544.0,8.784,9.14,14.8559691,0,90,0,0.1127,0.280179008,3.140521106,False
TOI-1280.01,TPC,,0.0025222913597412,-0.1829707745352237,0.1905754183575346,0.1961787885779835,0.1854930658949649,0.1880531269977934,0.042895221,1.042895221,1,Premium (non-grazing),0.4946770833333334,TOI-1280,4665.0,9.181,9.682,9.692636,0,90,0,0.184,0.311396726,3.490439902,False
TOI-1291.01,TPC,,-0.0011881583936219,-0.0770916871572389,0.0716889565161548,0.0779563445475102,0.0759035287636169,0.0728771149097768,0.028284271,1.028284271,1,Premium (non-grazing),0.4971041666666666,TOI-1291,6229.0,10.114,10.345,7.16199,0,90,0,0.08,0.498429822,5.586890268,False
TOI-1307.01,TPC,,0.0010076393634978,-0.0701322226691784,0.0708465598174036,0.0735610346665158,0.0711398620326762,0.0698389204539057,0.072008899,1.072008899,1,Premium (non-grazing),0.4947395833333333,TOI-1307,5009.6,9.531,10.004,2.534612,0,90,0,0.518528152,0.57631669,6.459922676,False
TOI-1322.01,TPC,,-0.0003522390595213,-0.0394334809314308,0.0385357697523569,0.0407064226266083,0.0390812418719094,0.0388880088118783,0.076099934,1.076099934,1,Premium (non-grazing),0.49540625,TOI-1322,9917.0,9.862,9.868,3.37644,0,90,0,0.57912,2.039604161,22.86188374,False
TOI-1350.01,TPC,,-0.000502268321134,-0.0334145410044368,0.0339862701264868,0.0355890608760436,0.0329122726833028,0.0344885384476208,0.05205766,1.05205766,1,Premium (non-grazing),0.4955520833333333,TOI-1350,6415.0,9.567,9.792,5.5402372,0,90,0,0.271,1.718790014,19.26588415,False
TOI-1352.01,TPC,,-0.0024019739458495,-0.067606282986641,0.0652451597706782,0.069803206434939,0.0652043090407914,0.0676471337165278,0.071414284,1.071414284,1,Premium (non-grazing),0.494625,TOI-1352,6754.0,9.423,9.679,5.2958813,0,90,0,0.51,1.338044669,14.99811692,False
TOI-1361.01,TPC,,-0.0011092918620492,-0.0417817206740866,0.0395615661886097,0.0423861198739636,0.0406724288120373,0.040670858050659,0.065429351,1.065429351,1,Premium (non-grazing),0.4923125,TOI-1361,7050.0,9.696,9.832,2.237462,0,90,0,0.4281,1.05915611,11.87206043,False
TOI-1364.01,TPC,,0.0014852027854962,-0.0193627793919975,0.0219437477212834,0.0220840324330459,0.0208479821774937,0.0204585449357872,0.029631065,1.029631065,1,Premium (non-grazing),0.4943749999999999,TOI-1364,9598.0,9.005,9.024,1.7753644,0,90,0,0.0878,0.930165061,10.42620225,False
TOI-138.01,TPC,,0.0046973949776291,-0.101612592188155,0.1125402814875267,0.1115051799740374,0.1063099871657841,0.1078428865098975,0.062417946,1.062417946,1,Premium (non-grazing),0.4958020833333333,TOI-138,5722.0,8.655,8.95,6.1982658,0,90,0,0.3896,0.67493563,7.565340469,False
TOI-1381.01,TPC,,-0.0020767846134924,-0.0622689008124631,0.0616058443380184,0.0652133644217299,0.0601921161989707,0.0636826289515109,0.04973932,1.04973932,1,Premium (non-grazing),0.4975729166666667,TOI-1381,9976.0,10.007,10.059,6.5601782,0,90,0,0.2474,1.269181089,14.22622637,False
TOI-1398.01,TPC,,-0.0008234969892961,-0.0354769070123632,0.0354522936072042,0.0368350764179178,0.0346534100230671,0.0362757905965003,0.029342802,1.029342802,1,Premium (non-grazing),0.4971770833333333,TOI-1398,9623.0,8.531,8.488,6.5560604,0,90,0,0.0861,1.307373823,14.65432798,False
TOI-1404.02,TPC,,-0.0048950679667338,-0.2167099074941118,0.217233166814002,0.2240656902917322,0.2118148395273779,0.2221282347807358,0.041073106,1.041073106,1,Premium (non-grazing),0.4951979166666666,TOI-1404,6164.0,10.147,10.389,14.431887,0,90,0,0.1687,0.410316638,4.599231287,False
TOI-1409.01,TPC,,0.0016704849353874,-0.0523328612299153,0.0557764458188452,0.0569757616840009,0.0540033461653028,0.0541059608834578,0.054772256,1.054772256,1,Premium (non-grazing),0.4972499999999999,TOI-1409,6112.0,7.516,7.805,4.7182888,0,90,0,0.3,1.46041319,16.36974331,False
TOI-1412.01,TPC,,-0.0020612024613769,-0.1306733133953916,0.1244182704014527,0.1337605000935326,0.1286121109340146,0.1264794728628297,0.058906706,1.058906706,1,Premium (non-grazing),0.4969791666666666,TOI-1412,4223.45,9.278,9.909,4.731977,0,90,0,0.347,0.378806195,4.246031343,False
TOI-1415.01,TPC,,-0.0040054312440306,-0.1580190199002974,0.1491880313765414,0.1616984850909994,0.1540135886562667,0.1531934626205721,0.033016665,1.033016665,1,Premium (non-grazing),0.49375,TOI-1415,6383.0,7.739,7.909,14.4193583,0,90,0,0.109010018,0.453173696,5.07961523,False
TOI-1424.01,TPC,,-0.0025534439685347,-0.1106844153484657,0.1065258350265564,0.1158084410526265,0.1081309713799309,0.1090792789950911,0.034438772,1.034438772,1,Premium (non-grazing),0.4958541666666666,TOI-1424,4528.99,9.035,9.586,4.8962484,0,90,0,0.118602899,0.268091593,3.005033502,False
TOI-1449.02,TPC,,0.0033928798597179,-0.0827361656585471,0.0858066198558271,0.08933084408935,0.0861290455182651,0.0824137399961091,0.026444495,1.026444495,1,Premium (non-grazing),0.49371875,TOI-1449,5780.0,8.831,9.518,2.3691849,0,90,0,0.069931134,0.155529766,1.743330153,False
TOI-145.01,TPC,,-0.0006929478323037,-0.0613946110705402,0.0598210636615719,0.064576085527342,0.0607016632382365,0.0605140114938757,0.058103356,1.058103356,1,Premium (non-grazing),0.4909270833333333,TOI-145,5507.0,10.709,11.041,5.13002,0,90,0,0.3376,0.896179576,10.0452596,False
TOI-1454.01,TPC,,-0.0011069734866904,-0.0627564752718912,0.0607624319044868,0.0641018383785982,0.0616495017852008,0.0618694053911772,0.116526155,1.116526155,1,Premium (non-grazing),0.4986875,TOI-1454,6075.0,10.32,10.63,2.6794168,0,90,0,1.357834479,1.297153044,14.53976347,False
TOI-1455.01,TPC,,0.0010868644030544,-0.0637371746578375,0.0647777024005011,0.0677735945962731,0.0648240390608919,0.0636908379974466,0.134212518,1.134212518,1,Premium (non-grazing),0.49390625,TOI-1455,6600.0,9.51,9.702,3.6231429,0,90,0,1.8013,1.762649121,19.75750003,False
TOI-1461.01,TPC,,-0.0002556755551386,-0.0610496998572341,0.0622357319559777,0.066088589032351,0.0607940243020954,0.0624914075111164,0.141849164,1.141849164,1,Premium (non-grazing),0.4943229166666667,TOI-1461,6046.0,10.506,10.814,3.5686777,0,90,0,2.012118547,1.774158709,19.88651078,False
TOI-1475.01,TPC,,-0.0014686732720905,-0.1043025600052858,0.0973093721176162,0.1075801960182467,0.1028338867331953,0.0987780453897068,0.026804607,1.026804607,1,Premium (non-grazing),0.4933645833333333,TOI-1475,10012.0,8.708,8.695,8.4953513,0,90,0,0.071848694,0.490420715,5.497116345,False
TOI-1482.01,TPC,,0.0027674686388845,-0.0676494450123299,0.0717972092802149,0.0729767164053177,0.0704169136512144,0.0690297406413303,0.086919503,1.086919503,1,Premium (non-grazing),0.4965,TOI-1482,6720.0,9.405,9.572,5.7121916,0,90,0,0.7555,1.517422958,17.0087647,False
TOI-1490.01,TPC,,0.000856770297395,-0.0336346419206927,0.0359568066055943,0.036986035552024,0.0344914122180878,0.0351000363081992,0.023452079,1.023452079,1,Premium (non-grazing),0.4983333333333333,TOI-1490,4939.0,6.976,7.468,3.9943,0,90,0,0.055,1.166963754,13.08047424,False
TOI-1491.01,TPC,,0.0021955259411316,-0.0742778224820898,0.0816280021073045,0.0819376017467439,0.0764733484232216,0.0794324761661728,0.050129831,1.050129831,1,Premium (non-grazing),0.49728125,TOI-1491,5899.0,9.484,9.743,4.4902667,0,90,0,0.2513,0.597722618,6.699861309,False
TOI-1520.01,TPC,,0.0036344553297684,-0.0777025743436436,0.0829558970767063,0.0846471707686643,0.0813370296734121,0.0793214417469379,0.03215587,1.03215587,1,Premium (non-grazing),0.4962604166666666,TOI-1520,6153.0,8.853,9.15,6.1461734,0,90,0,0.1034,0.470757027,5.276706441,False
TOI-1527.01,TPC,,-0.0007360885392023,-0.0450238184093852,0.0436308213987792,0.0468416785791331,0.0442877298701828,0.0443669099379816,0.053702886,1.053702886,1,Premium (non-grazing),0.49625,TOI-1527,7664.0,9.24,9.358,5.0625809,0,90,0,0.2884,1.443397201,16.17901142,False
TOI-1532.01,TPC,,-0.0003758097835657,-0.1230376991363026,0.1131981861032839,0.1250235393613347,0.1226618893527369,0.1135739958868496,0.081865744,1.081865744,1,Premium (non-grazing),0.49815625,TOI-1532,6659.0,9.532,9.706,8.905407,0,90,0,0.6702,1.125066911,12.61085332,False
TOI-1533.01,TPC,,-0.001147931424384,-0.0872335233926124,0.0871800075149139,0.0916491487878013,0.0860855919682283,0.088327938939298,0.034176015,1.034176015,1,Premium (non-grazing),0.4968229166666666,TOI-1533,5053.0,8.955,9.34,3.6458046,0,90,0,0.1168,0.29248264,3.278432277,False
TOI-1533.02,TPC,,0.0080073243257989,-0.1395971795846642,0.1540562973917218,0.1554900545635414,0.1476045039104632,0.1460489730659228,0.04796874,1.04796874,1,Premium (non-grazing),0.4937916666666667,TOI-1533,5053.0,8.955,9.34,8.0637954,0,90,0,0.2301,0.410522516,4.601538974,False
TOI-1537.01,TPC,,-0.0031728259481709,-0.1327905859857168,0.1260935932120432,0.1364890559716197,0.1296177600375458,0.1292664191602141,0.032863353,1.032863353,1,Premium (non-grazing),0.4945416666666666,TOI-1537,5999.0,9.576,9.905,6.4902646,0,90,0,0.108,0.306594988,3.436617311,False
TOI-1538.01,TPC,,0.0027335392840119,-0.1078022181848663,0.1102903565792916,0.1148280077060546,0.1105357574688783,0.1075568172952796,0.048989795,1.048989795,1,Premium (non-grazing),0.4947708333333334,TOI-1538,6034.0,9.091,9.353,6.54692,0,90,0,0.24,0.535164723,5.99865107,False
TOI-1546.01,TPC,,0.0007947205009974,-0.0277321641982762,0.0291900600178455,0.0297946930626018,0.0285268846992737,0.028395339516848,0.022135944,1.022135944,1,Premium (non-grazing),0.4953020833333333,TOI-1546,6222.99,9.023,9.32,1.13345,0,90,0,0.049,0.301255083,3.376762422,False
TOI-155.01,TPC,,0.0027129292636601,-0.060428898419715,0.0678343558934748,0.0677671827436058,0.0631418276833751,0.0651214266298146,0.031192948,1.031192948,1,Premium (non-grazing),0.4945520833333333,TOI-155,6540.0,8.337,8.534,5.4499753,0,90,0,0.0973,0.543382375,6.09076257,False
TOI-1551.01,TPC,,0.0012769466952752,-0.0303337685570014,0.0315814729962672,0.0321396621901009,0.0316107152522767,0.030304526300992,0.035355339,1.035355339,1,Premium (non-grazing),0.4922395833333333,TOI-1551,6745.47,9.372,9.507,1.67546,0,90,0,0.125,0.613665398,6.878563625,False
TOI-1553.01,TPC,,0.0002320697256049,-0.0604400561747307,0.0614493545711984,0.0641409700955964,0.0606721259003357,0.0612172848455935,0.080684571,1.080684571,1,Premium (non-grazing),0.4966041666666667,TOI-1553,6820.0,9.731,9.917,5.9382147,0,90,0,0.651,1.639496538,18.37708511,False
TOI-1560.01,TPC,,0.0001337736348467,-0.0085073346304902,0.0086083934127004,0.009053524172584,0.008641108265337,0.0084746197778536,0.028508438,1.028508438,1,Premium (non-grazing),0.49603125,TOI-1560,9035.0,9.899,9.911,0.2580006,0,90,0,0.081273103,0.578939756,6.489324571,False
TOI-1586.01,TPC,,0.0001223000687317,-0.0156270306991762,0.0156743921211438,0.016445662898384,0.0157493307679079,0.015552092052412,0.0232379,1.0232379,1,Premium (non-grazing),0.4971354166666666,TOI-1586,4628.0,8.656,9.369,1.80794,0,90,0,0.054,1.947862233,21.83355024,False
TOI-159.01,TPC,,-0.0011928917841689,-0.0604432604453489,0.059039473709085,0.0632321802014556,0.05925036866118,0.060232365493254,0.106583301,1.106583301,1,Premium (non-grazing),0.49728125,TOI-159,6979.2,9.835,10.038,3.7628372,0,90,0,1.136,1.646480203,18.45536487,False
TOI-1606.01,TPC,,-0.0005594396500224,-0.0700637152544699,0.0685512143780817,0.0732123935914618,0.0695042756044474,0.0691106540281042,0.044056782,1.044056782,1,Premium (non-grazing),0.4950208333333333,TOI-1606,5718.0,7.735,8.008,4.7126743,0,90,0,0.1941,0.664521478,7.448608445,False
TOI-161.01,TPC,,0.0016755566384861,-0.0657029477291477,0.0685501747851343,0.0704169202697081,0.0673785043676338,0.0668746181466481,0.056869123,1.056869123,1,Premium (non-grazing),0.4945625,TOI-161,5388.0,10.56,10.837,2.7684331,0,90,0,0.323409711,0.545046082,6.109411034,False
TOI-1638.01,TPC,,0.0003282843810698,-0.0396409521670591,0.0418694152026305,0.0425059311030128,0.0399692365481289,0.0415411308215607,0.065611982,1.065611982,1,Premium (non-grazing),0.4996770833333334,TOI-1638,3810.0,10.223,10.892,0.9150623,0,90,0,0.430493222,0.447726231,5.018554692,False
TOI-1653.01,TPC,,-0.0013952061765682,-0.1247350031015541,0.1196860543303712,0.127266934134395,0.1233397969249859,0.1210812605069395,0.065779936,1.065779936,1,Premium (non-grazing),0.49546875,TOI-1653,7106.5,8.901,8.958,10.9568574,0,90,0,0.4327,1.035901089,11.61139535,False
TOI-1655.01,TPC,,0.0022447678135305,-0.0599182736781699,0.0669837020221208,0.0668099671053093,0.0621630414917005,0.0647389342085902,0.032,1.032,1,Premium (non-grazing),0.4973854166666667,TOI-1655,5411.0,9.313,9.641,3.2786557,0,90,0,0.1024,0.356817457,3.999560004,False
TOI-166.01,TPC,,6.71574482378729e-05,-0.0955140230791005,0.0999826681120202,0.1026794496252118,0.0955811805273384,0.0999155106637823,0.07263632,1.07263632,1,Premium (non-grazing),0.5012604166666667,TOI-166,5399.0,9.697,10.062,5.0611315,0,90,0,0.527603493,0.708369389,7.940098834,False
TOI-167.01,TPC,,0.0030673441454024,-0.0863392073346609,0.0900471955411925,0.0937055667635962,0.0894065514800634,0.08697985139579,0.076876524,1.076876524,1,Premium (non-grazing),0.49578125,TOI-167,5766.0,10.649,10.987,4.4531846,0,90,0,0.591,0.772554514,8.659548666,False
TOI-1692.01,TPC,,0.0006650606667147,-0.181547408783153,0.183802802250961,0.1889169380356734,0.1822124694498678,0.1831377415842462,0.03296152,1.03296152,1,Premium (non-grazing),0.49540625,TOI-1692,6554.0,10.028,10.263,17.7286608,0,90,0,0.108646181,0.467646189,5.241837116,False
TOI-1692.02,TPC,,0.0067710212619031,-0.2484866154206204,0.2669001591694258,0.2703099825730073,0.2552576366825236,0.2601291379075226,0.049084563,1.049084563,1,Premium (non-grazing),0.4923020833333333,TOI-1692,6554.0,10.028,10.263,32.2079698,0,90,0,0.240929432,0.696394117,7.805868239,False
TOI-170.01,TPC,,-0.0010683114327869,-0.0711718143708533,0.0723763473396145,0.0744302081351071,0.0701035029380664,0.0734446587724014,0.110815161,1.110815161,1,Premium (non-grazing),0.4980729166666666,TOI-170,5973.0,11.103,11.386,3.7115129,0,90,0,1.228,1.316504932,14.75667841,False
TOI-1708.01,TPC,,-0.0091803344222212,-0.1561211518439266,0.1369213240968228,0.1568596698471776,0.1469408174217053,0.1461016585190441,0.074229374,1.074229374,1,Premium (non-grazing),0.497875,TOI-1708,6259.0,9.599,9.872,11.44192,0,90,0,0.551,0.895944496,10.04262459,False
TOI-1709.01,TPC,,-0.0004579914611108,-0.0862055171696616,0.0880128665848124,0.091046676185042,0.0857475257085507,0.0884708580459232,0.104163333,1.104163333,1,Premium (non-grazing),0.4958541666666667,TOI-1709,6157.0,9.329,9.624,7.6288424,0,90,0,1.085,1.626663176,18.23323619,False
TOI-171.01,TPC,,-0.00067656089488,-0.0346943645491578,0.0347419379835772,0.0362478113146824,0.0340178036542778,0.0354184988784572,0.110306532,1.110306532,1,Premium (non-grazing),0.498125,TOI-171,5196.0,10.334,10.745,1.238601,0,90,0,1.216753092,1.188512162,13.32200992,False
TOI-1717.01,TPC,,-0.0031242196321188,-0.0711058804610346,0.070008441166844,0.073596602817548,0.0679816608289157,0.0731326607989628,0.090404646,1.090404646,1,Premium (non-grazing),0.49409375,TOI-1717,6578.0,8.792,9.054,4.0524036,0,90,0,0.8173,1.192481428,13.36650135,False
