Planet,Dataset,eclipse_observed,b_occ_median,b_occ_16,b_occ_84,b_occ_std,b_occ_err_lower,b_occ_err_upper,k_rp_rs,one_plus_k,tier,tier_label,acceptance_fraction
TrES-5b,MCS,False,0.5934043025668586,0.4620797276885341,0.6858442322762994,0.1308297584744553,0.1313245748783244,0.0924399297094408,0.143,1.143,1,Premium (non-grazing),0.4955104166666667
HD101581c,MCS,False,0.6731152505467318,0.5217676165917337,0.7983995419074452,0.1501671081214997,0.1513476339549981,0.1252842913607134,0.0144,1.0144,1,Premium (non-grazing),0.48809375
TOI-1064c,MCS,False,0.7209730228113487,0.5577060369372296,0.8317496265251788,0.1552282750817844,0.163266985874119,0.1107766037138301,0.03347,1.03347,1,Premium (non-grazing),0.4884479166666666
G9-40b,MCS,False,0.4922733138546898,0.3742143966694251,0.5915047584600082,0.1234715763565919,0.1180589171852647,0.0992314446053183,0.0575,1.0575,1,Premium (non-grazing),0.4949895833333333
HAT-P-28b,MCS,False,0.2772380302792961,0.1422304974433874,0.4254064216378739,0.1435739653475079,0.1350075328359087,0.1481683913585778,0.113,1.113,1,Premium (non-grazing),0.4984270833333333
HATS-29b,MCS,False,0.4734357804639045,0.3555808822172224,0.5821719950873796,0.1244754328322531,0.1178548982466821,0.108736214623475,0.1201,1.1201,1,Premium (non-grazing),0.4956874999999999
TOI-2443b,MCS,False,0.1607080844794156,0.0555965704081455,0.2765255275868524,0.1134314483472569,0.10511151407127,0.1158174431074368,0.03436,1.03436,1,Premium (non-grazing),0.49653125
HIP116454b,MCS,False,0.3996701238495725,0.1777350860096208,0.6394493418229602,0.2263459645209962,0.2219350378399517,0.2397792179733876,0.02981,1.02981,1,Premium (non-grazing),0.4962499999999999
WASP-106b,MCS,False,0.3706461897697116,0.244237965320681,0.5115045996235483,0.1374599571301026,0.1264082244490305,0.1408584098538367,0.07559,1.07559,1,Premium (non-grazing),0.4961875
TOI-216.02,MCS,False,0.905397895072845,0.7078406261098238,0.9953905191175122,0.1633501421648311,0.1975572689630211,0.0899926240446672,0.0833,1.0833,1,Premium (non-grazing),0.4647708333333333
TOI-1470b,MCS,False,0.5762995013801913,0.4467478568260864,0.661149056568089,0.1305571382353441,0.1295516445541048,0.0848495551878977,0.0426,1.0426,1,Premium (non-grazing),0.49396875
HD109833b,MCS,False,0.5434174351629927,0.2899866695569502,0.8017809819854116,0.2423572474656843,0.2534307656060424,0.2583635468224189,0.0265,1.0265,1,Premium (non-grazing),0.4812083333333333
WASP-133b,MCS,False,0.2506413236211082,0.1488726592533902,0.3583798673943917,0.1051213288944561,0.1017686643677179,0.1077385437732835,0.086349201,1.086349201,1,Premium (non-grazing),0.4924375
WASP-88b,MCS,False,0.2142477369316834,0.0581773385776576,0.3905845817564033,0.1719607864988307,0.1560703983540258,0.1763368448247198,0.084,1.084,1,Premium (non-grazing),0.4932916666666667
TOI-1184b,MCS,False,0.6452611295602659,0.4421937154744595,0.8341837411113399,0.1876443352344464,0.2030674140858064,0.1889226115510739,0.03168869,1.03168869,1,Premium (non-grazing),0.4851458333333333
TOI-270c,MCS,False,0.2633560228121168,0.1490376166430783,0.392498666888465,0.123979792704834,0.1143184061690384,0.1291426440763481,0.05701,1.05701,1,Premium (non-grazing),0.4943333333333333
HAT-P-52b,MCS,False,0.4218555250428978,0.2699611070956774,0.5931729751184444,0.1663476646850538,0.1518944179472204,0.1713174500755465,0.1161,1.1161,1,Premium (non-grazing),0.4966875
Kepler-63b,MCS,False,0.4574788492720653,0.2417571105078556,0.7360054087669555,0.2342503870181767,0.2157217387642096,0.2785265594948902,0.059248,1.059248,1,Premium (non-grazing),0.4846666666666667
