Star Name,Planet Name,Star Radius [Rs],Planet Radius [Rj],Planet Semi-major Axis [AU],Occultation_Probability
1176.01,1176.01,1.57435,1.1387297655681754,0.12659434898413494,0.062132756242785726
1182.01,1182.01,2.33,1.6543698704750185,0.083633549969477,0.1390136253759573
1180.01,1180.01,0.727165,0.26441208805181,0.07982877878958658,0.043944278771324743
1184.01,1184.01,0.692384,0.2056404641358473,0.05579240489170018,0.059473750553796466
1193.01,1193.01,1.87353,1.9890122514407205,0.03994526013607874,0.2419142575356787
119.01,119.01,0.819657,0.1786005389833827,0.05642627017260591,0.06906606173913356
1185.01,1185.01,1.73248,0.4530224577854864,0.02240319419963733,0.36929280658161046
1197.01,1197.01,2.1241,1.4467506358753426,0.0655578528616288,0.16122327414775156
1194.01,1194.01,0.992671,0.7927732425725955,0.03204084986155693,0.15590241776920907
1196.01,1196.01,2.05935,1.396710403541655,0.06866233739756512,0.1491999888970568
1195.01,1195.01,3.6427,1.2700441138868686,0.04620747943459931,0.3797481361509685
1199.01,1199.01,1.53552,0.9526289906562974,0.04494582552339838,0.16900661090756855
1215.01,1215.01,0.518,0.0784566430355843,0.018310803959024968,0.13360615104873452
1224.01,1224.01,0.404403,0.1947744895281989,0.03852006343960432,0.051239390418219184
1227.01,1227.01,0.44128,0.5838918503923516,0.11949952388986942,0.019508001558644423
1234.01,1234.01,0.411471,0.463349569837744,0.025998607827420826,0.08211842113583302
1232.01,1232.01,1.09597,0.9598553390589156,0.11522504221492146,0.048214191003804203
1238.01,1238.01,0.62326,0.2106400266603256,0.036697826280942904,0.08172456626897422
124.01,124.01,4.09498,1.8976301691098303,0.027613083331180385,0.7224994474792512
1242.01,1242.01,0.711609,0.1838258133777205,0.008979187518331499,0.3783375384253465
1243.01,1243.01,0.490729,0.4006573039780675,0.04261557083733482,0.05804430218527851
1248.01,1248.01,0.874131,0.5989722938383315,0.04842680306245146,0.08985443780137224
1245.01,1245.01,0.524555,0.2112118895400884,0.04594304083728939,0.05529374653180401
1251.01,1251.01,0.942541,0.8998052759749343,0.05996345428748387,0.08027002637786336
1250.01,1250.01,1.58365,0.3420936293891624,0.027777392596602155,0.2710188552248933
1249.01,1249.01,0.999576,0.2853943705309685,0.10314205152524064,0.046391203130244786
1256.01,1256.01,0.156193,0.364706488317574,0.012960354104007404,0.06949359959405067
1260.03,1260.03,0.693431,0.3418610123419404,0.2306564675974754,0.014689168255111565
1258.01,1258.01,1.49192,0.3233291310776031,0.09618394823463768,0.07374039494539249
1263.01,1263.01,0.818229,0.1206898318832876,0.018260389586788963,0.21154117031734157
1264.01,1264.01,0.974457,0.6997219629748783,0.03513834177297611,0.13848330369629452
1272.01,1272.01,0.809032,0.4099123827840877,0.039741556228919964,0.09960031963841476
1275.01,1275.01,0.824734,0.3828825031480445,0.09431133402196788,0.042607560915653764
1277.02,1277.02,0.857648,0.2330747159542326,0.11330941475039474,0.03618277510212103
1274.01,1274.01,0.80494,0.8376890125328709,0.12636401023764204,0.03279156844720433
1279.01,1279.01,0.840608,0.2758707570497398,0.08421276127256574,0.0479862795192111
1280.01,1280.01,0.746003,0.2867620238767974,0.07968904766750018,0.0452547072450432
128.01,128.01,1.12777,0.1928159260756448,0.0583670035091576,0.09143527700771344
1287.01,1287.01,1.21037,0.225255744532675,0.08904649467101135,0.06442066654979883
1286.01,1286.01,1.56661,0.4754330592513848,0.01574953354888574,0.4770093881016514
1284.01,1284.01,0.560391,0.2282198588261623,0.01957487602778217,0.13870560461731504
1285.01,1285.01,0.53023,0.1664971191224193,0.017701661748432667,0.14379357994023118
1291.01,1291.01,1.8109,0.45093484602473,0.07712218452189014,0.11199151710162142
1294.01,1294.01,1.58143,0.8416777784227606,0.04747342963965724,0.163388693056348
1289.01,1289.01,0.38621,0.1964039954073182,0.010510440296112516,0.17981333771890504
1297.01,1297.01,1.3721,1.3278459796900353,0.052256933844269715,0.13424967571946625
1303.01,1303.01,2.29289,1.648901041375259,0.03004516185924043,0.38112660782288527
1295.01,1295.01,1.59715,1.3354093703350025,0.04666105638237614,0.1728567505304612
1301.01,1301.01,0.731699,0.2210745168969954,0.05891628142527722,0.059548777617716986
1313.01,1313.01,1.7904,0.5570640319476305,0.016733463158148644,0.513486917875447
1312.01,1312.01,1.85543,1.142619503720696,0.10525697896813592,0.08716446300547437
1310.01,1310.01,1.32298,1.0604175602864656,0.038184315665576236,0.17439733522249395
1314.01,1314.01,2.71699,0.695224676271471,0.034469507320426224,0.3762025657529804
1321.01,1321.01,5.60886,1.8335743894421752,0.030370315839102695,0.8877113779412993
1324.01,1324.01,1.78825,0.5098424412690931,0.0456881265023228,0.18735390646467245
1316.01,1316.01,2.34997,0.7647376871957702,0.052825018024834636,0.2137987436281352
1325.01,1325.01,0.668952,0.2031264086051586,0.018090055033400852,0.17733568876524433
1329.01,1329.01,1.77104,0.6568483055446762,0.03757317106118949,0.2275577889914113
1328.01,1328.01,2.06949,0.5774111094807811,0.05490518845400837,0.18031150362248177
1331.01,1331.01,3.81133,1.0858346795445644,0.04137365735855112,0.44094191750199835
133.01,133.01,0.650533,0.1966592906985396,0.06953858781173233,0.04485660279756927
1343.01,1343.01,1.65084,0.3624611458904493,0.06345729729755814,0.1237114704914503
1345.01,1345.01,4.88388,1.5106190657695966,0.07495142277527299,0.3126590493645741
1346.01,1346.01,0.784109,0.2413225399285234,0.05563160696484523,0.06761983257242642
1346.02,1346.02,0.784109,0.2251392754235439,0.026040989890096577,0.1441598829922121
1355.01,1355.01,1.85275,1.3937395714205785,0.04570665619192509,0.20308231820618564
1353.01,1353.01,1.87115,0.7757395796033122,0.07597060107790822,0.11942045168952482
1350.01,1350.01,3.39292,1.5524426723269735,0.06697097047814059,0.24668251153800622
1352.01,1352.01,1.9254,1.305426456806356,0.06703433791165417,0.14287999389304368
1369.01,1369.01,1.80236,0.5481479670172887,0.10472989601892811,0.08253396022587896
1364.01,1364.01,3.22588,0.8565658404157107,0.041083711246823106,0.3751169737662637
1368.01,1368.01,1.72267,0.2632389216136071,0.022261476449576118,0.3655202694379999
1361.01,1361.01,1.6635,0.9999838762379007,0.03869194282091386,0.21229068604067822
1381.01,1381.01,2.62216,1.1532716765512223,0.09969020514948526,0.12785018756915734
1387.01,1387.01,1.78185,0.3475739760392771,0.020643191293011058,0.40945891850472066
1382.01,1382.01,1.8807,0.9713996536675432,0.013321317419159847,0.6914001102253186
1376.01,1376.01,1.4505,0.370392634233061,0.02889006336051856,0.23961565190504916
1390.01,1390.01,2.50378,0.7798041775443406,0.044740770025493114,0.2685785479622984
1392.01,1392.01,2.6541,0.7568493695938008,0.05058410488556061,0.25115595776668354
1391.01,1391.01,0.794852,0.2271865802187657,0.03552689907717339,0.10710206969607616
139.01,139.01,0.700727,0.2747266922763386,0.08565111111985722,0.039579152027224444
1398.01,1398.01,4.57861,1.1492659599675488,0.0982542055003119,0.22229993798968178
1393.01,1393.01,1.35265,0.6502219046449952,0.014654586667725435,0.45045228254324876
1394.01,1394.01,1.5779,0.3415885968499972,0.04325320407851963,0.17342566321842
1396.01,1396.01,0.95503,0.5666224389582051,0.0442322463875923,0.10653136301382574
1399.01,1399.01,1.37937,0.4478944268449616,0.026704157781187097,0.2482295590214471
1400.01,1400.01,1.62226,1.0563047866894195,0.06194551304303645,0.12993789015432763
1408.01,1408.01,1.48504,0.7003081001230906,0.05862039879922923,0.12352019844073728
1412.01,1412.01,0.660827,0.6221654017792201,0.0480080327152077,0.0702066625774541
1410.01,1410.01,0.778749,0.3060991969171375,0.01978308007345462,0.19045719061224362
1409.01,1409.01,2.74,1.3628625444805014,0.057172943851301124,0.23426438994646104
1417.01,1417.01,1.55831,1.7198830797156326,0.048239730699789575,0.16726445585820343
1416.01,1416.01,0.801873,0.1346456057181222,0.018648856029373266,0.20341357790199827
1420.01,1420.01,0.940037,1.0786728329925026,0.06725032301013636,0.07267032916389801
1415.01,1415.01,1.41048,0.4267633797243048,0.12618814941930637,0.053597259064526684
1430.01,1430.01,0.78399,0.1705293323169025,0.06838008433566925,0.0545102407312232
1432.01,1432.01,0.913321,0.1962381819364404,0.06292642278132209,0.06898772194110259
1423.01,1423.01,0.696945,0.5722689737787444,0.03514030582289396,0.1000163208439568
1424.01,1424.01,0.799965,0.2986215054113746,0.05010613471906511,0.07709476374204624
1434.01,1434.01,0.735511,0.181056275206037,0.1779224483619861,0.01971081027962687
1438.01,1438.01,0.815924,0.2749170574889498,0.054226437770333376,0.07239659032168486
1443.01,1443.01,0.748579,0.1936375886532758,0.14918379112263094,0.023955554715120564
145.01,145.01,1.585,0.7908194520785543,0.055567053586916576,0.13945167823517074
1449.02,1449.02,0.604385,0.1440096150352487,0.03459334334829554,0.08323838577451313
1448.01,1448.01,0.381586,0.2351154278217143,0.05985615322275139,0.031524136936081144
1450.01,1450.01,0.473603,0.0974647763453253,0.02402375905107835,0.09361786896958318
1453.01,1453.01,0.70962,0.1904731617663514,0.06256450866665816,0.05420150700267049
1454.01,1454.01,1.14394,1.2489092751636548,0.038934996255261645,0.1519636050943221
1460.01,1460.01,1.1282,1.1783765461869855,0.06988957531931395,0.08312823208074283
1459.01,1459.01,0.82204,0.2225812729888658,0.07934290298731951,0.04952226760042033
1461.01,1461.01,1.28529,1.8066205648927156,0.0468712664450679,0.14594385048260675
1466.01,1466.01,0.749646,0.2147679666675991,0.025829460132315674,0.13894369423596423
1467.01,1467.01,0.490737,0.1629945794230123,0.054484065294441664,0.04331634493387336
1468.01,1468.01,0.369306,0.1796395272981592,0.09215460594404425,0.019568139718458045
1468.02,1468.02,0.369306,0.1297943974499244,0.022553344267306825,0.07890064862171642
1472.01,1472.01,0.859483,0.462353787949281,0.061767043626105744,0.06828809732060324
1471.01,1471.01,0.966154,0.3495786186146701,0.14281658568686234,0.03263016843371867
1470.01,1470.01,0.49012,0.1963352558833156,0.02937739967137695,0.08078027939611672
1475.01,1475.01,1.88016,0.472493443171124,0.11860479273738134,0.07562446961322336
148.01,148.01,1.14676,0.6627855090779389,0.057798629471387815,0.09774818951602879
1473.01,1473.01,0.992345,0.1927766718374083,0.05991793744336693,0.07855735772311084
1482.01,1482.01,1.79401,1.3707936848878195,0.07028988393286256,0.1280138625006812
1484.01,1484.01,2.225,0.7982706202092543,0.022789335930082075,0.4707806681817396
1487.01,1487.01,8.94912,1.3069163335757847,0.14625288211257892,0.28882957446956814
1486.01,1486.01,0.711893,0.1082685419067867,0.006946019191554594,0.48407237844550743
1492.01,1492.01,1.22451,0.3163954051782017,0.018201605032050382,0.3211665828476384
1496.01,1496.01,0.680979,1.0286662344038495,0.08810302190194902,0.041524846756672985
1490.01,1490.01,5.11342,1.06849144337828,0.044865169674690945,0.5414092639007393
1489.01,1489.01,8.40301,1.2168992281653892,0.06578822728907717,0.6028354005582705
1497.01,1497.01,1.8463,0.3292788245957589,0.023165770652438238,0.3774326516123488
1506.01,1506.01,3.37059,1.2588834202428243,0.1338802679297761,0.12157453942012757
1504.01,1504.01,1.49644,0.3293796366166843,0.023882132256778404,0.2979865394373985
1505.01,1505.01,2.07071,0.9377302229620096,0.048057874119773324,0.20970351612420693
1508.01,1508.01,3.8653,1.0868784854249427,0.041750172407838695,0.4429889337042312
1507.01,1507.01,1.80929,0.6939114435741063,0.014879428614386646,0.5877685629855091
1511.01,1511.01,1.99603,2.1759784038773566,0.029102308160108174,0.35469215111664976
1513.01,1513.01,1.55311,0.3627421705505511,0.030282473332083684,0.24423499414046887
1520.01,1520.01,1.50443,0.3471662672466849,0.0687746205973353,0.10414032458178527
1523.01,1523.01,1.52887,0.4632651375398646,0.07855767663496775,0.0933244471801884
1521.01,1521.01,2.30507,1.5155526098024954,0.05307972415538008,0.21559883763278317
1515.01,1515.01,2.31938,0.6880500720919823,0.050511031403635526,0.22005125996811473
1527.01,1527.01,2.762,1.4898385143893025,0.06999352295282486,0.19368329580468888
153.01,153.01,1.48728,1.1100474074022268,0.07922992886111639,0.09399266929167552
1532.01,1532.01,1.41225,1.076092491327701,0.09399596448142716,0.07534239490173882
1533.01,1533.01,0.879456,0.2619818938482627,0.04249741707097824,0.09918440537817322
1533.02,1533.02,0.879456,0.6342127326865943,0.0721379270208102,0.06089678890529475
1537.01,1537.01,0.958713,0.2891841888043417,0.06920409020283949,0.06642183922566475
1538.01,1538.01,1.12258,0.5021705483410731,0.0700782371251718,0.07792014049168801
1541.01,1541.01,2.36113,1.3784125756728025,0.06792822071617936,0.17134400744367748
1543.01,1543.01,2.32115,0.628203417333408,0.08131366637973919,0.13644258753004035
1547.01,1547.01,1.40108,0.3083670213170704,0.016291907605104874,0.40897872340957464
1546.01,1546.01,1.39853,0.2706972268785318,0.022540763355590535,0.2942749804171001
1548.01,1548.01,1.20904,0.298235859284955,0.10651916347616404,0.054122901707709024
1551.01,1551.01,1.78366,0.5753324191378056,0.031099314745346045,0.27556236222896885
155.01,155.01,1.79013,0.5009054912997258,0.06702530895966781,0.12777741828249653
1550.01,1550.01,3.95919,1.868858596766072,0.031147933475181216,0.6197907395603014
1552.01,1552.01,4.72499,0.9110462623790074,0.10449204809522258,0.21445455144402914
1555.01,1555.01,1.03584,0.9060948755105466,0.033058451470616576,0.15881438887276478
1553.01,1553.01,2.08812,1.6740326752643653,0.07276150144132452,0.14445475287540832
1560.01,1560.01,2.08687,0.5600516452555532,0.010875284699769481,0.9169935767754672
1566.01,1566.01,1.81303,0.6429692559027583,0.045976136461152124,0.1900705192622606
1568.01,1568.01,0.944316,0.9256060161976164,0.022725620045838047,0.21270498489882247
1570.01,1570.01,1.80159,0.5020849027303755,0.03635606109419411,0.23704930259562387
1571.01,1571.01,2.01731,0.5399875461729984,0.024302239385569465,0.39665032662357874
1576.01,1576.01,5.38747,0.8637114767516644,0.015183273597199346,1.0
1569.01,1569.01,4.40157,1.2610334819280478,0.03104820955604031,0.6786864186914956
1585.01,1585.01,5.02905,0.9472404543165668,0.04192374900764301,0.5686541387341535
1583.01,1583.01,4.62151,0.8950769245509986,0.06925467219450258,0.3165119781557094
1577.01,1577.01,1.12985,0.4723792579449448,0.020187592175715485,0.27145772698333936
1578.01,1578.01,2.11263,1.568099760532647,0.034721149561804845,0.30454357179923536
159.01,159.01,1.58746,1.5461340434072346,0.05440257184380819,0.1492819078654208
1593.01,1593.01,4.76839,1.0627014432384043,0.03563748351695903,0.6364955805388306
1592.01,1592.01,1.38826,0.4301701747680859,0.0605798549799938,0.10996450294547387
1586.01,1586.01,8.61384,1.8669583347787164,0.025955508174178524,1.0
1594.01,1594.01,4.34703,0.992463121048509,0.03661411872410436,0.5650829266942676
1596.01,1596.01,3.62341,1.2220022791361271,0.03821027881017054,0.4562787368277242
1600.01,1600.01,1.85431,0.5969641808314218,0.010619643412186495,0.838888228270205
1597.01,1597.01,1.48536,0.4177792889833827,0.016243208382853227,0.43755348750729495
1604.01,1604.01,3.01857,1.8588933731046835,0.05264026744966675,0.28354939301968707
1606.01,1606.01,1.62,0.7268305830442567,0.05377958267964127,0.14654456040732242
1602.01,1602.01,1.08784,0.3483947464751301,0.06909295118771455,0.07562942600359374
1601.01,1601.01,2.22362,1.3034280592234095,0.06030280076204107,0.18181200501864764
1608.01,1608.01,2.12802,1.2401224458912885,0.03711022139414415,0.28264275032598374
161.01,161.01,0.9849,0.4121141886924411,0.03639017712155553,0.13127697330411955
1615.01,1615.01,1.51067,2.1458953831197896,0.05805131150338428,0.13868477344010496
1619.01,1619.01,4.72692,1.0259630448162032,0.03197379495415718,0.7028470920120665
1623.01,1623.01,1.76629,0.6018905877300957,0.018940908967853786,0.4488545948773497
1625.01,1625.01,1.4274,0.3759182124713254,0.028412173699042968,0.23995792393996598
1630.01,1630.01,0.831212,0.2151738911766351,0.09743098701246772,0.04072990261399737
1633.01,1633.01,0.3232,0.1709368359168858,0.07938911275793072,0.019961437253268887
1635.01,1635.01,0.389199,1.2516048904676047,0.1603839893297567,0.015014542998186933
1637.01,1637.01,1.64302,1.5582652802488393,0.055187688237861576,0.15194506959418466
1634.01,1634.01,0.465258,0.1632963285366195,0.015021142916226998,0.1492366810632323
1638.01,1638.01,0.701237,0.5274844646382812,0.015569762148765855,0.22564003245113373
1641.01,1641.01,3.39909,1.145081815028255,0.0429645778013705,0.38065275869902016
1648.01,1648.01,0.844876,0.2344370164493929,0.06684819133290866,0.06045196224983782
1639.01,1639.01,0.611023,0.3064339909622056,0.015517371012808836,0.19255746185370393
1649.01,1649.01,1.77761,1.8364381645498795,0.056246832484529094,0.16257521369539768
1650.01,1650.01,3.01919,0.9947113183293236,0.10429388889854709,0.1391837189463135
1652.01,1652.01,1.99306,0.2870020100151065,0.01399654818177193,0.6720097583908813
1655.01,1655.01,1.14586,0.3241115394169977,0.04083071565013416,0.1343027045015051
1658.01,1658.01,2.97877,0.7305574250295138,0.017889307215961776,0.7938709738004749
166.01,166.01,1.00217,0.7692287289067308,0.05446946249091368,0.09231170504944104
1663.01,1663.01,2.11229,1.2120192126391764,0.04298629722183013,0.24199229711914974
1666.01,1666.01,1.99659,0.4645676645358921,0.032493041078033476,0.2925885188362242
1660.01,1660.01,1.86093,0.3334977630643988,0.026070420236696156,0.33806784499453985
1668.01,1668.01,1.03718,0.3384286306719633,0.03285528230075454,0.1517291731111463
1669.01,1669.01,1.06961,0.2089583394086051,0.0361978927839569,0.1401751853055636
1671.01,1671.01,3.96025,1.0482665892687293,0.07198569536323898,0.2628018485475323
1675.01,1675.01,2.05753,0.9255346448553684,0.0501198562732288,0.19973688207653909
1679.01,1679.01,2.67566,0.3986116228808817,0.013729068542264775,0.9202054382494437
168.01,168.01,0.727,0.3039241552621272,0.030620351000375644,0.1151565304286257
1673.01,1673.01,1.4,0.4149547681139148,0.01984924563688443,0.33799565437221496
1686.01,1686.01,1.45858,0.3316306084584289,0.0726329586694316,0.09557042848474277
1687.01,1687.01,0.978325,0.3491016350130084,0.09074651558105284,0.051974470921369836
1683.01,1683.01,0.695095,0.235364843898618,0.03631699449255486,0.09210553220299635
1680.01,1680.01,0.213459,0.1269687257175628,0.04007898227901452,0.026282148078017924
1689.01,1689.01,1.1485,0.1826378730716723,0.08126792523208713,0.0667956425515987
1691.01,1691.01,1.00422,0.2611548784199631,0.12663406690018042,0.037864192715951935
1688.01,1688.01,2.3529,2.0408330203351426,0.06991997458610222,0.1704432441501138
1692.02,1692.02,1.45796,0.6481088846863985,0.2193702753929692,0.032319433014040694
1694.01,1694.01,0.81833,0.4888960674965031,0.043470672936232066,0.0929191416604242
1697.01,1697.01,0.65,0.2089262223045935,0.08186475600996743,0.038143989732554874
1695.01,1695.01,0.516105,0.1665480782607844,0.03348701137541205,0.07405025754403147
1700.01,1700.01,1.01386,0.3120703018379679,0.020223963083557034,0.24050970617177284
170.01,170.01,1.22084,1.2437348528506686,0.047580059550376294,0.13181678541267516
1699.01,1699.01,1.03909,0.2892207666172439,0.05201588167535618,0.09555679689529029
1702.01,1702.01,0.886884,0.2633397336345325,0.00931419768409971,0.45632203238852004
1705.01,1705.01,1.66967,0.4935747623090695,0.12216178867528864,0.06549202024521149
1708.01,1708.01,1.24034,0.8602432488250433,0.10594490616389182,0.05832527778511494
1716.01,1716.01,1.23517,0.2473480922620712,0.07932979659504505,0.07389813401583689
1712.01,1712.01,3.1703,1.8043656676271471,0.05184406987412473,0.30101172281533073
1709.01,1709.01,1.60479,1.608183690622727,0.07941399067520655,0.10365384525526525
171.01,171.01,1.10723,1.2118050986124322,0.020860640799657288,0.27459616006773774
1723.01,1723.01,1.08725,0.2676398570049795,0.11150133032820084,0.04649383223093804
1717.01,1717.01,1.35549,1.1301116759917194,0.05520346730261845,0.12397293791825972
1718.01,1718.01,0.939285,0.3924344332093101,0.058054176982449655,0.07847249993450492
1724.01,1724.01,0.380019,0.1767007944382588,0.012042037878800187,0.1537705058676904
173.01,173.01,1.46863,1.0839433389749902,0.21046510373264865,0.03491232591968008
1727.01,1727.01,0.98869,0.2029149620823309,0.0281413090077383,0.16683098926965348
1730.02,1730.02,0.532243,0.1318665840793375,0.026859156849031597,0.09450024720596276
1730.01,1730.01,0.532243,0.2458064712695126,0.05447627671238069,0.04759224315887938
1730.03,1730.03,0.532243,0.2173168157276338,0.08703726310896095,0.029631367827989804
1733.01,1733.01,1.50346,0.568686855032731,0.06343995305134649,0.11449510096542968
1732.01,1732.01,0.632571,0.2278663922536787,0.04266484983434208,0.07150257961183284
174.04,174.04,0.691374,0.0720056282880602,0.04439881248909595,0.07319167031302279
174.05,174.05,0.691374,0.0827478895953393,0.07020874428898174,0.046358284093767355
1747.01,1747.01,0.697932,0.3025948640127566,0.033949721175252044,0.09986292143274972
1758.01,1758.01,0.805886,0.3038322646589828,0.13617451785846982,0.028587920040151663
176.01,176.01,0.322208,0.9299936586764954,0.09096714153584799,0.021357784572552167
1765.01,1765.01,0.904432,0.5049263742936272,0.04166559690723551,0.10673873109589915
1762.01,1762.01,0.94842,0.3498686271424774,0.1711811640963353,0.02674240753842475
1772.01,1772.01,0.995254,0.2528125141814468,0.07562692673767095,0.06279792210144011
1768.01,1768.01,1.09577,0.2556655300593073,0.07507422773875157,0.06950485964382065
1775.01,1775.01,0.83944,0.7758270094975662,0.08578849606256213,0.049826630568156775
177.01,177.01,0.517786,0.1897242087436356,0.03197077276338762,0.0781530998964231
