Planet,eclipse_observed,b_occ_median,b_occ_16,b_occ_84,k_rp_rs,Max Tier,prob_false_eclipse,prob_grazing_eclipse,prob_true_eclipse,dominant_regime
HAT-P-45b,False,0.280623873066653,0.1675013628946701,0.400750422894622,0.111,3,0.0,0.0,1.0,True Eclipse
MASCARA-1b,True,0.113363429033472,0.1008766484712285,0.124900605577201,0.07884,3,0.0,0.0,1.0,True Eclipse
CoRoT-2b,True,0.2259031965820093,0.203890122008582,0.2496126225561993,0.166280459,3,0.0,0.0,1.0,True Eclipse
WASP-33b,True,0.2066235764899171,0.1613358405853095,0.2329181655954174,0.1118,3,0.0,0.0,1.0,True Eclipse
WASP-8b,True,0.3176754655124147,0.2786156056862397,0.3545646722980536,0.113,3,0.0,0.0,1.0,True Eclipse
WASP-54b,False,0.5401490799729254,0.4721854026697549,0.6138641127076416,0.0927,3,0.0,0.0,1.0,True Eclipse
HAT-P-22b,False,0.4640161664505622,0.3878311247290441,0.5547174711833223,0.1065,3,0.0,0.0,1.0,True Eclipse
WASP-12b,True,0.340659930115901,0.2609564603930408,0.4085424990268547,0.11785,3,0.0,0.0,1.0,True Eclipse
WASP-85Ab,False,0.0482238036038501,0.0365612886091329,0.0657735861215056,0.136284203,3,0.0,0.0,1.0,True Eclipse
HAT-P-2b,True,0.3551044964808937,0.2604421669204597,0.4769771376374756,0.07227,3,0.0,0.0,1.0,True Eclipse
KELT-24b,False,0.0758501793751696,0.0313016774974594,0.1151498702222362,0.087024,3,0.0,0.0,1.0,True Eclipse
TOI-1181b,False,0.2086745423248024,0.1147331139130396,0.312390311361103,0.0764,3,0.0,0.0,1.0,True Eclipse
K2-237b,False,0.1865743816451342,0.0931126830573386,0.2922573316103972,0.119,3,0.0,0.0,1.0,True Eclipse
HAT-P-40b,True,0.1608049268575199,0.0758422722358733,0.2574453375961787,0.0807,3,0.0,0.0,1.0,True Eclipse
TOI-1516b,False,0.0255370769959442,0.0072328667933447,0.0558699281277097,0.1224,3,0.0,0.0,1.0,True Eclipse
TOI-2803Ab,False,0.0924212782942852,0.035359468059631,0.1601084621270984,0.13338514,3,0.0,0.0,1.0,True Eclipse
Qatar-2b,False,0.0479581535438983,0.0160365436680867,0.0955596474653323,0.16208,3,0.0,0.0,1.0,True Eclipse
WASP-4b,True,0.0503193452555757,0.0251142038966347,0.0988091634798514,0.15275,3,0.0,0.0,1.0,True Eclipse
HAT-P-23b,False,0.3785728005662393,0.265217430856062,0.4982226866154955,0.1169,3,0.0,1e-05,0.99999,True Eclipse
TOI-1173b,False,0.7730159593271249,0.7416602123166701,0.8042172783978271,0.09,3,0.0,9e-05,0.99991,True Eclipse
WASP-103b,True,0.1932707739489171,0.0806123237442689,0.335100578489041,0.1093,3,0.0,0.00016,0.99984,True Eclipse
KELT-21b,False,0.4095226307963325,0.3216302797408001,0.4908680172506993,0.09952,3,0.0,0.00016,0.99984,True Eclipse
XO-3b,True,0.6273618019101563,0.5618330363035235,0.6926146271939168,0.090822213,3,0.0,0.00017,0.99983,True Eclipse
Kepler-25c,False,0.8836204008372943,0.8644342622730025,0.9026592413531324,0.03637,3,0.0,0.00034,0.99966,True Eclipse
KELT-15b,False,0.2056899238606191,0.0812451471462372,0.339207383677746,0.1001,3,0.0,0.00043,0.99957,True Eclipse
WASP-94Ab,True,0.1772845553899241,0.0823672137326673,0.2917413761258031,0.10970611,3,0.0,0.0016,0.9984,True Eclipse
KELT-2Ab,True,0.1605819141055946,0.0595189282037717,0.2928065190575337,0.071880635,3,0.0,0.00166,0.99834,True Eclipse
NGTS-2b,False,0.2029586915076234,0.0799386808593293,0.3493280296472397,0.09619,3,0.0,0.00188,0.99812,True Eclipse
HAT-P-20b,False,0.616549455998261,0.5546772396355174,0.6828656300859531,0.155,3,0.0,0.00231,0.99769,True Eclipse
WASP-18b,True,0.3889812657938899,0.2950537197259962,0.5076641802630859,0.1018,3,0.0,0.00232,0.99768,True Eclipse
HAT-P-13b,True,0.669516588288006,0.6018746811959824,0.7386555534826535,0.0844,3,0.0,0.00276,0.99724,True Eclipse
WASP-97b,True,0.2207441992067451,0.0990105985961221,0.3675264134598527,0.108471723,3,0.0,0.00342,0.99658,True Eclipse
HD209458b,True,0.4977480018764042,0.3882691321789373,0.5686843449541531,0.120033725,3,0.0,0.00371,0.99629,True Eclipse
KELT-10b,False,0.2043023793767235,0.0957576960520928,0.347132938598708,0.119,3,0.0,0.00405,0.99595,True Eclipse
WASP-79b,True,0.4892611344964265,0.3813608631584504,0.5651280149043129,0.10412378,3,0.0,0.00448,0.99552,True Eclipse
XO-7b,False,0.7336278050153506,0.6899155994949836,0.7779817175462672,0.09532,3,0.0,0.00449,0.99551,True Eclipse
TOI-5398b,False,0.2944057547514588,0.2049642820431037,0.4215950125032362,0.0899,3,0.0006,0.00422,0.99518,True Eclipse
WASP-95b,False,0.2021800635557487,0.0736663180996838,0.3786547899455089,0.102762685,3,0.00056,0.00433,0.99511,True Eclipse
TOI-3321b,False,0.4176989470068509,0.3045067987936659,0.5647589742850716,0.0921,3,0.0,0.00524,0.99476,True Eclipse
WASP-193b,False,0.317271497591615,0.2109593961710668,0.4730758111895586,0.12142419,3,0.0,0.00543,0.99457,True Eclipse
HATS-24b,False,0.3161609216572921,0.1835682842713999,0.4594342305079424,0.1334,3,0.0,0.00594,0.99406,True Eclipse
WASP-15b,False,0.5059725877599978,0.3919367149506064,0.5945056386403405,0.09842,3,0.0,0.00643,0.99357,True Eclipse
HD149026b,True,0.5333469401609281,0.3993080600188978,0.63562389621418,0.05416,3,0.00267,0.00382,0.99351,True Eclipse
TOI-778b,False,0.7367264007643144,0.6762512405754805,0.796774417730583,0.0825,3,0.0,0.00675,0.99325,True Eclipse
WASP-78b,True,0.4877730334190265,0.3730930839649193,0.590296107454808,0.090081332,3,0.00078,0.00607,0.99315,True Eclipse
KELT-16b,False,0.2942196072202021,0.1567706955954646,0.4781980550144392,0.107,3,0.00197,0.00498,0.99305,True Eclipse
KELT-20b,True,0.4868332770781211,0.3746314449263139,0.5699141791275538,0.1144,3,0.00054,0.00658,0.99288,True Eclipse
TOI-615b,False,0.4757413672432072,0.3719352588169092,0.5848207589266788,0.10023,3,0.00268,0.00474,0.99258,True Eclipse
WASP-163b,False,0.4245316340064815,0.3034304883944704,0.5591255376628201,0.119,3,0.00163,0.006,0.99237,True Eclipse
HAT-P-49b,False,0.3171355344428195,0.1682631472486844,0.4844389600516085,0.0792,3,0.0051,0.00275,0.99215,True Eclipse
WASP-173Ab,False,0.2701064733508499,0.1143472457489883,0.4617880771811581,0.1203,3,0.00463,0.00384,0.99153,True Eclipse
WASP-71b,False,0.3647530131666346,0.1986906535374576,0.5610524726298497,0.066386513,3,0.00619,0.00239,0.99142,True Eclipse
HAT-P-8b,True,0.2761458452013463,0.1569697137598175,0.4890175453490033,0.0953,3,0.00553,0.00309,0.99138,True Eclipse
KELT-17b,False,0.5529618996207762,0.4260392783735417,0.6528243702614156,0.09526,3,0.00325,0.0054,0.99135,True Eclipse
WASP-13b,False,0.5669148034317503,0.4399475514518312,0.6654830723266258,0.091511296,3,0.00279,0.00618,0.99103,True Eclipse
WASP-50b,False,0.6875941969091748,0.6205177602308665,0.7548432543280974,0.1404,3,0.0,0.009,0.991,True Eclipse
TOI-1431b,True,0.8838878469503548,0.8696127172879342,0.898286490550075,0.07955,3,0.0,0.00936,0.99064,True Eclipse
WASP-123b,False,0.5058152963808157,0.3814396277371726,0.618826169629724,0.105401727,3,0.00471,0.0047,0.99059,True Eclipse
WASP-10b,True,0.5634010598675545,0.4670176984914508,0.6748813718024731,0.169724177,3,0.0,0.00952,0.99048,True Eclipse
KELT-7b,True,0.5798778336361528,0.4581731607475655,0.6705241778644054,0.09097,3,0.00543,0.00422,0.99035,True Eclipse
TOI-2046b,False,0.5040552142163872,0.3818820126656335,0.6251037858717161,0.1213,3,0.00485,0.00488,0.99027,True Eclipse
WASP-149b,False,0.5685179188385776,0.4465914025675,0.6575482789592247,0.1297,3,0.0,0.01065,0.98935,True Eclipse
HAT-P-6b,True,0.582748556693772,0.4585010427850795,0.6872616736521315,0.09338,3,0.00482,0.00819,0.98699,True Eclipse
KELT-23Ab,False,0.557893933836902,0.4397603582584665,0.6491313097782878,0.1365,3,0.00073,0.01256,0.98671,True Eclipse
KELT-19Ab,False,0.5856961922535826,0.4520725800454279,0.6889054015817044,0.10713,3,0.00451,0.00912,0.98637,True Eclipse
WASP-87b,True,0.5843318371780519,0.4575532824348072,0.6912414100285765,0.087477762,3,0.0061,0.00797,0.98593,True Eclipse
TOI-1333b,False,0.5584296599046379,0.4601554886301991,0.7238489070328686,0.0745,3,0.00565,0.01216,0.98219,True Eclipse
KELT-3b,True,0.5912545383183765,0.4620760273282156,0.7065431631009186,0.0939,3,0.0067,0.01238,0.98092,True Eclipse
WASP-52b,False,0.5853324554671583,0.4617090903696373,0.6680162667877121,0.165200772,3,0.00021,0.02065,0.97914,True Eclipse
HAT-P-60b,False,0.6565083393505972,0.5161870083707201,0.747207422183736,0.07622,3,0.00666,0.0159,0.97744,True Eclipse
XO-6b,False,0.6184390702312438,0.476523695609138,0.7142463776432564,0.11,3,0.00404,0.01923,0.97673,True Eclipse
K2-24c,False,0.4374378712546448,0.2748720870762976,0.6633064145380112,0.06147,3,0.00958,0.01445,0.97597,True Eclipse
WASP-178b,False,0.6092069325507997,0.4750312878392105,0.7137762789839667,0.11066,3,0.00481,0.02015,0.97504,True Eclipse
KELT-12b,False,0.5707002720240824,0.4229744544451809,0.7302168510625329,0.0772,3,0.00948,0.0187,0.97182,True Eclipse
WASP-14b,True,0.4745172575018898,0.3218247269424109,0.6819569336911827,0.0965,3,0.00903,0.02208,0.96889,True Eclipse
Qatar-1b,True,0.6310451497934355,0.4957759348967357,0.7151369588712568,0.14629,3,0.00362,0.02939,0.96699,True Eclipse
HD189733b,True,0.6439649786412065,0.5185230396267012,0.732895306773235,0.1504,3,0.00322,0.042,0.95478,True Eclipse
KELT-4Ab,False,0.6776947585306276,0.5284259967133881,0.7714538798445851,0.10893,3,0.00764,0.04022,0.95214,True Eclipse
WASP-131b,True,0.7207839246875722,0.5521912724536964,0.8255061711602291,0.080709194,3,0.01198,0.05473,0.93329,True Eclipse
WASP-20b,False,0.6996612698787875,0.5534235261764066,0.8070395184839407,0.107930349,3,0.00893,0.06112,0.92995,True Eclipse
WASP-43b,True,0.6665436076027313,0.5215044478660905,0.7625896212331216,0.1588,3,0.00499,0.06716,0.92785,True Eclipse
TOI-2109b,False,0.7339728846112619,0.5759270217085986,0.8364828284500129,0.08155,3,0.01395,0.05934,0.92671,True Eclipse
WASP-187b,False,0.7404532004892119,0.587216895838084,0.8670976870285715,0.059551521,3,0.02613,0.0507,0.92317,True Eclipse
WASP-48b,False,0.7044871863918397,0.5509337524057764,0.8314757285975776,0.097559511,3,0.0105,0.07172,0.91778,True Eclipse
WASP-104b,True,0.7042037031656545,0.5478070958154158,0.8077057312271603,0.121330398,3,0.00832,0.07497,0.91671,True Eclipse
HAT-P-1b,True,0.7386240846901403,0.5798518828543,0.8262205564040204,0.11802,3,0.00916,0.08327,0.90757,True Eclipse
WASP-101b,True,0.71707585894268,0.5514674300773905,0.8316003315293786,0.112176061,3,0.01167,0.08176,0.90657,True Eclipse
KELT-8b,False,0.7544283373103715,0.6470698589609247,0.8601041950565673,0.1145,3,0.00496,0.10207,0.89297,True Eclipse
WASP-167b,False,0.7515793199589261,0.598694888246023,0.8740155273642822,0.090706728,3,0.02269,0.09035,0.88696,True Eclipse
HAT-P-30b,True,0.815080398969993,0.7541698909308412,0.8774616412118404,0.1134,3,0.0,0.12534,0.87466,True Eclipse
WASP-74b,True,0.838025632123094,0.6541740900925703,0.9602615719250888,0.0984206,3,0.05082,0.22804,0.72114,True Eclipse
KELT-14b,False,0.810527607599193,0.635886801573616,0.9634190391798568,0.1143,3,0.0454,0.25473,0.69987,True Eclipse
HAT-P-56b,False,0.8537562166523303,0.6562643625021114,0.9688503006356188,0.1054,3,0.0553,0.27331,0.67139,True Eclipse
TOI-640b,False,0.8807881677278221,0.8021711865350811,0.956303294069628,0.08738,3,0.0084,0.32967,0.66193,True Eclipse
TOI-1518b,True,0.8856063462310504,0.6895441720912878,1.013276431821712,0.0988,3,0.08545,0.3534,0.56115,True Eclipse
TrES-3b,True,0.824682053124169,0.6445488203975401,0.9330150775680496,0.1655,3,0.02127,0.43054,0.54819,True Eclipse
WASP-93b,False,0.8890562172830394,0.6957610268956305,1.015247948624973,0.107685045,3,0.0802,0.40459,0.51521,True Eclipse
TOI-1789b,False,0.9434735519793712,0.7355010067183136,1.0893428068329298,0.068,3,0.1866,0.34623,0.46717,True Eclipse
TIC46432937b,False,0.8056309155815495,0.622854501487166,0.9138996676180032,0.2301,3,0.00943,0.60254,0.38803,Grazing Eclipse
WASP-177b,False,0.9218204323549088,0.6865252548117176,1.1309783133148528,0.183463325,3,0.11134,0.57004,0.31862,Grazing Eclipse
TOI-2134c,False,1.5020962184332307,0.6136878699463835,2.6394711488476283,0.09404,3,0.657,0.07728,0.26572,False Eclipse
K2-31b,False,1.01939055013055,0.7840030150423142,1.2356678065451776,0.135,3,0.3016,0.45322,0.24518,Grazing Eclipse
WASP-140b,False,0.921413983569104,0.8084717701543969,1.0213188866062106,0.170089961,3,0.0092,0.78187,0.20893,Grazing Eclipse
WASP-119b,False,0.5205806312235355,0.2888512983852834,0.7765224962281168,0.119889799,3,0.0,0.0,0.0,False Eclipse
WASP-69b,True,0.6703814549705074,0.5192067344131526,0.790085028724959,0.133604131,3,0.0,0.0,0.0,False Eclipse
TOI-2193Ab,False,0.9708036718959002,0.7492397280567578,1.132335952835409,0.145745154,3,0.0,0.0,0.0,False Eclipse
