Planet,Dataset,eclipse_observed,b_occ_median,b_occ_16,b_occ_84,b_occ_std,b_occ_err_lower,b_occ_err_upper,b_occ_quantiles,t_eclipse_median,t_eclipse_16,t_eclipse_84,t_eclipse_std,t_eclipse_err_lower,t_eclipse_err_upper,t_eclipse_quantiles,k_rp_rs,one_minus_k,one_plus_k,acceptance_fraction
TOI-178g,MCS,False,0.8410278178066354,0.6736234366223531,0.9546178246196592,0.1772615087275065,0.1674043811842822,0.1135900068130238,"0.047021,0.298903,0.374350,0.417660,0.458117,0.489181,0.516338,0.540182,0.559852,0.580360,0.598006,0.614634,0.629665,0.642015,0.653759,0.664204,0.675418,0.686722,0.695696,0.705309,0.713539,0.721585,0.728904,0.735702,0.742589,0.749455,0.755656,0.761173,0.766376,0.771340,0.776033,0.781042,0.785589,0.789996,0.793401,0.797151,0.800994,0.804478,0.807743,0.811539,0.814472,0.817401,0.820423,0.823570,0.826373,0.829097,0.831698,0.834556,0.837098,0.839712,0.842475,0.844907,0.847713,0.850437,0.852905,0.855347,0.858049,0.860776,0.863655,0.865784,0.868563,0.870970,0.873629,0.876567,0.879444,0.881915,0.884526,0.887642,0.890409,0.893371,0.896439,0.899597,0.902671,0.906009,0.909186,0.913027,0.917012,0.921289,0.926181,0.930817,0.936066,0.941521,0.947058,0.953592,0.960849,0.969032,0.977723,0.986721,0.997492,1.008812,1.022418,1.035912,1.052010,1.071985,1.096554,1.123000,1.157327,1.208024,1.277901,1.713797",2458758.3957690885,2458756.4360758653,2458760.4150497923,2.6186290304725497,1.959693223237991,2.019280703738332,"2458746.757124,2458750.949927,2458752.157655,2458752.958418,2458753.538234,2458754.029818,2458754.408722,2458754.724046,2458754.989428,2458755.231410,2458755.431309,2458755.655067,2458755.844651,2458756.006484,2458756.164670,2458756.313933,2458756.458486,2458756.584388,2458756.711119,2458756.815866,2458756.920243,2458757.023567,2458757.118811,2458757.212017,2458757.297936,2458757.373160,2458757.451685,2458757.516456,2458757.590623,2458757.652492,2458757.715803,2458757.779228,2458757.832263,2458757.883859,2458757.936479,2458757.986853,2458758.032207,2458758.075855,2458758.114906,2458758.151462,2458758.191326,2458758.224959,2458758.252721,2458758.280482,2458758.302030,2458758.323450,2458758.345891,2458758.363781,2458758.378465,2458758.389578,2458758.402414,2458758.417614,2458758.441848,2458758.464863,2458758.489121,2458758.518801,2458758.548753,2458758.579359,2458758.615276,2458758.651319,2458758.695818,2458758.739950,2458758.786234,2458758.829681,2458758.877218,2458758.927623,2458758.981961,2458759.036787,2458759.093817,2458759.155112,2458759.217193,2458759.275638,2458759.337524,2458759.409373,2458759.482018,2458759.556107,2458759.642260,2458759.739689,2458759.843682,2458759.947692,2458760.054158,2458760.164339,2458760.275624,2458760.396377,2458760.534056,2458760.710225,2458760.869935,2458761.051343,2458761.258844,2458761.475353,2458761.731723,2458762.001141,2458762.257036,2458762.597198,2458762.978760,2458763.438895,2458764.053001,2458764.803404,2458765.835049,2458770.236206",0.0404,0.9596,1.0404,0.49321875
TOI-2207b,MCS,False,0.2460376018853142,0.1036908417522615,0.4061675010516912,0.1470617847034466,0.1423467601330526,0.1601298991663769,"0.000111,0.008751,0.016895,0.024514,0.031472,0.038640,0.045546,0.052887,0.059296,0.065694,0.071466,0.077117,0.083262,0.088452,0.093677,0.099142,0.104579,0.109067,0.113560,0.118402,0.122584,0.127498,0.132534,0.136974,0.141454,0.146116,0.150605,0.154732,0.159005,0.163343,0.167608,0.171772,0.175609,0.180245,0.184998,0.189089,0.193537,0.197576,0.201763,0.205664,0.209464,0.213197,0.217655,0.221475,0.225722,0.229375,0.233167,0.236955,0.240732,0.244517,0.247936,0.251421,0.255056,0.258905,0.262633,0.266848,0.271031,0.274856,0.278439,0.282442,0.286824,0.290989,0.295459,0.299562,0.303498,0.308054,0.312400,0.317314,0.321764,0.326638,0.330975,0.335531,0.340581,0.345521,0.350260,0.356108,0.361133,0.366396,0.372296,0.377747,0.383325,0.390600,0.397934,0.404862,0.412069,0.420124,0.428349,0.436877,0.444154,0.453339,0.463573,0.474555,0.487882,0.501341,0.516979,0.536345,0.561545,0.595889,0.645359,0.984864",2459287.8106971458,2459287.133153891,2459288.515819544,0.6181062196824612,0.6775432545691729,0.7051223982125521,"2459285.976354,2459286.638249,2459286.724755,2459286.781099,2459286.828477,2459286.868838,2459286.903414,2459286.933099,2459286.958938,2459286.984954,2459287.010511,2459287.034894,2459287.055840,2459287.075953,2459287.096418,2459287.116666,2459287.136141,2459287.154876,2459287.173236,2459287.192427,2459287.211483,2459287.230932,2459287.250066,2459287.268332,2459287.286962,2459287.305401,2459287.324052,2459287.343642,2459287.359988,2459287.377044,2459287.397638,2459287.418722,2459287.438380,2459287.456441,2459287.477477,2459287.497724,2459287.516870,2459287.537396,2459287.558510,2459287.580207,2459287.601161,2459287.621331,2459287.641300,2459287.663339,2459287.687162,2459287.708353,2459287.730189,2459287.753114,2459287.774910,2459287.799318,2459287.821168,2459287.844650,2459287.867402,2459287.891573,2459287.912729,2459287.935987,2459287.959828,2459287.980766,2459288.002605,2459288.025918,2459288.050563,2459288.073549,2459288.094429,2459288.114083,2459288.137977,2459288.156358,2459288.177664,2459288.198144,2459288.218467,2459288.238397,2459288.261533,2459288.282406,2459288.301800,2459288.321527,2459288.340151,2459288.357077,2459288.378607,2459288.397009,2459288.415788,2459288.433821,2459288.451724,2459288.470236,2459288.490765,2459288.512131,2459288.531654,2459288.551228,2459288.572435,2459288.593606,2459288.617791,2459288.639828,2459288.663538,2459288.690737,2459288.719291,2459288.748373,2459288.782913,2459288.815246,2459288.856781,2459288.914712,2459289.003222,2459289.435302",0.065376516,0.934623484,1.065376516,0.5388125000000001
TOI-244b,MCS,False,0.7896674673669923,0.6048407364585674,0.958607120602712,0.1982928540816787,0.1848267309084249,0.1689396532357197,"0.041794,0.272969,0.344740,0.387380,0.422291,0.448333,0.469870,0.488878,0.506150,0.523321,0.538587,0.552641,0.565060,0.576285,0.586969,0.597015,0.606222,0.614345,0.624230,0.632774,0.640615,0.647570,0.654758,0.660998,0.667038,0.672545,0.678737,0.684978,0.691110,0.696338,0.701476,0.706551,0.711378,0.716872,0.721911,0.726458,0.731237,0.735888,0.740778,0.744993,0.749230,0.753566,0.758252,0.762416,0.766439,0.770566,0.775483,0.779316,0.783624,0.787585,0.791252,0.795877,0.799801,0.804028,0.808233,0.812177,0.816229,0.820513,0.824271,0.828822,0.833067,0.837113,0.841298,0.845922,0.850922,0.855639,0.859904,0.863978,0.868962,0.873375,0.878056,0.883076,0.888045,0.893399,0.899271,0.904989,0.910665,0.916127,0.922247,0.928430,0.935296,0.942758,0.949691,0.957512,0.964724,0.972218,0.982036,0.992733,1.004848,1.017326,1.029882,1.045124,1.062841,1.083316,1.102992,1.130621,1.164510,1.219089,1.306670,1.799281",2458361.0536223026,2458360.2346431585,2458361.8434501453,0.9778061796298612,0.8189791440963745,0.7898278427310288,"2458356.677297,2458358.307536,2458358.711663,2458359.001341,2458359.188847,2458359.351876,2458359.483015,2458359.597491,2458359.692237,2458359.772801,2458359.860735,2458359.934429,2458360.008094,2458360.072694,2458360.137422,2458360.191995,2458360.243350,2458360.296995,2458360.347319,2458360.390669,2458360.432414,2458360.471096,2458360.508796,2458360.546925,2458360.578514,2458360.614211,2458360.645957,2458360.675397,2458360.704316,2458360.731313,2458360.755773,2458360.779794,2458360.799549,2458360.820692,2458360.842582,2458360.862845,2458360.879812,2458360.897648,2458360.915358,2458360.932105,2458360.948776,2458360.963808,2458360.977597,2458360.990523,2458361.003648,2458361.014174,2458361.023704,2458361.033487,2458361.042966,2458361.050211,2458361.056853,2458361.061827,2458361.067811,2458361.076130,2458361.085545,2458361.095615,2458361.107245,2458361.119233,2458361.131288,2458361.146597,2458361.161803,2458361.177723,2458361.193187,2458361.210943,2458361.229423,2458361.249713,2458361.269833,2458361.290739,2458361.312994,2458361.334948,2458361.361097,2458361.387658,2458361.417373,2458361.444449,2458361.472874,2458361.501488,2458361.536799,2458361.571890,2458361.610794,2458361.651811,2458361.694475,2458361.740111,2458361.787418,2458361.836144,2458361.885266,2458361.940786,2458362.000390,2458362.062214,2458362.130018,2458362.211715,2458362.300838,2458362.395846,2458362.485212,2458362.592497,2458362.702458,2458362.864341,2458363.050097,2458363.288374,2458363.711492,2458365.243823",0.0326,0.9674,1.0326,0.4996770833333334
TOI-913b,MCS,False,0.3800365562354093,0.1405362547436672,0.645252122898113,0.2488780395022578,0.2395003014917421,0.2652155666627036,"0.000043,0.010202,0.018955,0.028847,0.038267,0.047394,0.056239,0.064017,0.073128,0.081897,0.090468,0.099285,0.108889,0.117595,0.126960,0.134476,0.141487,0.148781,0.156580,0.165066,0.172719,0.181353,0.190290,0.197684,0.205323,0.212786,0.219781,0.227382,0.234968,0.241138,0.248246,0.255538,0.262228,0.270029,0.277475,0.283783,0.291062,0.297347,0.304148,0.310954,0.317262,0.323913,0.330700,0.337253,0.343703,0.350653,0.357084,0.363538,0.369934,0.376743,0.383216,0.389469,0.396351,0.402178,0.409291,0.415874,0.423512,0.430041,0.437987,0.444294,0.451195,0.458193,0.465392,0.472215,0.478676,0.486016,0.493229,0.500784,0.508601,0.516389,0.524383,0.532078,0.539283,0.547877,0.555195,0.563914,0.572336,0.579946,0.588311,0.597996,0.607605,0.619068,0.631253,0.643524,0.656727,0.670323,0.684636,0.698359,0.711748,0.728272,0.746298,0.766988,0.791786,0.818666,0.850635,0.884381,0.925811,0.983529,1.085632,2.025146",2458630.7553830137,2458629.5500184996,2458631.897100173,1.4430798998680672,1.2053645141422749,1.1417171591892838,"2458624.240015,2458626.621496,2458627.259473,2458627.684465,2458627.978924,2458628.226855,2458628.444079,2458628.599043,2458628.747821,2458628.889027,2458629.003242,2458629.108968,2458629.223301,2458629.324591,2458629.409891,2458629.487902,2458629.562255,2458629.636569,2458629.697928,2458629.762850,2458629.826415,2458629.881904,2458629.935666,2458629.983415,2458630.033752,2458630.084725,2458630.134086,2458630.180094,2458630.220292,2458630.261159,2458630.300601,2458630.337099,2458630.374944,2458630.408056,2458630.441474,2458630.470297,2458630.498983,2458630.524642,2458630.552156,2458630.577077,2458630.598495,2458630.619602,2458630.641048,2458630.662357,2458630.679250,2458630.695640,2458630.710661,2458630.724274,2458630.737899,2458630.750579,2458630.759332,2458630.766203,2458630.775486,2458630.787612,2458630.800284,2458630.816019,2458630.833413,2458630.851422,2458630.872467,2458630.893087,2458630.915706,2458630.940198,2458630.963516,2458630.988138,2458631.014947,2458631.041148,2458631.071075,2458631.102988,2458631.133091,2458631.165462,2458631.206477,2458631.240962,2458631.279886,2458631.324577,2458631.369891,2458631.415235,2458631.462618,2458631.510522,2458631.568989,2458631.626551,2458631.679117,2458631.742917,2458631.812639,2458631.885020,2458631.961945,2458632.035529,2458632.115870,2458632.221958,2458632.319987,2458632.431553,2458632.542291,2458632.656419,2458632.782709,2458632.947777,2458633.155593,2458633.374397,2458633.664084,2458634.002513,2458634.646626,2458637.175320",0.0306,0.9694,1.0306,0.4749583333333333
GJ357b,MCS,False,0.3021188666482743,0.1351775696558368,0.5006051970754672,0.1808578730586062,0.1669412969924374,0.1984863304271929,"0.000012,0.014412,0.025868,0.038087,0.049128,0.058757,0.067678,0.075190,0.082597,0.089905,0.097345,0.104776,0.110916,0.117526,0.123939,0.129913,0.136033,0.141439,0.146635,0.152711,0.158367,0.163830,0.169015,0.174789,0.179832,0.185211,0.190247,0.195299,0.200325,0.204854,0.209828,0.214953,0.219460,0.223912,0.229334,0.234023,0.239237,0.243690,0.247718,0.252110,0.256621,0.261181,0.265620,0.270829,0.276209,0.281082,0.285520,0.290053,0.295092,0.299332,0.305296,0.309973,0.315067,0.319974,0.325076,0.329988,0.335079,0.340159,0.344703,0.349905,0.354463,0.359456,0.364957,0.370161,0.375009,0.379959,0.385467,0.390220,0.396195,0.402187,0.407936,0.413306,0.419175,0.425629,0.431338,0.437522,0.444601,0.451505,0.459548,0.466513,0.474662,0.481524,0.490216,0.499155,0.507883,0.517494,0.527888,0.538245,0.548278,0.560758,0.573429,0.588348,0.603583,0.620914,0.640674,0.662718,0.697223,0.738377,0.815710,1.372677",2459274.642251408,2459274.246280641,2459275.052791951,0.5021005453248856,0.3959707673639059,0.4105405430309474,"2459272.398330,2459273.279285,2459273.491085,2459273.618855,2459273.722867,2459273.797949,2459273.862451,2459273.914835,2459273.967052,2459274.016917,2459274.058085,2459274.095031,2459274.130580,2459274.164186,2459274.194331,2459274.222172,2459274.251482,2459274.278224,2459274.303006,2459274.327305,2459274.350428,2459274.371231,2459274.389500,2459274.406175,2459274.422405,2459274.439771,2459274.454115,2459274.468809,2459274.482010,2459274.495419,2459274.507897,2459274.520336,2459274.532202,2459274.542362,2459274.552457,2459274.561545,2459274.570416,2459274.578564,2459274.587274,2459274.595044,2459274.601970,2459274.608523,2459274.614509,2459274.619800,2459274.624972,2459274.629034,2459274.632858,2459274.636676,2459274.639517,2459274.641423,2459274.643245,2459274.646253,2459274.649619,2459274.654046,2459274.657964,2459274.663684,2459274.669551,2459274.675077,2459274.681355,2459274.688535,2459274.696321,2459274.705131,2459274.714029,2459274.721526,2459274.729953,2459274.740431,2459274.751982,2459274.762976,2459274.774340,2459274.787075,2459274.798759,2459274.812435,2459274.826500,2459274.841772,2459274.858663,2459274.875128,2459274.893439,2459274.912393,2459274.932691,2459274.954771,2459274.977597,2459274.999357,2459275.022708,2459275.048902,2459275.076042,2459275.106345,2459275.136661,2459275.169340,2459275.206384,2459275.246013,2459275.287510,2459275.333428,2459275.389053,2459275.448064,2459275.525337,2459275.612748,2459275.717335,2459275.864012,2459276.080652,2459276.829499",0.0309,0.9691,1.0309,0.4828958333333333
LHS1140b,MCS,False,0.2162229080991562,0.142023375974279,0.2998851275883578,0.0813607236528042,0.0741995321248772,0.0836622194892015,"0.001197,0.055857,0.070296,0.081012,0.089940,0.096121,0.101855,0.107182,0.112106,0.117093,0.121220,0.125118,0.128924,0.132676,0.136158,0.139290,0.142608,0.145474,0.148115,0.150855,0.153606,0.156115,0.158656,0.161141,0.163489,0.166005,0.168137,0.170355,0.172542,0.174934,0.176977,0.179117,0.181084,0.183122,0.185088,0.186991,0.188942,0.190844,0.192867,0.194791,0.196602,0.198894,0.200887,0.202959,0.204932,0.206958,0.209000,0.211307,0.213358,0.215335,0.217291,0.219344,0.221609,0.223459,0.225024,0.227387,0.229495,0.231683,0.233765,0.236046,0.238316,0.240523,0.242420,0.244743,0.246792,0.248905,0.251246,0.253591,0.255998,0.258070,0.260765,0.263274,0.266017,0.268562,0.271241,0.274003,0.277130,0.280146,0.282963,0.286313,0.289659,0.292657,0.295963,0.299419,0.303062,0.307170,0.311983,0.316362,0.321214,0.326913,0.332886,0.338937,0.346368,0.352436,0.360024,0.372199,0.386034,0.404975,0.435491,0.733421",2458412.3289836324,2458409.8236601525,2458414.991601177,3.171000037474786,2.505323479883373,2.6626175441779196,"2458398.222731,2458403.696556,2458404.989808,2458405.839099,2458406.462543,2458406.950780,2458407.404609,2458407.772383,2458408.079271,2458408.349715,2458408.593517,2458408.839183,2458409.061113,2458409.286138,2458409.472228,2458409.686619,2458409.854796,2458410.020526,2458410.183875,2458410.331217,2458410.467922,2458410.593477,2458410.717023,2458410.820073,2458410.923828,2458411.029407,2458411.125109,2458411.210034,2458411.300198,2458411.387977,2458411.455698,2458411.526878,2458411.596998,2458411.666798,2458411.736151,2458411.795326,2458411.856216,2458411.911374,2458411.962337,2458412.010944,2458412.053152,2458412.093145,2458412.133213,2458412.173309,2458412.206607,2458412.236813,2458412.261893,2458412.284744,2458412.299877,2458412.318727,2458412.340677,2458412.367184,2458412.396125,2458412.428825,2458412.460747,2458412.498913,2458412.534693,2458412.578185,2458412.623709,2458412.667028,2458412.715150,2458412.765956,2458412.827628,2458412.881071,2458412.938816,2458412.998621,2458413.067322,2458413.148800,2458413.223791,2458413.297757,2458413.379009,2458413.463778,2458413.565016,2458413.656683,2458413.769531,2458413.875446,2458413.981573,2458414.095883,2458414.220754,2458414.352010,2458414.504607,2458414.651743,2458414.809378,2458414.956350,2458415.148049,2458415.325745,2458415.542975,2458415.727992,2458415.931670,2458416.173992,2458416.441392,2458416.715935,2458417.043071,2458417.429501,2458417.917417,2458418.460434,2458419.125607,2458419.884696,2458420.994647,2458425.844310",0.073462007,0.926537993,1.073462007,0.4965520833333333
LHS1140c,MCS,True,0.0979850557132296,0.0377337751269701,0.1650091621819199,0.0621822598232003,0.0602512805862595,0.0670241064686903,"0.000017,0.003360,0.006129,0.009038,0.011670,0.014168,0.016632,0.018946,0.021239,0.023551,0.025742,0.027756,0.029799,0.031667,0.033738,0.036003,0.037993,0.039993,0.041990,0.044085,0.045834,0.047560,0.049281,0.051122,0.053090,0.054981,0.056774,0.058797,0.060733,0.062601,0.064359,0.066215,0.068173,0.070011,0.071782,0.073444,0.075168,0.076996,0.078842,0.080371,0.082096,0.084082,0.085899,0.087685,0.089333,0.090909,0.092436,0.094040,0.095671,0.097226,0.098903,0.100440,0.101775,0.103307,0.104966,0.106391,0.107905,0.109598,0.111314,0.112886,0.114411,0.116053,0.117881,0.119733,0.121497,0.123255,0.125158,0.127053,0.128715,0.130621,0.132420,0.134405,0.136508,0.138886,0.140965,0.143255,0.145430,0.148054,0.150756,0.153700,0.156199,0.159093,0.161775,0.164671,0.167839,0.171151,0.174747,0.178166,0.182195,0.186202,0.190534,0.195344,0.200794,0.207159,0.213453,0.221561,0.232916,0.248041,0.270737,0.519522",2458391.182268402,2458390.797517771,2458391.5933618364,0.500202404099519,0.38475063117221,0.4110934343189001,"2458388.953731,2458389.781605,2458390.005992,2458390.146985,2458390.253753,2458390.344414,2458390.411690,2458390.471343,2458390.525251,2458390.571829,2458390.609699,2458390.646269,2458390.681447,2458390.713247,2458390.743376,2458390.773706,2458390.801022,2458390.825926,2458390.851269,2458390.873166,2458390.892142,2458390.911842,2458390.931608,2458390.949209,2458390.968058,2458390.983396,2458390.996136,2458391.011423,2458391.024127,2458391.035321,2458391.046953,2458391.058608,2458391.069575,2458391.080561,2458391.090343,2458391.098931,2458391.106965,2458391.115568,2458391.124085,2458391.132003,2458391.139327,2458391.145918,2458391.151481,2458391.157626,2458391.163065,2458391.167586,2458391.171762,2458391.175332,2458391.178661,2458391.181221,2458391.183004,2458391.184727,2458391.188082,2458391.191438,2458391.196798,2458391.201985,2458391.207591,2458391.213350,2458391.220685,2458391.228607,2458391.236072,2458391.245381,2458391.254022,2458391.264079,2458391.272703,2458391.282582,2458391.292625,2458391.305781,2458391.318001,2458391.332650,2458391.345476,2458391.359085,2458391.372861,2458391.387517,2458391.403136,2458391.416676,2458391.433201,2458391.453033,2458391.473121,2458391.496907,2458391.519195,2458391.539741,2458391.561171,2458391.588554,2458391.615708,2458391.647407,2458391.682025,2458391.713173,2458391.750061,2458391.793118,2458391.839049,2458391.888768,2458391.943663,2458391.999203,2458392.061142,2458392.132394,2458392.236651,2458392.361414,2458392.550308,2458393.324339",0.054013681,0.945986319,1.054013681,0.479375
TOI-2969b,MCS,False,0.6882199202131213,0.539325675252305,0.8143944563029993,0.161376835068577,0.1488942449608162,0.126174536089878,"0.052096,0.223172,0.279726,0.321585,0.358901,0.384219,0.406741,0.425741,0.444625,0.460892,0.475928,0.488874,0.501582,0.512551,0.522845,0.531931,0.540771,0.548144,0.555501,0.561915,0.568380,0.574257,0.580197,0.586725,0.592142,0.597382,0.602331,0.607609,0.612427,0.616642,0.620979,0.626023,0.630020,0.634016,0.637701,0.641717,0.645404,0.649160,0.652328,0.656018,0.659613,0.662813,0.665853,0.669337,0.672309,0.675250,0.677846,0.680518,0.683695,0.686758,0.689563,0.692248,0.695235,0.698242,0.701420,0.704436,0.707345,0.709915,0.712857,0.716210,0.719495,0.722628,0.725684,0.729089,0.732199,0.735716,0.739094,0.742678,0.745836,0.749327,0.753188,0.756598,0.760008,0.763391,0.767327,0.771940,0.776205,0.780591,0.785957,0.790324,0.795375,0.801328,0.807143,0.813423,0.819428,0.826163,0.834186,0.842162,0.851258,0.859862,0.870338,0.882521,0.894621,0.911104,0.929315,0.951493,0.975341,1.011420,1.077526,1.499857",2459304.2100520255,2459304.0206943625,2459304.387077918,0.234649087206956,0.189357663039118,0.1770258923061192,"2459303.177402,2459303.557305,2459303.662787,2459303.723786,2459303.771968,2459303.806877,2459303.839431,2459303.866295,2459303.889560,2459303.913664,2459303.933210,2459303.950357,2459303.967221,2459303.982947,2459303.997414,2459304.010529,2459304.023077,2459304.035708,2459304.047754,2459304.058212,2459304.068108,2459304.077500,2459304.085400,2459304.093394,2459304.100870,2459304.108727,2459304.115779,2459304.121944,2459304.128615,2459304.135180,2459304.140839,2459304.146343,2459304.151520,2459304.156951,2459304.162074,2459304.166526,2459304.171288,2459304.175047,2459304.178828,2459304.182834,2459304.186377,2459304.190063,2459304.193103,2459304.195974,2459304.198578,2459304.201065,2459304.203488,2459304.205689,2459304.207550,2459304.209270,2459304.210750,2459304.211863,2459304.212834,2459304.214157,2459304.216009,2459304.218190,2459304.220322,2459304.223103,2459304.225891,2459304.228971,2459304.232029,2459304.235440,2459304.239056,2459304.242763,2459304.246436,2459304.251627,2459304.256087,2459304.260994,2459304.266150,2459304.271345,2459304.276556,2459304.282525,2459304.288260,2459304.295175,2459304.301875,2459304.309128,2459304.316989,2459304.324756,2459304.333292,2459304.341930,2459304.351575,2459304.362688,2459304.373320,2459304.385551,2459304.397115,2459304.409267,2459304.422966,2459304.437571,2459304.452986,2459304.468986,2459304.489901,2459304.515607,2459304.543150,2459304.573782,2459304.612688,2459304.657295,2459304.712700,2459304.778494,2459304.878218,2459305.250761",0.1613,0.8387,1.1613,0.4949270833333333
TOI-2989b,MCS,False,0.3435693818459189,0.254465184723259,0.4408251581969196,0.1013580661052578,0.0891041971226598,0.0972557763510007,"0.023371,0.115631,0.143371,0.161542,0.173942,0.186699,0.196503,0.205108,0.212136,0.219389,0.225902,0.231555,0.236952,0.241869,0.246704,0.250990,0.255136,0.259181,0.262512,0.265936,0.269726,0.272665,0.276125,0.279388,0.282634,0.286072,0.289063,0.291743,0.294427,0.296893,0.299468,0.302145,0.304815,0.307164,0.309468,0.312083,0.314233,0.316347,0.318799,0.321087,0.323321,0.325520,0.327610,0.329921,0.332071,0.333986,0.336033,0.338283,0.340377,0.342586,0.344744,0.346726,0.348832,0.350908,0.352998,0.355170,0.357416,0.359722,0.362059,0.364580,0.366961,0.369538,0.372119,0.374871,0.377540,0.380310,0.382902,0.385666,0.388707,0.391666,0.395013,0.398115,0.401260,0.404396,0.407560,0.411189,0.414371,0.417311,0.420700,0.424171,0.427963,0.432094,0.435944,0.440053,0.444779,0.449691,0.455601,0.461337,0.467457,0.473992,0.480953,0.489964,0.499131,0.508953,0.520757,0.535100,0.552267,0.577981,0.623884,1.023982",2459303.7831508564,2459303.4451427083,2459304.0927059003,0.410661866450299,0.3380081481300294,0.3095550439320504,"2459302.031022,2459302.636581,2459302.791237,2459302.902581,2459302.982984,2459303.044547,2459303.099768,2459303.153136,2459303.198703,2459303.239143,2459303.281350,2459303.316806,2459303.347168,2459303.375972,2459303.402156,2459303.426394,2459303.448770,2459303.469871,2459303.490845,2459303.508384,2459303.525851,2459303.542456,2459303.556274,2459303.570469,2459303.584005,2459303.597011,2459303.609506,2459303.623131,2459303.633579,2459303.644396,2459303.655755,2459303.665341,2459303.674521,2459303.684092,2459303.693409,2459303.702410,2459303.710068,2459303.717827,2459303.725454,2459303.732142,2459303.738516,2459303.745028,2459303.750511,2459303.755810,2459303.761475,2459303.766529,2459303.771065,2459303.774642,2459303.778517,2459303.781888,2459303.784443,2459303.786426,2459303.789321,2459303.792229,2459303.796217,2459303.800061,2459303.804253,2459303.807990,2459303.812953,2459303.818298,2459303.824591,2459303.831534,2459303.839096,2459303.846882,2459303.854534,2459303.861869,2459303.870266,2459303.878321,2459303.887230,2459303.898010,2459303.906744,2459303.914344,2459303.924389,2459303.934378,2459303.945536,2459303.956969,2459303.969814,2459303.984992,2459304.000163,2459304.014147,2459304.029728,2459304.048157,2459304.067443,2459304.088786,2459304.112441,2459304.135026,2459304.158837,2459304.182559,2459304.210687,2459304.247206,2459304.277549,2459304.314123,2459304.361840,2459304.407558,2459304.464353,2459304.535790,2459304.625002,2459304.745528,2459304.923564,2459305.599842",0.152,0.848,1.152,0.49671875
TOI-5300b,MCS,False,0.1298266321459565,0.0518748482093545,0.2219508386781448,0.0821980879144317,0.0779517839366019,0.0921242065321882,"0.000011,0.004981,0.008940,0.012694,0.016286,0.019951,0.023207,0.026260,0.029666,0.032936,0.035909,0.038733,0.041947,0.044585,0.047150,0.049655,0.052280,0.054974,0.057513,0.060108,0.062503,0.065036,0.067339,0.069906,0.072294,0.074605,0.076827,0.079472,0.081716,0.083986,0.086082,0.088480,0.090729,0.093367,0.095697,0.098098,0.100366,0.102501,0.104672,0.106938,0.109231,0.111340,0.113440,0.115672,0.117870,0.120019,0.121916,0.124283,0.126798,0.128830,0.130921,0.133117,0.135414,0.137718,0.140007,0.142351,0.144656,0.146992,0.149174,0.151393,0.153875,0.156058,0.158281,0.160678,0.162898,0.165386,0.168054,0.170740,0.173505,0.176027,0.178611,0.180924,0.183899,0.187052,0.189551,0.192830,0.196017,0.199635,0.202893,0.206373,0.209983,0.213277,0.217213,0.221365,0.225138,0.229621,0.233519,0.238013,0.243221,0.247979,0.253755,0.260287,0.267184,0.274167,0.282477,0.292560,0.305596,0.323543,0.357670,0.736264",2459471.548328533,2459471.3116028477,2459471.7997385385,0.3001913764382385,0.2367256851866841,0.2514100056141615,"2459470.150286,2459470.716004,2459470.850683,2459470.932623,2459470.993900,2459471.044116,2459471.085520,2459471.118768,2459471.150659,2459471.175646,2459471.200341,2459471.222269,2459471.243849,2459471.264790,2459471.281605,2459471.297914,2459471.313695,2459471.329131,2459471.342577,2459471.356908,2459471.368671,2459471.380803,2459471.392352,2459471.403018,2459471.413806,2459471.424077,2459471.432848,2459471.441154,2459471.450513,2459471.459007,2459471.465436,2459471.473255,2459471.479828,2459471.486804,2459471.492862,2459471.498450,2459471.503763,2459471.509161,2459471.513519,2459471.518621,2459471.522844,2459471.526621,2459471.530063,2459471.533468,2459471.536545,2459471.539463,2459471.542692,2459471.544627,2459471.546293,2459471.547775,2459471.549082,2459471.551073,2459471.553153,2459471.555631,2459471.558693,2459471.561849,2459471.565934,2459471.569395,2459471.573527,2459471.577938,2459471.582760,2459471.588199,2459471.593090,2459471.599083,2459471.604840,2459471.610482,2459471.616551,2459471.622854,2459471.629738,2459471.637363,2459471.645645,2459471.654671,2459471.663249,2459471.673025,2459471.681352,2459471.690834,2459471.700815,2459471.712306,2459471.724053,2459471.737629,2459471.750580,2459471.765549,2459471.780699,2459471.797615,2459471.814755,2459471.833389,2459471.852250,2459471.873232,2459471.894655,2459471.917174,2459471.945068,2459471.974381,2459472.004026,2459472.036246,2459472.076658,2459472.123284,2459472.178206,2459472.262398,2459472.383186,2459472.844840",0.1389,0.8611,1.1389,0.4816875
