Planet Name,Star Name,Pocc_median,Pocc_16 (lower),Pocc_84 (upper),Uncertainty Range,Transit_depth_median,Transit_depth_16 (lower),Transit_depth_84 (upper),Transit_depth_ppm,Transit_depth_source,Eclipse_depth_median,Eclipse_depth_16 (lower),Eclipse_depth_84 (upper),Eclipse_depth_ppm,Planet_Teq_K,Planet_temp_source,TSM_median,TSM_16 (lower),TSM_84 (upper),ESM_median,ESM_16 (lower),ESM_84 (upper),Reliability Score,Data Quality,MCMC Converged
1256.01,1256.01,0.0694133423045899,0.06658536718280342,0.07214946185778431,0.005564094674980896,0.05497220170008919,0.0477398109239115,0.0630239951077368,54972.201700089194,calculated,4.8563041638687e-05,4.217386886501941e-05,5.567608362043216e-05,48.563041638687004,512.3768415742292,dataset,146.73686382252382,122.39232383196729,174.5571785281852,919501.4386912318,798527.6825343672,1054181.0657283375,0.9198411358645531,High,True
2598.01,2598.01,0.08852179602174462,0.08486665421221676,0.09199664395502066,0.007129989742803905,0.04846141112102034,0.041971398825423924,0.055917234551495956,48461.41112102034,calculated,5.5192613741114635e-05,4.780115044031597e-05,6.368403760189651e-05,55.192613741114634,809.2209897787558,dataset,36.11374411634026,30.03759818575705,43.52514833654186,6995500.909494704,6058654.749503631,8071763.824304889,0.9194549809964035,High,True
633.01,633.01,0.06416182547100288,0.061576905058744386,0.06674876073851718,0.005171855679772797,0.054257703655159986,0.0471664892936854,0.06236117525302727,54257.70365515999,calculated,4.084352120459905e-05,3.550547435359303e-05,4.6943563995607996e-05,40.84352120459905,540.8148739392776,dataset,55.928088158045504,46.95855630799781,66.49722871919985,735314.0276437617,639212.1095426761,845134.31005739,0.9193935702139561,High,True
3548.01,3548.01,0.5055865190910336,0.4845938336987611,0.5255713536042137,0.04097751990545262,0.03699828895461561,0.03204332685856861,0.0424803908425426,36998.288954615615,calculated,0.0014434989179242686,0.0012501796421930775,0.001657384704720525,1443.4989179242687,2119.5127241481337,dataset,48.59277711118893,40.304561098181246,57.97227882938788,75857503.84807058,65698356.84727289,87097444.31042697,0.9189505290229576,High,True
3714.01,3714.01,0.11051667276572891,0.1060876310730166,0.11520728073111572,0.009119649658099124,0.04196636678097049,0.03642308646558587,0.04833344819681311,41966.366780970486,calculated,7.692260760971828e-05,6.676200498246494e-05,8.859320344485924e-05,76.92260760971828,732.0588328253592,dataset,73.87242331323976,61.34885398497973,88.02329178883855,2280487.003689797,1979260.5767507767,2626479.46227089,0.9174816846193806,High,True
5889.01,5889.01,0.12745935028920044,0.12201231903611084,0.132557942132411,0.010545623096300166,0.023745011200257297,0.020793289100856368,0.0274234722650656,23745.011200257297,calculated,6.304472514838196e-05,5.520768911156088e-05,7.281130579321867e-05,63.044725148381964,958.8330686562588,dataset,47.34683157818614,39.70751905310966,56.89523453788415,2914208.3760408266,2551945.6172123197,3365663.2924271473,0.9172628522554638,High,True
2624.01,2624.01,0.11034476265354133,0.10571562182841934,0.11485990133431517,0.00914427950589583,0.023370176334318725,0.020302790486869175,0.026750340562625874,23370.176334318727,calculated,4.680963930709803e-05,4.066577359206014e-05,5.357998909232679e-05,46.80963930709803,1087.5918142560747,dataset,32.58148963707827,27.11249502102884,38.81239074091,2514074.9691419536,2184097.228732319,2877700.2219603015,0.9171299182127304,High,True
3642.01,3642.01,0.1074521038991797,0.10298537537323495,0.11191497451114829,0.008929599137913344,0.018813204516169958,0.01644743451161146,0.02176640123631215,18813.204516169957,calculated,3.642367321137582e-05,3.184337784142698e-05,4.214126758350486e-05,36.42367321137582,1144.8900272196138,dataset,20.050559720846806,16.790362995133798,24.141703077675484,3131731.0104343495,2737914.24835837,3623333.4772247956,0.9168969353425428,High,True
3541.01,3541.01,0.17164664366651264,0.1644058760655193,0.17867624764599674,0.014270371580477448,0.03406092395431433,0.029450070726937547,0.039072781835655365,34060.92395431433,calculated,0.00015462189658485147,0.00013369061263472607,0.00017737356862011726,154.62189658485147,1519.5197910070892,dataset,9.333109145028907,7.762560152289768,11.140294150052187,10311676.22321606,8915776.756212382,11828976.688067848,0.9168619247329826,High,True
4860.01,4860.01,0.10820123097209297,0.10379346179650609,0.11279984885634985,0.00900638705984376,0.05193812040392656,0.04549413653498169,0.05977505816721149,51938.120403926565,calculated,0.0001127780813395283,9.878565860126665e-05,0.00012979515468848507,112.7780813395283,698.7588439453419,dataset,88.11274604584304,74.3523222723337,105.06091117719873,2206748.89518927,1932956.656024286,2539725.014007166,0.9167626192518394,High,True
3490.01,3490.01,0.0521413424862139,0.04983647128214389,0.05417709542658737,0.004340624144443479,0.03103294132776732,0.026836519831506034,0.03585876178927592,31032.941327767323,calculated,1.3253457865195904e-05,1.1461262439764642e-05,1.531445516081403e-05,13.253457865195903,747.2691336075126,dataset,24.15405767976577,20.022837431792773,29.03976254562825,1098957.1400373601,950350.9438919689,1269851.990019497,0.9167527352102387,High,True
3915.01,3915.01,0.14254894791083167,0.13645404101517133,0.14832208632363542,0.011868045308464081,0.022564513042368586,0.019745620063510105,0.02597406218950015,22564.513042368584,calculated,7.538542552731725e-05,6.596783045986761e-05,8.677633446606537e-05,75.38542552731725,1244.8340703828765,dataset,53.59754013668021,44.967437494556506,64.09018823834799,6436145.274168367,5632103.782548305,7408661.436566882,0.9167440694414113,High,True
5838.01,5838.01,0.09913227882324091,0.09506412892771045,0.10332383222766897,0.008259703299958523,0.024367467206153025,0.02129749232499162,0.028018350889807416,24367.467206153025,calculated,3.895232826715415e-05,3.404485600788213e-05,4.478840546417171e-05,38.95232826715415,891.3962894770802,dataset,41.917611974765215,35.23048555154916,50.060841929113295,2030737.23410411,1774891.509712838,2334994.76612648,0.9166799815558957,High,True
4660.01,4660.01,0.19581873283690815,0.1875222660901922,0.2038453127028734,0.01632304661268119,0.023610782010762492,0.020600312123866767,0.02698211282994938,23610.78201076249,calculated,0.00014782578684069574,0.00012897740309856785,0.0001689335007156287,147.82578684069574,1314.766606531219,dataset,38.37017495134441,32.14619794443645,45.50153988175151,8529359.925188417,7441832.150904176,9747248.175167505,0.9166420578041622,High,True
4977.01,4977.01,0.06355787277625168,0.06100122551458139,0.06630317014622936,0.005301944631647966,0.0239024689489718,0.020865287725475915,0.027556174967887884,23902.4689489718,calculated,1.577565918126205e-05,1.3771115803091042e-05,1.818710968982658e-05,15.775659181262048,854.7867307731343,dataset,21.850399006817348,18.26840516756151,26.06999449918881,1363962.354902709,1190649.6790151438,1572456.1919336044,0.9165808357005141,High,True
2645.01,2645.01,0.22191998891747294,0.2123804498549591,0.23089329934745392,0.01851284949249482,0.03835708392312326,0.033518977942105885,0.04420342676274829,38357.08392312326,calculated,0.0002861877945303378,0.0002500899805467076,0.0003298082106885087,286.18779453033784,1606.1701392422597,dataset,21.665409428381814,18.180842715518644,25.901219260661225,25687493.21546385,22447444.6546253,29602751.537215732,0.9165787201828883,High,True
5500.01,5500.01,0.18195441456920602,0.17436435867579103,0.1895681277242204,0.015203769048429377,0.03926760890030805,0.03415906686757472,0.0449774826683218,39267.608900308056,calculated,0.0001958882604985424,0.000170404065241928,0.0002243722265816847,195.8882604985424,1494.934592801358,dataset,15.315719329325189,12.81315548961717,18.23375909682736,13209751.19071316,11491221.05634641,15130571.274190402,0.9164418786737012,High,True
2724.01,2724.01,0.19723213204609188,0.18927821073565532,0.2057746693442196,0.016496458608564274,0.0389814116802249,0.03388117072002956,0.044558063947883135,38981.4116802249,calculated,0.00023058917730725274,0.00020041940365390896,0.0002635770965000376,230.58917730725273,1426.0258940709605,dataset,18.3725725938185,15.310878245745307,21.782837447364983,12898382.5847433,11210786.975876467,14743615.771278262,0.9163601871691518,High,True
3504.01,3504.01,0.1666756470797836,0.15953936612195924,0.17349118811002373,0.013951821988064494,0.01477167975147621,0.012799478613045772,0.016976346419159547,14771.679751476211,calculated,7.079348153164905e-05,6.134168002910024e-05,8.135937733009302e-05,70.79348153164905,1542.6263344305894,dataset,40.4490354952497,33.59965314914737,48.18588488527647,10574335.154251184,9162531.20370351,12152549.997770244,0.916293578381093,High,True
6176.01,6176.01,0.05034045255223715,0.048245318392694525,0.052460802834600126,0.004215484441905601,0.023879582099266945,0.020759657704313206,0.027542112159725837,23879.582099266947,calculated,9.822483974378391e-06,8.539152999685745e-06,1.1329007106776128e-05,9.822483974378391,683.4384393091829,dataset,23.02144557702385,19.14020060655507,27.639776618295617,464487.14227541245,403800.78854010603,535727.8413047548,0.9162604977074593,High,True
6154.01,6154.01,0.13827029601062202,0.13224308012957955,0.14382657589030926,0.0115834957607297,0.019423398546191028,0.016917900042584363,0.022386906874802145,19423.398546191027,calculated,6.196368283798687e-05,5.397075027990068e-05,7.141773845678598e-05,61.963682837986866,1106.0617637921232,dataset,40.546218699305726,33.96715113393663,48.48911707527063,3450773.680962417,3005645.17920328,3977272.507589725,0.9162257108364051,High,True
5466.01,5466.01,0.16726801684510695,0.15998748544311847,0.17402255590322127,0.0140350704601028,0.012042121920850166,0.010473382969942805,0.013871864524253036,12042.121920850166,calculated,5.95402416861188e-05,5.178387641317373e-05,6.858709551686823e-05,59.5402416861188,1779.0357901852894,dataset,7.980757962229292,6.6398431453372,9.546622755227345,7235758.886644406,6293149.52930186,8335197.705638649,0.9160923246127829,High,True
5266.01,5266.01,0.10342264584320589,0.09902750392880912,0.10771026815753729,0.008682764228728171,0.024972177401473554,0.021598906777239878,0.028697737707771134,24972.177401473553,calculated,4.337608148973689e-05,3.7516790202023164e-05,4.984729162263292e-05,43.37608148973689,1226.1223362158305,dataset,11.085760569472736,9.208437835085965,13.242298698023607,4084194.5132936453,3532496.791711031,4693509.140420526,0.9160458122306048,High,True
6180.01,6180.01,0.16994622663272307,0.16280721948679094,0.17707527442200183,0.014268054935210883,0.02055945285451279,0.017848386619916997,0.023730007101929917,20559.45285451279,calculated,9.928025951920185e-05,8.618869714888632e-05,0.00011459065959311176,99.28025951920185,1604.597604543758,dataset,8.17822321896452,6.809283152716136,9.780306340637102,8378628.348863881,7273782.973377828,9670729.645868432,0.9160437085429023,High,True
3156.01,3156.01,0.3841383146393096,0.36808581015064545,0.4003560995640335,0.032270289413388054,0.028649355954129707,0.024835796811712604,0.03315425723978625,28649.355954129707,calculated,0.0006697206841715425,0.0005805731500322953,0.0007750293541460335,669.7206841715425,2006.6949600961825,dataset,19.120896353191,15.889240739914179,22.95936566309585,43496446.00234069,37706568.22706149,50335943.40085689,0.9159930468178147,High,True
1858.01,1858.01,0.1567646926095136,0.15008856704785328,0.1632613693888298,0.013172802340976508,0.04540943452448734,0.039473639992430525,0.05235439349973339,45409.43452448734,calculated,0.00016388140042532517,0.0001424592811953249,0.00018894556637845985,163.88140042532515,1034.5560935512633,dataset,22.71460849336337,18.993355823461766,27.128564663082184,7479184.2793959305,6501526.186649953,8623057.321036637,0.9159708597535495,High,True
6163.01,6163.01,0.062051982956955985,0.059396416985185926,0.06461334661037617,0.005216929625190242,0.020170785202817152,0.017501039465299486,0.023193318529167492,20170.78520281715,calculated,1.289528189133516e-05,1.1188500349748345e-05,1.4827602268421865e-05,12.895281891335161,870.1078716340384,dataset,10.02187254375387,8.339486337694996,11.955618557553652,978518.9130834376,849005.0309505761,1125147.117960942,0.9159264639647519,High,True
4726.01,4726.01,0.09519443657824159,0.09113893542714555,0.09914393135891106,0.008004995931765513,0.022248839883520513,0.019313725362559514,0.025594854366077533,22248.83988352051,calculated,3.312501871989871e-05,2.8755095435768566e-05,3.810670733611501e-05,33.12501871989871,1022.03558292231,dataset,36.99442208953525,30.797935656507317,44.29046786607982,3158040.7371952455,2741425.251891055,3632980.1092470475,0.9159089940598987,High,True
5295.01,5295.01,0.07760727057272401,0.074374640277743,0.08092008382838786,0.006545443550644861,0.024877724594674883,0.021719235591498763,0.02844229046863572,24877.724594674884,calculated,3.125873499190854e-05,2.729010955153072e-05,3.573759396437232e-05,31.25873499190854,659.7118471147644,dataset,45.0327130736635,37.818591793096395,53.325258365946375,953594.656717083,832525.777396298,1090228.9762260588,0.9156594027551674,High,True
6150.01,6150.01,0.185250738707131,0.17741122808944934,0.19304780862461748,0.015636580535168143,0.034947193669076795,0.030501875291752353,0.04008318573495326,34947.1936690768,calculated,0.00018452956955235966,0.00016105722168779525,0.00021164884024730914,184.52956955235965,1029.1989620217694,dataset,57.45356205253483,48.1791058301788,68.1963126340441,5478653.809510058,4781763.5042961165,6283820.678237083,0.9155923444932194,High,True
2729.01,2729.01,0.0877571752904471,0.08407495013807563,0.09148720813584098,0.007412257997765348,0.022082172112848592,0.01925053535726437,0.02535417632864121,22082.17211284859,calculated,2.7986433892962188e-05,2.4397683000882627e-05,3.21332963127824e-05,27.98643389296219,988.7260199028894,dataset,46.413472736335144,38.956789004408655,55.315492627316566,2536858.4876757967,2211552.5485359207,2912755.008367924,0.9155367299228441,High,True
768.01,768.01,0.05765954103399299,0.05517043320151194,0.060040934897391644,0.004870501695879707,0.021159314538284214,0.018485815008254105,0.024288136660282844,21159.314538284216,calculated,1.163399842553358e-05,1.0164031651952207e-05,1.3354314628369247e-05,11.63399842553358,957.3611967087012,dataset,8.534970782829108,7.146214245239259,10.201594135157444,1567783.2730059642,1369692.364343174,1799610.9618569023,0.9155299954085947,High,True
352.01,352.01,0.05025125033890089,0.048146094518491674,0.0523928360849814,0.0042467415664897284,0.04684058191180228,0.04076297907718021,0.054069031792519005,46840.58191180228,calculated,1.735892631572304e-05,1.5106591791333811e-05,2.003776000511925e-05,17.35892631572304,783.0908501135748,dataset,23.515462656053682,19.626513413705016,28.15827539357571,3136057.3255394446,2729151.388138326,3620014.447237898,0.9154898328330309,High,True
5298.01,5298.01,0.15019687933988762,0.14381410580161566,0.15650752789650396,0.012693422094888301,0.012238912952465549,0.010641840040362588,0.014068766787933697,12238.91295246555,calculated,4.830883804017495e-05,4.200495002750713e-05,5.553154751757308e-05,48.30883804017495,1340.4861618390996,dataset,19.92984918438963,16.662399471790483,23.809386444137285,2681025.256405445,2331174.5114660044,3081868.400520803,0.9154881103344115,High,True
4912.01,4912.01,0.06951282374333798,0.06656123494384865,0.07243770566508471,0.005876470721236066,0.032162571707157875,0.028141976271826682,0.03694962981120494,32162.571707157877,calculated,2.3954504808665638e-05,2.0959987654805522e-05,2.7519879102016587e-05,23.95450480866564,916.197226476138,dataset,9.186530217960053,7.728424332334761,10.938384533626936,1532593.259095836,1341006.0465481307,1760703.531121435,0.9154620629003112,High,True
4766.01,4766.01,0.17408096530628925,0.16677518636166,0.18149903848129692,0.014723852119636921,0.038455222823460436,0.0333496863891417,0.0438405036624138,38455.22282346043,calculated,0.00017732543771374073,0.00015378269328250325,0.00020215814473933212,177.32543771374074,1279.225061626902,dataset,20.43271980319974,17.021332783082265,24.20920678633345,11525247.34648535,9995089.258151041,13139246.411948072,0.9154195170406435,High,True
5293.01,5293.01,0.08623951736021025,0.08260319932594526,0.08989860598880824,0.007295406662862977,0.04551176651307237,0.0394622475552183,0.05219542176235598,45511.76651307237,calculated,6.428104055016063e-05,5.57366705282436e-05,7.372106775673126e-05,64.28104055016063,715.7337453055276,dataset,53.56626472343359,44.79400080386299,63.52436145596074,1507190.3096147585,1306851.4291520652,1728529.5630940238,0.9154052934643512,High,True
5375.01,5375.01,0.14460906221713965,0.13841641805595284,0.1506501711197937,0.012233753063840863,0.026242947305044402,0.02295550733888709,0.03016405897497739,26242.947305044403,calculated,8.772480606570725e-05,7.673556655188286e-05,0.00010083228049716083,87.72480606570726,929.344964981526,dataset,76.21474978334939,63.83341267530802,90.66396762212254,4367883.329178936,3820720.92181111,5020514.228287481,0.9154012004761423,High,True
2015.01,2015.01,0.055295269213657045,0.05298101376060218,0.05765904055710639,0.004678026796504212,0.02203762657545442,0.019163088671878672,0.025401771817425905,22037.626575454422,calculated,1.4260504268523206e-05,1.2400396515829404e-05,1.643743595482832e-05,14.260504268523206,514.0469909898491,dataset,60.322404684236645,50.250547338033314,72.09275171831297,419194.82956284046,364516.0091174716,483186.85186634905,0.9153991496374013,High,True
287.01,287.01,0.13299515350323698,0.12731138219251067,0.1385651701019638,0.011253787909453139,0.02420912445688638,0.02112326146913125,0.027785581892605972,24209.12445688638,calculated,6.94039120300722e-05,6.055720781652552e-05,7.965707660403404e-05,69.4039120300722,1343.7022454729022,dataset,11.817807168406723,9.873320602432132,14.055958458368877,7577737.321132412,6611826.341086145,8697210.065235917,0.9153819698461476,High,True
5850.01,5850.01,0.0851988564396016,0.08169284758336909,0.08891208483477127,0.00721923725140218,0.03802961762691134,0.03309898626184284,0.044121690203551105,38029.617626911335,calculated,4.2188951846557346e-05,3.671905279906343e-05,4.8947319998008625e-05,42.188951846557345,698.4376726112087,dataset,124.44593199218785,104.23136637448687,149.87360083975045,3900086.5084925652,3394430.9151624343,4524852.455339664,0.9152660311054764,High,True
2603.01,2603.01,0.16117686222309652,0.1543888221480676,0.16805690851061605,0.01366808636254846,0.03153759287006087,0.027394388363963275,0.03631189304585708,31537.592870060867,calculated,0.0001290297895711633,0.00011207869226406447,0.0001485628893093287,129.0297895711633,998.2342990967528,dataset,46.890693090034674,39.26898584926622,56.14382596545336,3324998.7473254306,2888181.9664935134,3828351.751128963,0.915198210375696,High,True
609.01,609.01,0.11491468862764154,0.10997097016572703,0.11971729398373789,0.009746323818010855,0.02588199252679064,0.022558429878998632,0.02969351448742667,25881.99252679064,calculated,5.483896532612171e-05,4.7796975162002784e-05,6.291484744465305e-05,54.83896532612171,1235.5774247398217,dataset,34.55940272423514,28.981260086723278,41.11385718012304,18622183.66147731,16230868.774358645,21364586.97170342,0.915186440180925,High,True
4381.01,4381.01,0.19159286403158177,0.1835284317905239,0.19977921398192072,0.016250782191396834,0.031749043156914715,0.027638977763654426,0.03664324878134959,31749.043156914715,calculated,0.00018246721365880534,0.00015884596067939537,0.0002105950554633666,182.46721365880535,1480.483550142708,dataset,30.20367373058788,25.403319156188925,36.35925820132089,17746187.57018005,15448858.764583666,20481813.03734741,0.9151806500020894,High,True
4992.01,4992.01,0.14312162288528663,0.13721041095347533,0.14935098695918547,0.01214057600571014,0.009715483817098395,0.008445737120299012,0.01112906845908697,9715.483817098395,calculated,3.5859413881639196e-05,3.1172835921904415e-05,4.107689122894192e-05,35.8594138816392,1566.6377134892257,dataset,3.9852377760892974,3.3248783971955604,4.748693166474595,3164134.7488595825,2750604.1701227943,3624510.4100591405,0.9151730132668987,High,True
3740.01,3740.01,0.19599434055335138,0.18764046711899512,0.20426764906695447,0.01662718194795934,0.024586548111543236,0.021409579521286543,0.028364925582174218,24586.548111543238,calculated,0.00015380923699562379,0.00013393466523347277,0.00017744611978220577,153.8092369956238,1757.0568812552774,dataset,13.09713279201402,10.955767427656452,15.742427045464892,18647746.432031214,16238164.394534053,21513468.967670385,0.9151649894531864,High,True
5299.01,5299.01,0.16871201062355334,0.16153812401555823,0.17585186998047153,0.014313745964913305,0.02496072917430526,0.021749829179956732,0.028743438877350938,24960.72917430526,calculated,0.00011555976114510587,0.00010069437665186358,0.00013307243181721174,115.55976114510587,1422.1427413750448,dataset,14.474873142025185,12.13583443559045,17.28566926106142,10548101.370196542,9191213.981473278,12146628.605643885,0.9151587020271394,High,True
3094.01,3094.01,0.14944807586158,0.14284035493995872,0.15553742250211933,0.012697067562160602,0.008887531872489692,0.007712150331627889,0.010192056697192807,8887.531872489692,calculated,3.60463155857926e-05,3.127916824235911e-05,4.133724609331679e-05,36.0463155857926,1492.783075281449,dataset,21.62535864448845,17.894618226387646,25.727670884344338,3511489.094588754,3047092.50823244,4026910.559320114,0.9150402740954608,High,True
