Planet,Dataset,eclipse_observed,b_occ_median,b_occ_16,b_occ_84,b_occ_std,b_occ_err_lower,b_occ_err_upper,k_rp_rs,one_plus_k,tier,tier_label,acceptance_fraction
TOI-1103.01,TPC,,0.0012020287040062,-0.0370987310597905,0.0381551482353867,0.0393211961029583,0.0383007597637967,0.0369531195313804,0.067007462,1.067007462,1,Premium (non-grazing),0.4952395833333333
TOI-1105.01,TPC,,-9.638976182508253e-05,-0.2043032418419385,0.2051592469580672,0.212359900506887,0.2042068520801134,0.2052556367198923,0.039408121,1.039408121,1,Premium (non-grazing),0.4915104166666666
TOI-1119.01,TPC,,0.0009908332604635,-0.0902285988024509,0.0898126986400199,0.0941412639969856,0.0912194320629145,0.0888218653795564,0.061886994,1.061886994,1,Premium (non-grazing),0.4952916666666667
TOI-1123.01,TPC,,0.0002527269489934,-0.0310942336200366,0.0315411914680437,0.0329673847010089,0.03134696056903,0.0312884645190503,0.109012843,1.109012843,1,Premium (non-grazing),0.4961875
TOI-1125.01,TPC,,0.0005862267264,-0.0138674482545497,0.0151055462096831,0.0153886432368002,0.0144536749809498,0.014519319483283,0.014536741,1.014536741,1,Premium (non-grazing),0.4930625
TOI-1137.01,TPC,,-0.0005977726119534,-0.0153719117026316,0.0137468796452337,0.0155241283015479,0.0147741390906781,0.0143446522571871,0.03244111,1.03244111,1,Premium (non-grazing),0.495375
TOI-1149.01,TPC,,-0.0010272281035077,-0.0335690210585839,0.0310015727406447,0.0344705317756274,0.0325417929550761,0.0320288008441525,0.071294752,1.071294752,1,Premium (non-grazing),0.4946979166666666
TOI-1162.01,TPC,,0.0021795555009689,-0.0790820916045164,0.0854249227337788,0.0862076170504455,0.0812616471054853,0.0832453672328099,0.056656862,1.056656862,1,Premium (non-grazing),0.4941666666666666
TOI-1163.01,TPC,,0.0001134838928223,-0.0443705971960146,0.0461361054370454,0.0482204242602922,0.0444840810888369,0.0460226215442231,0.068580496,1.068580496,1,Premium (non-grazing),0.4946041666666667
TOI-1176.01,TPC,,0.0071493987126909,-0.1415872529094057,0.1496342815002072,0.1512947799852571,0.1487366516220966,0.1424848827875163,0.078549348,1.078549348,1,Premium (non-grazing),0.4921041666666667
TOI-119.01,TPC,,0.0038705857812686,-0.1185081528383131,0.127939083126881,0.1297538105577854,0.1223787386195817,0.1240684973456124,0.025159491,1.025159491,1,Premium (non-grazing),0.49371875
TOI-1196.01,TPC,,-0.0007282750818153,-0.0607924864854949,0.0576534509212019,0.0618451192260719,0.0600642114036795,0.0583817260030173,0.073416619,1.073416619,1,Premium (non-grazing),0.4961875
TOI-1197.01,TPC,,-0.0030528050857607,-0.0573006268771759,0.052253906470777,0.0569384500035433,0.0542478217914152,0.0553067115565378,0.070710678,1.070710678,1,Premium (non-grazing),0.4953958333333333
TOI-1215.01,TPC,,0.0015765907229819,-0.0576771008069807,0.0588856343152117,0.0615879373738182,0.0592536915299626,0.0573090435922297,0.022389533,1.022389533,1,Premium (non-grazing),0.49475
TOI-1229.01,TPC,,-0.0018130346171947,-0.2262281735605461,0.2132405639288087,0.2305824562976156,0.2244151389433514,0.2150535985460035,0.107141848,1.107141848,1,Premium (non-grazing),0.496625
TOI-1251.01,TPC,,0.001591508500936,-0.1136625439032671,0.1154367419337109,0.1211642815115673,0.1152540524042032,0.1138452334327749,0.104880885,1.104880885,1,Premium (non-grazing),0.4937604166666666
TOI-1258.01,TPC,,0.0058531899630057,-0.1136859410036121,0.1184960966515257,0.1218232926051351,0.1195391309666179,0.11264290668852,0.026944387,1.026944387,1,Premium (non-grazing),0.4977604166666666
TOI-1263.01,TPC,,-0.0010970425409158,-0.0414687098395369,0.0399034075168235,0.0433505808980462,0.040371667298621,0.0410004500577394,0.017860571,1.017860571,1,Premium (non-grazing),0.4949270833333333
TOI-1264.01,TPC,,0.00143115851572,-0.0646395887565846,0.0671862383317696,0.0692375328158532,0.0660707472723047,0.0657550798160495,0.075166482,1.075166482,1,Premium (non-grazing),0.49690625
TOI-1274.01,TPC,,-0.0002280038582247,-0.2906974608982924,0.275916129259761,0.295680450349193,0.2904694570400677,0.2761441331179857,0.117940663,1.117940663,1,Premium (non-grazing),0.4961562499999999
TOI-1277.02,TPC,,0.0014800691180973,-0.2353240956640197,0.2357940142815319,0.2470903336462855,0.236804164782117,0.2343139451634345,0.033570821,1.033570821,1,Premium (non-grazing),0.4969791666666666
TOI-1280.01,TPC,,0.0025222913597412,-0.1829707745352237,0.1905754183575346,0.1961787885779835,0.1854930658949649,0.1880531269977934,0.042895221,1.042895221,1,Premium (non-grazing),0.4946770833333334
TOI-1291.01,TPC,,-0.0011881583936219,-0.0770916871572389,0.0716889565161548,0.0779563445475102,0.0759035287636169,0.0728771149097768,0.028284271,1.028284271,1,Premium (non-grazing),0.4971041666666666
TOI-1307.01,TPC,,0.0010076393634978,-0.0701322226691784,0.0708465598174036,0.0735610346665158,0.0711398620326762,0.0698389204539057,0.072008899,1.072008899,1,Premium (non-grazing),0.4947395833333333
TOI-1322.01,TPC,,-0.0003522390595213,-0.0394334809314308,0.0385357697523569,0.0407064226266083,0.0390812418719094,0.0388880088118783,0.076099934,1.076099934,1,Premium (non-grazing),0.49540625
TOI-1350.01,TPC,,-0.000502268321134,-0.0334145410044368,0.0339862701264868,0.0355890608760436,0.0329122726833028,0.0344885384476208,0.05205766,1.05205766,1,Premium (non-grazing),0.4955520833333333
TOI-1352.01,TPC,,-0.0024019739458495,-0.067606282986641,0.0652451597706782,0.069803206434939,0.0652043090407914,0.0676471337165278,0.071414284,1.071414284,1,Premium (non-grazing),0.494625
TOI-1361.01,TPC,,-0.0011092918620492,-0.0417817206740866,0.0395615661886097,0.0423861198739636,0.0406724288120373,0.040670858050659,0.065429351,1.065429351,1,Premium (non-grazing),0.4923125
TOI-1364.01,TPC,,0.0014852027854962,-0.0193627793919975,0.0219437477212834,0.0220840324330459,0.0208479821774937,0.0204585449357872,0.029631065,1.029631065,1,Premium (non-grazing),0.4943749999999999
TOI-138.01,TPC,,0.0046973949776291,-0.101612592188155,0.1125402814875267,0.1115051799740374,0.1063099871657841,0.1078428865098975,0.062417946,1.062417946,1,Premium (non-grazing),0.4958020833333333
TOI-1381.01,TPC,,-0.0020767846134924,-0.0622689008124631,0.0616058443380184,0.0652133644217299,0.0601921161989707,0.0636826289515109,0.04973932,1.04973932,1,Premium (non-grazing),0.4975729166666667
TOI-1398.01,TPC,,-0.0008234969892961,-0.0354769070123632,0.0354522936072042,0.0368350764179178,0.0346534100230671,0.0362757905965003,0.029342802,1.029342802,1,Premium (non-grazing),0.4971770833333333
TOI-1404.02,TPC,,-0.0048950679667338,-0.2167099074941118,0.217233166814002,0.2240656902917322,0.2118148395273779,0.2221282347807358,0.041073106,1.041073106,1,Premium (non-grazing),0.4951979166666666
TOI-1409.01,TPC,,0.0016704849353874,-0.0523328612299153,0.0557764458188452,0.0569757616840009,0.0540033461653028,0.0541059608834578,0.054772256,1.054772256,1,Premium (non-grazing),0.4972499999999999
TOI-1412.01,TPC,,-0.0020612024613769,-0.1306733133953916,0.1244182704014527,0.1337605000935326,0.1286121109340146,0.1264794728628297,0.058906706,1.058906706,1,Premium (non-grazing),0.4969791666666666
TOI-1415.01,TPC,,-0.0040054312440306,-0.1580190199002974,0.1491880313765414,0.1616984850909994,0.1540135886562667,0.1531934626205721,0.033016665,1.033016665,1,Premium (non-grazing),0.49375
TOI-1424.01,TPC,,-0.0025534439685347,-0.1106844153484657,0.1065258350265564,0.1158084410526265,0.1081309713799309,0.1090792789950911,0.034438772,1.034438772,1,Premium (non-grazing),0.4958541666666666
TOI-1449.02,TPC,,0.0033928798597179,-0.0827361656585471,0.0858066198558271,0.08933084408935,0.0861290455182651,0.0824137399961091,0.026444495,1.026444495,1,Premium (non-grazing),0.49371875
TOI-145.01,TPC,,-0.0006929478323037,-0.0613946110705402,0.0598210636615719,0.064576085527342,0.0607016632382365,0.0605140114938757,0.058103356,1.058103356,1,Premium (non-grazing),0.4909270833333333
TOI-1454.01,TPC,,-0.0011069734866904,-0.0627564752718912,0.0607624319044868,0.0641018383785982,0.0616495017852008,0.0618694053911772,0.116526155,1.116526155,1,Premium (non-grazing),0.4986875
TOI-1455.01,TPC,,0.0010868644030544,-0.0637371746578375,0.0647777024005011,0.0677735945962731,0.0648240390608919,0.0636908379974466,0.134212518,1.134212518,1,Premium (non-grazing),0.49390625
TOI-1461.01,TPC,,-0.0002556755551386,-0.0610496998572341,0.0622357319559777,0.066088589032351,0.0607940243020954,0.0624914075111164,0.141849164,1.141849164,1,Premium (non-grazing),0.4943229166666667
TOI-1475.01,TPC,,-0.0014686732720905,-0.1043025600052858,0.0973093721176162,0.1075801960182467,0.1028338867331953,0.0987780453897068,0.026804607,1.026804607,1,Premium (non-grazing),0.4933645833333333
TOI-1482.01,TPC,,0.0027674686388845,-0.0676494450123299,0.0717972092802149,0.0729767164053177,0.0704169136512144,0.0690297406413303,0.086919503,1.086919503,1,Premium (non-grazing),0.4965
TOI-1490.01,TPC,,0.000856770297395,-0.0336346419206927,0.0359568066055943,0.036986035552024,0.0344914122180878,0.0351000363081992,0.023452079,1.023452079,1,Premium (non-grazing),0.4983333333333333
TOI-1491.01,TPC,,0.0021955259411316,-0.0742778224820898,0.0816280021073045,0.0819376017467439,0.0764733484232216,0.0794324761661728,0.050129831,1.050129831,1,Premium (non-grazing),0.49728125
TOI-1520.01,TPC,,0.0036344553297684,-0.0777025743436436,0.0829558970767063,0.0846471707686643,0.0813370296734121,0.0793214417469379,0.03215587,1.03215587,1,Premium (non-grazing),0.4962604166666666
TOI-1527.01,TPC,,-0.0007360885392023,-0.0450238184093852,0.0436308213987792,0.0468416785791331,0.0442877298701828,0.0443669099379816,0.053702886,1.053702886,1,Premium (non-grazing),0.49625
TOI-1532.01,TPC,,-0.0003758097835657,-0.1230376991363026,0.1131981861032839,0.1250235393613347,0.1226618893527369,0.1135739958868496,0.081865744,1.081865744,1,Premium (non-grazing),0.49815625
TOI-1533.01,TPC,,-0.001147931424384,-0.0872335233926124,0.0871800075149139,0.0916491487878013,0.0860855919682283,0.088327938939298,0.034176015,1.034176015,1,Premium (non-grazing),0.4968229166666666
TOI-1533.02,TPC,,0.0080073243257989,-0.1395971795846642,0.1540562973917218,0.1554900545635414,0.1476045039104632,0.1460489730659228,0.04796874,1.04796874,1,Premium (non-grazing),0.4937916666666667
TOI-1537.01,TPC,,-0.0031728259481709,-0.1327905859857168,0.1260935932120432,0.1364890559716197,0.1296177600375458,0.1292664191602141,0.032863353,1.032863353,1,Premium (non-grazing),0.4945416666666666
TOI-1538.01,TPC,,0.0027335392840119,-0.1078022181848663,0.1102903565792916,0.1148280077060546,0.1105357574688783,0.1075568172952796,0.048989795,1.048989795,1,Premium (non-grazing),0.4947708333333334
TOI-1546.01,TPC,,0.0007947205009974,-0.0277321641982762,0.0291900600178455,0.0297946930626018,0.0285268846992737,0.028395339516848,0.022135944,1.022135944,1,Premium (non-grazing),0.4953020833333333
TOI-155.01,TPC,,0.0027129292636601,-0.060428898419715,0.0678343558934748,0.0677671827436058,0.0631418276833751,0.0651214266298146,0.031192948,1.031192948,1,Premium (non-grazing),0.4945520833333333
TOI-1551.01,TPC,,0.0012769466952752,-0.0303337685570014,0.0315814729962672,0.0321396621901009,0.0316107152522767,0.030304526300992,0.035355339,1.035355339,1,Premium (non-grazing),0.4922395833333333
TOI-1553.01,TPC,,0.0002320697256049,-0.0604400561747307,0.0614493545711984,0.0641409700955964,0.0606721259003357,0.0612172848455935,0.080684571,1.080684571,1,Premium (non-grazing),0.4966041666666667
TOI-1560.01,TPC,,0.0001337736348467,-0.0085073346304902,0.0086083934127004,0.009053524172584,0.008641108265337,0.0084746197778536,0.028508438,1.028508438,1,Premium (non-grazing),0.49603125
TOI-1586.01,TPC,,0.0001223000687317,-0.0156270306991762,0.0156743921211438,0.016445662898384,0.0157493307679079,0.015552092052412,0.0232379,1.0232379,1,Premium (non-grazing),0.4971354166666666
TOI-159.01,TPC,,-0.0011928917841689,-0.0604432604453489,0.059039473709085,0.0632321802014556,0.05925036866118,0.060232365493254,0.106583301,1.106583301,1,Premium (non-grazing),0.49728125
TOI-1606.01,TPC,,-0.0005594396500224,-0.0700637152544699,0.0685512143780817,0.0732123935914618,0.0695042756044474,0.0691106540281042,0.044056782,1.044056782,1,Premium (non-grazing),0.4950208333333333
TOI-161.01,TPC,,0.0016755566384861,-0.0657029477291477,0.0685501747851343,0.0704169202697081,0.0673785043676338,0.0668746181466481,0.056869123,1.056869123,1,Premium (non-grazing),0.4945625
TOI-1638.01,TPC,,0.0003282843810698,-0.0396409521670591,0.0418694152026305,0.0425059311030128,0.0399692365481289,0.0415411308215607,0.065611982,1.065611982,1,Premium (non-grazing),0.4996770833333334
TOI-1653.01,TPC,,-0.0013952061765682,-0.1247350031015541,0.1196860543303712,0.127266934134395,0.1233397969249859,0.1210812605069395,0.065779936,1.065779936,1,Premium (non-grazing),0.49546875
TOI-1655.01,TPC,,0.0022447678135305,-0.0599182736781699,0.0669837020221208,0.0668099671053093,0.0621630414917005,0.0647389342085902,0.032,1.032,1,Premium (non-grazing),0.4973854166666667
TOI-166.01,TPC,,6.71574482378729e-05,-0.0955140230791005,0.0999826681120202,0.1026794496252118,0.0955811805273384,0.0999155106637823,0.07263632,1.07263632,1,Premium (non-grazing),0.5012604166666667
TOI-167.01,TPC,,0.0030673441454024,-0.0863392073346609,0.0900471955411925,0.0937055667635962,0.0894065514800634,0.08697985139579,0.076876524,1.076876524,1,Premium (non-grazing),0.49578125
TOI-1692.01,TPC,,0.0006650606667147,-0.181547408783153,0.183802802250961,0.1889169380356734,0.1822124694498678,0.1831377415842462,0.03296152,1.03296152,1,Premium (non-grazing),0.49540625
TOI-1692.02,TPC,,0.0067710212619031,-0.2484866154206204,0.2669001591694258,0.2703099825730073,0.2552576366825236,0.2601291379075226,0.049084563,1.049084563,1,Premium (non-grazing),0.4923020833333333
TOI-170.01,TPC,,-0.0010683114327869,-0.0711718143708533,0.0723763473396145,0.0744302081351071,0.0701035029380664,0.0734446587724014,0.110815161,1.110815161,1,Premium (non-grazing),0.4980729166666666
TOI-1708.01,TPC,,-0.0091803344222212,-0.1561211518439266,0.1369213240968228,0.1568596698471776,0.1469408174217053,0.1461016585190441,0.074229374,1.074229374,1,Premium (non-grazing),0.497875
TOI-1709.01,TPC,,-0.0004579914611108,-0.0862055171696616,0.0880128665848124,0.091046676185042,0.0857475257085507,0.0884708580459232,0.104163333,1.104163333,1,Premium (non-grazing),0.4958541666666667
TOI-171.01,TPC,,-0.00067656089488,-0.0346943645491578,0.0347419379835772,0.0362478113146824,0.0340178036542778,0.0354184988784572,0.110306532,1.110306532,1,Premium (non-grazing),0.498125
TOI-1717.01,TPC,,-0.0031242196321188,-0.0711058804610346,0.070008441166844,0.073596602817548,0.0679816608289157,0.0731326607989628,0.090404646,1.090404646,1,Premium (non-grazing),0.49409375
TOI-1718.01,TPC,,0.0060941561461615,-0.1061360357643139,0.1199714031429849,0.1180992599106551,0.1122301919104754,0.1138772469968233,0.043669211,1.043669211,1,Premium (non-grazing),0.4951458333333333
TOI-1722.01,TPC,,-0.0038684995004563,-0.1457341345093579,0.1505401838614821,0.1563628386549378,0.1418656350089015,0.1544086833619384,0.037907783,1.037907783,1,Premium (non-grazing),0.4915520833333333
TOI-173.01,TPC,,-0.0031712420981144,-0.2571739303568096,0.246369714800092,0.2620969532320247,0.2540026882586951,0.2495409568982065,0.079692095,1.079692095,1,Premium (non-grazing),0.4971666666666667
TOI-1730.01,TPC,,-6.513762641109439e-05,-0.1715460707901472,0.1728099641809281,0.1846144837943586,0.1714809331637361,0.1728751018073391,0.038574603,1.038574603,1,Premium (non-grazing),0.4942708333333333
TOI-1730.03,TPC,,-0.0132303478569703,-0.297393556640448,0.2638761031790127,0.2911865003902977,0.2841632087834776,0.2771064510359831,0.046583259,1.046583259,1,Premium (non-grazing),0.4925520833333333
TOI-1738.01,TPC,,0.0019195094885491,-0.1014223653636306,0.1028745386457993,0.1076859800279189,0.1033418748521797,0.1009550291572502,0.05533375,1.05533375,1,Premium (non-grazing),0.4937291666666666
TOI-1762.01,TPC,,0.0010224537713747,-0.3172502688273695,0.3220714141435564,0.3282749654021188,0.3182727225987442,0.3210489603721816,0.040159427,1.040159427,1,Premium (non-grazing),0.4936145833333333
TOI-1765.01,TPC,,-0.002784901395844,-0.0862893117410134,0.0805314641345945,0.0874880764655148,0.0835044103451694,0.0833163655304386,0.06041523,1.06041523,1,Premium (non-grazing),0.4942708333333333
TOI-1783.01,TPC,,0.0012887402249394,-0.0412512808593431,0.0431852940268423,0.0442134633390185,0.0425400210842825,0.0418965538019029,0.021568742,1.021568742,1,Premium (non-grazing),0.4953333333333333
TOI-1802.01,TPC,,-0.016077621038388,-0.3369535242993683,0.3021202815731945,0.3309942691013836,0.3208759032609803,0.3181979026115826,0.042617785,1.042617785,1,Premium (non-grazing),0.4965520833333333
TOI-1803.01,TPC,,0.0125069292155247,-0.2313831125634441,0.2691146097729233,0.2636852929989737,0.2438900417789689,0.2566076805573986,0.056302753,1.056302753,1,Premium (non-grazing),0.49534375
TOI-1803.02,TPC,,-0.0047221279665686,-0.1615299167754353,0.151757865432838,0.1649989072728954,0.1568077888088666,0.1564799933994067,0.042544095,1.042544095,1,Premium (non-grazing),0.4943854166666666
TOI-1804.01,TPC,,-0.0019906092657435,-0.0925637174341118,0.0845735437847563,0.093906940562355,0.0905731081683683,0.0865641530504998,0.028337255,1.028337255,1,Premium (non-grazing),0.4954583333333333
TOI-1806.02,TPC,,0.0121723184812882,-0.2389969335779462,0.2566704025943348,0.2598252076522233,0.2511692520592345,0.2444980841130465,0.068553151,1.068553151,1,Premium (non-grazing),0.4960104166666667
TOI-1812.03,TPC,,0.0009935215551475,-0.4885435485637293,0.4871998407753681,0.4693390989302492,0.4895370701188768,0.4862063192202206,0.06913791,1.06913791,1,Premium (non-grazing),0.4808541666666667
TOI-1818.01,TPC,,-0.0026120938255093,-0.0726590938503754,0.065984987044961,0.0726291696312465,0.070047000024866,0.0685970808704704,0.057008771,1.057008771,1,Premium (non-grazing),0.4945416666666667
TOI-1822.01,TPC,,0.0014713129527556,-0.0907912281386909,0.0928831621050384,0.0961179913462887,0.0922625410914466,0.0914118491522827,0.083666003,1.083666003,1,Premium (non-grazing),0.49440625
TOI-1825.01,TPC,,0.0003681826885994,-0.154986850682598,0.160285023757722,0.1665341876642664,0.1553550333711975,0.1599168410691226,0.103004854,1.103004854,1,Premium (non-grazing),0.49865625
TOI-1829.01,TPC,,-0.0063343334991783,-0.118339777073144,0.1080760939408661,0.1197984351986696,0.1120054435739656,0.1144104274400445,0.155884573,1.155884573,1,Premium (non-grazing),0.4964270833333333
TOI-1832.01,TPC,,-0.0013649876719261,-0.10305578616141,0.0989386299338275,0.1062995012586877,0.1016907984894839,0.1003036176057536,0.093273791,1.093273791,1,Premium (non-grazing),0.4949791666666666
TOI-1835.01,TPC,,0.0021005198851815,-0.1342328546910479,0.1312617568835159,0.1415546553264582,0.1363333745762295,0.1291612369983343,0.023320353,1.023320353,1,Premium (non-grazing),0.494375
TOI-1837.01,TPC,,0.0008814458998186,-0.0578454133293065,0.0589482407656915,0.0610290890645464,0.0587268592291251,0.0580667948658728,0.032704296,1.032704296,1,Premium (non-grazing),0.4973125
TOI-1845.01,TPC,,-0.001464155878926,-0.0844533976985764,0.0813508783891224,0.0871483388465444,0.0829892418196503,0.0828150342680484,0.136753142,1.136753142,1,Premium (non-grazing),0.4944479166666666
TOI-1847.02,TPC,,0.0026468806757486,-0.2126270058920348,0.2192385934562888,0.2266962162268394,0.2152738865677835,0.2165917127805401,0.054772256,1.054772256,1,Premium (non-grazing),0.49703125
TOI-1850.01,TPC,,0.0033448407674001,-0.105929785950376,0.1116465137197101,0.1138905925190144,0.1092746267177761,0.10830167295231,0.076681158,1.076681158,1,Premium (non-grazing),0.4955937499999999
TOI-1858.01,TPC,,-0.0022199311145986,-0.0633996059724244,0.0605896729429934,0.0656686922523174,0.0611796748578257,0.0628096040575921,0.144083309,1.144083309,1,Premium (non-grazing),0.4966354166666666
TOI-1866.01,TPC,,0.0006441006618607,-0.0334908837939523,0.033300414750776,0.035218161295785,0.034134984455813,0.0326563140889153,0.054621906,1.054621906,1,Premium (non-grazing),0.49621875
TOI-1874.01,TPC,,0.0026920147605118,-0.1679002846356341,0.1677569764084993,0.176210429622892,0.1705922993961459,0.1650649616479875,0.105820377,1.105820377,1,Premium (non-grazing),0.49440625
TOI-1943.01,TPC,,0.001337392427872,-0.053225530409151,0.0542236580445593,0.0567005253607433,0.054562922837023,0.0528862656166873,0.027202941,1.027202941,1,Premium (non-grazing),0.49671875
TOI-1949.01,TPC,,0.001334371750678,-0.0734599538618276,0.0773412100017538,0.0795622931254341,0.0747943256125056,0.0760068382510758,0.108166538,1.108166538,1,Premium (non-grazing),0.49446875
TOI-1951.01,TPC,,0.0001151101577419,-0.0546256866144366,0.0562029583967572,0.0587482541945076,0.0547407967721785,0.0560878482390153,0.090680669,1.090680669,1,Premium (non-grazing),0.5002916666666667
TOI-1954.01,TPC,,-0.0002835626327507,-0.0571681797388972,0.0564057525362719,0.0598277076942214,0.0568846171061464,0.0566893151690227,0.0412875,1.0412875,1,Premium (non-grazing),0.49665625
TOI-1961.01,TPC,,0.0040461743199239,-0.0852052744333842,0.0935762475149284,0.0945183970827305,0.0892514487533082,0.0895300731950045,0.03082207,1.03082207,1,Premium (non-grazing),0.4993645833333333
TOI-1964.01,TPC,,-0.0002469554436294,-0.0162881543683832,0.0157151901102962,0.0169606629331819,0.0160411989247538,0.0159621455539257,0.035637059,1.035637059,1,Premium (non-grazing),0.4929375
TOI-1966.01,TPC,,0.0008123103976598,-0.0112920064142139,0.0125360457957337,0.0123852098164204,0.0121043168118738,0.0117237353980739,0.023789516,1.023789516,1,Premium (non-grazing),0.497125
TOI-1967.01,TPC,,-0.000339255367923,-0.0131025034213819,0.0125703816924074,0.0135186910458811,0.0127632480534589,0.0129096370603304,0.023874673,1.023874673,1,Premium (non-grazing),0.4989270833333333
TOI-1968.01,TPC,,-0.0037963034898817,-0.0679308801447349,0.0597028007895729,0.0669700031963703,0.0641345766548532,0.0634991042794547,0.087578536,1.087578536,1,Premium (non-grazing),0.494875
TOI-1970.01,TPC,,0.0010806903691429,-0.0472285901576984,0.0462988566178103,0.0492477590148824,0.0483092805268414,0.0452181662486674,0.106348484,1.106348484,1,Premium (non-grazing),0.4959791666666666
TOI-1972.01,TPC,,0.0024597823780399,-0.0643331992772557,0.0708460926197783,0.0714988073367801,0.0667929816552957,0.0683863102417383,0.029154759,1.029154759,1,Premium (non-grazing),0.49428125
TOI-1973.01,TPC,,-0.0017266271552792,-0.0967253890855091,0.0940560873945487,0.0998632970064716,0.0949987619302298,0.0957827145498279,0.074565408,1.074565408,1,Premium (non-grazing),0.4963541666666666
TOI-1976.01,TPC,,0.007043418373178,-0.1365667846136769,0.1553905690533616,0.154233291775086,0.1436102029868549,0.1483471506801836,0.086023253,1.086023253,1,Premium (non-grazing),0.49609375
TOI-1981.01,TPC,,-0.0003145468814143,-0.0393257541561629,0.0400241811663201,0.0416147357998356,0.0390112072747486,0.0403387280477345,0.024351591,1.024351591,1,Premium (non-grazing),0.4961354166666667
TOI-1982.01,TPC,,0.0009818346445533,-0.183266376645616,0.1823001526489286,0.1887026961504573,0.1842482112901694,0.1813183180043752,0.060083276,1.060083276,1,Premium (non-grazing),0.4965937499999999
TOI-1995.01,TPC,,0.0004150636589784,-0.0327495961770215,0.031451141467309,0.0344007419765619,0.0331646598359999,0.0310360778083306,0.028284271,1.028284271,1,Premium (non-grazing),0.4994375
TOI-2001.01,TPC,,-0.0010408621630519,-0.0213718894879267,0.0195360373133154,0.0214230377476449,0.0203310273248748,0.0205768994763674,0.038955277,1.038955277,1,Premium (non-grazing),0.496125
TOI-2005.01,TPC,,0.0028635013103061,-0.1195933143667098,0.1206573838438931,0.1278437166765523,0.1224568156770159,0.117793882533587,0.053851648,1.053851648,1,Premium (non-grazing),0.4963854166666666
